answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
properli null termin string end buffer overflow note someth learn hard strtok seem care intern string i.e hello/world pars hello/world wherea hello/world pars hello world notic split / ignor fact within parenthesi accord strtok_ section document 6.7.3.1 strtok_ function strtok_ function fix two problem strtok function new paramet s1max prevent strtok_ store outsid string token string divid token input output function sinc strtok_ store null charact string new paramet ptr elimin static intern state prevent strtok re-entr subclaus 1.1.12 iso/iec 9899 function wcstok iso/iec 9945 posix function strtok_r fix problem ident noth unsaf need understand work write code unit test take coupl extra minut re-run unit test valgrind make sure oper with memori bound man page say bug cautiou use function note function modifi first argument function cannot use constant string ident delimit charact lost function use static buffer pars thread safe matter strtok safe visual c++ nowher els use thread local storag save state call everywher els global variabl use save strtok state howev even vc++ strtok thread-saf still still bit weird - cannot strtok differ string thread time exampl work well reason work well- everi thread singl state save thread local storag one need 2 state - first string second string strtok thread-saf vc++ reentrant strtok_ strtok_r everywher els provid - explicit state strtok becom reentrant,2011-05-14 02:18:23.717 UTC,244,5999418,featur unsaf term buffer overflow need watch for? littl weird safe visual c++ extra context paramet look ways. actual differ,0.045081967213114756,11,c security strtok,strtok consid unsaf,5,security|unsafe|buffer overflow|safe|thread-safe,0.9025635123252869
doubl singl quot descript string one avoid malici descript see bobbi tabl becom importantli potenti danger descript becom harmless anoth safer prepar statement,2009-03-27 19:40:40.737 UTC,57,691223,follow piec code see descript someth problem updat descript sqlite record.how handl charact thanks! op answer question check faq need replac occur string,0.14035087719298245,8,c c++ sqlite wxwidgets,handl special charact string store record sqlite,4,scripting|malicious|danger|safe,0.8895884156227112
cast turn array pointer function assign function pointer sinc pointer function call function point happen machin code array execut theori sure actual machin code store array pointer function return function pointer instead function pointer function pointer definit declar variabl definit pars definit start variabl name case make function pointer variabl definit difficult deciph parenthesi use defin order express pars parenthesi use special symbol indic variabl function pointer standard function declar look declar function return argument specifi old style function declar know argument sever type argument standard integ variabl declar look creat function pointer variabl need specifi inform function pointer function declar one addit piec inform indic declar definit function pointer declar function bit code variat syntax show differ declar function declar function pointer differenti five pointer indic second fourth fifth declar parenthesi enforc compil interpret declar group parenthesi need due oper preced rule caus compil place higher preced parenthesi indic function overrid preced rule use group parenthesi fifth one especi interest pars two stage first piec indic symbol pointer function second stage determin return type function point pointer function return replac first piec arbitrari symbol x creat function pointer declar must awar oper preced rule c affect compil interpret declar definit need add addit parenthesi around function pointer declar compil see pointer function return rather function return pointer rule c compil use sometim requir parenthesi use enforc order translat express order express desir mean rule sometim result charact symbol differ mean differ context parenthesi make symbol function parenthesi use group symbol case singl symbol parenthesi use group symbol indic function case pointer function exampl rather declar variabl function pointer defin variabl assign valu statement rule pars definit similar rule pars declar exampl defin array assum machin code specifi initi array c array variabl consid constant pointer variabl mani way derefer array name mean howev sinc constant pointer someth though someth statement cast constant pointer point function pointer function return long go type right hand side assign oper type left hand side assign oper c compil happi oblig ever fantasi want creat howev compil happi gener machin code express mean underli oper system hardwar happi result program actual run gray area area undefin behavior result program run sometim time run one environ anoth cast array make bit difficult understand syntax cast function pointer return similar syntax declar defin function pointer return except variabl asterisk cast parenthesi make bit confus case cast use parenthesi group complet type cast well parenthesi enforc order parenthesi indic function lot parenthesi fli type cast get complic someth function pointer function return pointer case realli prefer explicitli parenthesi specifi order interpret rather reli memori order oper preced wonder though call appear integ assign valu work integ pointer function return integ inlin syntax i.e harder deciph equival i.e note goe without say undefin behavior regardless go cast pointer,2017-08-22 16:03:01.687 UTC,516,45822385,tri understand work follow c program order work must compil stack protect allow stack execut wonder though call appear integ assign valu work guess someth function pointer realli integ abl mental unpack mean express thank help,0.01744186046511628,9,c security shellcode,execut machin code array c execut integ,4,security|shellcode|protect|signing,0.7903804183006287
function absolut useless serv purpos encourag code written compil window snprintf perfectli safe implement correctli snprintf_ pointless strcat_ destroy data buffer overflow clear concatenated-to string mani mani exampl complet ignor thing work real use function bsd strlcpi strlcat microsoft drepper reject selfish reason annoy c programm everywher direct answer question robert answer view question rais librari compil support tr24731-1 functions? compil librari platforms? believ function provid ms visual studio ms vc++ 2008 edit exampl warn encourag uncov bug result fix code functions? yet expect uncov mani code code work - mayb yet convinc function provid value? fact printf_ famili function accept format specifi provid valu neg value? function horribl disappoint realli need work creat file open ensur toctou time-of-check time-of-us vulner stand two provid littl valu think provid littl valu plan librari future? two mind start work librari implement capabl tr 24731 standard c librari got caught amount unit test need demonstr work correctli sure whether continu code want port window mainli pervers desir provid support platform - work unix deriv coupl decad unfortun compil without warn msvc compil plaster code stuff prevent msvc witter use perfectli reliabl care use standard c librari function appet bad enough deal two decad worth system develop period deal someon idea fun make peopl adopt tr 24731 need annoy partli start librari develop - allow interfac unix window sure track tr24731-2 work all? track went standard site collect data question function probabl valuabl certain memori stream i/o function standard c level huge step forward seem less controversi part 1 bound check interfac overal convinc part 1 bounds-check interfac materi draft part 2 dynam alloc function better move somewhat along line part 1 revis interfac c99 standard c librari return start string e.g instead return pointer start return pointer null byte end new string make common idiom repeatedli concaten string onto end anoth effici make trivial avoid quadrat behaviour exhibit code repeatedli use replac ensur null-termin output string tr24731 version wholli avers idea check interfac except handl function tricki busi microsoft implement standard specif updat 2011-05-08 see question sadli fatal use tr24731 function definit function differ microsoft implement standard render useless answer cite exampl tr 24731-1 say interfac unfortun msdn say interfac paramet buffer - storag locat output sizeofbuff - size buffer output count - maximum number charact write includ termin null _truncat format - format specif argptr - pointer list argument note simpli matter type map number fix argument differ therefor irreconcil unclear presum standard committe benefit sizeofbuff count look inform twice least code commonli written valu paramet similarli problem rel microsoft say type buffer length paramet explicitli state size paramet type contrast annex k size paramet type restrict variant anoth name smaller code call written differ microsoft c standard c origin plan safe function get code compil cleanli window well unix without need write condit code sinc defeat microsoft iso function alway pretti much time give chang microsoft visual studio 2015 visual studio 2015 document note interfac chang begin ucrt visual studio 2015 window 10 longer ident function compli c99 standard retain backward compat howev microsoft interfac chang exampl differ microsoft annex k c11 standard variant defin iso/iec 9899:2011 annex k.3.8.2.4 compar msdn variant defin posix variant defin c11 standard posix function equival apart name microsoft function differ interfac even though share name c11 standard anoth exampl differ microsoft annex k vs note microsoft variant 3 argument wherea annex k variant 4 mean argument list microsoft compat posix — call effect interchang chang function name e.g macro — standard c annex k version differ extra argument question differ declar mac linux answer discuss defin microsoft defin tr24731-1 — interfac differ iso/iec 9899:2011 — c11 standard c11 standard decemb 2010 draft one time obtain pdf copi definit standard iso/iec 9899:2011 ansi web store 30 usd tr24731-1 function option part standard defin annex k bounds-check interfac norm rather inform option c11 standard tr24731-2 function — sad function rel realli use quick summari c11 contain tr24731-1 c11 contain tr24731-2 c18 c11 w.r.t tr24731 propos remov annex k successor c11 dedupl point comment anoth question propos iso c standard committe iso/iec jtc1/sc22/wg14 n1967 field experi annex k — bound check interfac contain refer extant implement annex k function — none wide use find via document interest document end recommend therefor propos annex k either remov next revis c standard deprec remov support recommend c18 standard alter statu annex k paper n2336 advoc make chang annex k repair defect rather remov altogeth vocal critic trs sinc incept singl tr never softwar mask symptom instead address caus opinion anyth neg impact softwar design provid fals sens secur instead promot exist practic accomplish goal much effect alon fact awar singl major propon outsid committe develop trs glibc know spare deal nonsens ulrich drepper lead maintain glibc said topic propos safer iso c librari fail address issu complet . propos make life programm even harder go help exactli propos . requir work done plain silli goe detail problem number propos function elsewher indic glibc never support austin group respons maintain posix provid critic review tr comment committe respons avail austin group review good job detail mani problem tr go individu detail bottom line implement support support plan ever use function see posit valu tr person believ reason tr still aliv form push hard microsoft recent prove capabl get thing ram though standard committe despit wide-spread opposit function ever standard think ever becom wide use propos around year fail garner real commun support ok stand tr24731-2 yes use / ever sinc seen glibc yes strong advoc why?becaus deliv precis need power flexibl safe rel easi format text freshli alloc string much favor memstream !!! alloc suffici larg buffer give print print function entir ignor whether print string file simpli forget question much space need librari compil support tr24731-1 functions? compil librari platforms? yes visual studio 2005 &amp 2008 win32 develop obvious uncov bug result fix code functions? sort of.. wrote librari safe function 15 frequent use multipl platform -- linux window vxwork intim rtx uitron reason creat safe function encount larg number bug due improp standard c function satisfi inform pass return tr function case posix altern function written bug discov yes valu use function function provid value? safer version vsnprintf strncpi strncat provid valu neg value? fopen_ similar function add littl valu person ok fopen return null alway check return valu function someon ignor return valu fopen go make check return valu fopen_s? understand fopen_ return specif error inform use context work matter plan librari future? use -- insid safe librari track tr24731-2 work all?,2008-12-16 22:21:00.2 UTC,1220,372980,iso c committe iso/iec jtc1/sc21/wg14 publish tr 24731-1 work tr 24731-2 tr 24731-1 extens c librari part bounds-check interfac wg14 work tr safer c librari function tr orient toward modifi exist program often ad extra paramet buffer length latest draft document n1225 rational document n1173 becom technic report type 2 tr 24731-2 extens c librari - part ii dynam alloc function wg14 work tr safer c librari function tr orient toward new program use dynam alloc instead extra paramet buffer length latest draft document n1337 becom technic report type 2 question librari compil support tr24731-1 functions? compil librari platforms? uncov bug result fix code functions? function provid value? provid valu neg value? plan librari future? track tr24731-2 work,0.014754098360655738,18,c coding-style security tr24731,tr 24731 safe function,7,security|safe|buffer overflow|vulnerability|signing|availability|forge,0.7745617628097534
claim function unsaf nonsens c whenev interfac take pointer buffer fill amount data must contract caller calle regard buffer size function caller cannot know advanc much data calle write logic interfac design contract caller pass buffer size calle calle return error truncat data buffer small function case number output byte trivial function ident function number input byte make perfectli good sens contract simpli output buffer provid caller must least larg input buffer anyon comfort strict adher interfac contract write c realli around ad complex bounds-check interfac certainli solv problem shift around natur contract follow standard function anyway prefer differ contract anyway better write similar function increas portabl realli option c simpli ensur destin buffer larg enough think write safe one pretti quickli direct replac signatur slightli differ alloc memori caller must free serv mostli job chang paramet name reserv word c++ paramet common type c++ chang make function compat c++ code well,2012-02-13 17:23:11.517 UTC,202,9264942,strtrn follow descript desc-1 desc-2 strtrn function transform string copi result charact appear old replac charact posit new new result return ....... function secur risk possibl overflow newstr buffer currentstr buffer larger newstr buffer overflow occur prototyp signature? googl avail appreci tip advic,0.054455445544554455,11,c code-analysis security,c safer function strtrn,8,security|safe|scripting|buffer overflow|signing|signature|availability|unsafe,0.7686301469802856
increas size array 1 store end string charact work null termin string need charact end string string case 5 charact long,2015-04-11 19:49:10.533 UTC,45,29582300,tri compar two char variabl c one keyword password user input despit let code,0.06666666666666667,3,c char compare passwords,compar two char string password c,1,password,0.7613745927810669
standard librari declar pleas meaning ask rational function standard first place function standard mostli got standard chanc basic took everi function avail unix wrote name paper toss hat drew one hundr whimsic got bunch divers function vari qualiti use say major either unsaf bad style rational exist specif case reason fix array pointer use obvious librari function c standard work null termin string variabl length function behav differ stand point c launch unix appar tri move away fix length string null-termin string furthermor rule pointer convers pretti much non-exist initi probabl ad safeti array pointer point function cook back 1970 even void pointer type regard buffer overrun error control write c either place error control function caller common practic c leav error handl caller perfectli fine long document exist rational name spirit c alway put perform first error handl cost perform mani use-cas caller know natur data advanc make error control superflu itoa declar unsafely? note standard c librari function implementations/signatur vari build block function librari provid meant effici use knowledg coder inur adequ buffer space yet lack buffer size safe-guard easi mis-calcul worst case op suggest implement give minor effici buffer size check note caller check return valu care must taken tri predict maximum string need consid suggest op convers sign 32-bit base 2 33 yet buffer size need 34,2019-08-26 12:22:50.65 UTC,231,57657859,instead protect programm buffer overrun,0.047619047619047616,11,c security,itoa declar unsaf,7,security|unsafe|protect|availability|safe|signing|signature,0.7433173060417175
look statement make much sens cripta_password method method cripta_password return void. assign void int fix code ok answer directli question first clean mistak 1/ indent help 2/ remov unus code 3/ pointer function unus -> remov 4/ add return type int expect return statement 5/ correct type 6/ loop limit loop int 2^32 correct know 7/ add care add float int. made lot mistak code suggest make c tutori first must understand write code look try error think helpful someon give work code got warn fix warn call function properli correct type everyth test error mean = wrong type consist type sometim interchang special case encrypt must pleas compil next warn type match follow error import function return valu evaul function valu wrote evalu function mean valu function chang put return statement instead,2016-05-07 20:07:46.117 UTC,160,37093182,creat first c program program must crypt password problem give mani error know fix it.anyon fix say program run?thes error ..and code,0.04375,7,c cryptography debugging,program work,4,crypt|password|signing|encrypt,0.7354650497436523
,2014-10-08 18:46:13.11 UTC,118,26264201,rmmod mac80211 modul chang ieee80211_init iscrash dont chang ieee80211_exit howev crash observ ieee80211_exit free mesh tabl tbl come chang init function caus problem exit function? withoutmi chang problem unload modul comment statement call hmac_sha512 thenrmmod get succeed integr code custom modul likehello problem rmmod synchronizationissu come issu hello module?i past code function hmac_sha512 relat function below.i tri sync api issu reproduc even dive deep mac80211 function found issu caus mesh tabl de-alloc prior de-alloc mesh tabl alloc ieee80211s_start order de-alloc ieee80211s_stop put log code check alloc mesh tabl mac80211 per log oneinclud hmac code mac80211 alloc mesh tabl comment line ieee80211_exit rmmod work fine pleas provid pointer resolv issu,0.059322033898305086,7,c cryptographic-hash-function cryptography linux-kernel wireless,rmmod mac80211 modul crash,4,crypt|hash|hmac|integrity,0.6970338821411133
noth type safeti use static storag return valu unsaf gener problem use multithread reason microsoft want peopl instead use user-provid buffer howev realli need call function concurr thread recommend want portabl posix-compli least sinc function famili gener denot re-entr version function basic re-entr featur function call alreadi invok run elsewher re-entr code alway thread-saf,2019-10-18 07:55:28,76,58446354,type-safe? mean important? code error occur function variabl unsaf unsaf mean ? put code error disabl unsaf mean,0.11842105263157894,9,c c++,type-saf c/c,4,type-safe|safe|unsafe|thread-safe,0.6949576139450073
