answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
use applescript work code exactli need press key sequenti keep hold fn key shift key command key l key wait 2 second keep press insert delay test observ maco screen keyboard press key product suggest reduc delay 0.2 delay releas key exactli physic press key code 63 keycod fn key remap script command+l shortcut maestro asked/ne secur reason appl prohibit default autom control applic authoris script trustabl control comput authoris open system prefer -> secur privaci go tab privaci item list left select access unlock dialog make chang click + button add script list app allow control comput test use script editor need authoris script editor ad list describ,2019-08-04 04:08:12.773 UTC,149,57343723,need equival physic press key simultan actual think it’ possibl applescript i’v scour internet avail i’m noob mayb miss someth imposs applescript lower level mayb c,0.12080536912751678,18,applescript c macos,simul key press “fn + shift + command + l” mac,6,scripting|availability|security|authorise|trust|privacy,0.9326775074005127
,2019-10-17 12:09:47,26,58432708,use nacl librari wonder requir replac curve25519 differ stronger curv stronger encrypt need understand new librari incompat nacl,0.11538461538461539,3,c cryptography encryption libsodium,curve25519 replac nacl librari,2,crypt|encrypt,0.9257867932319641
program safe area binari code inspect find key contain algorithm defin simpl obfusc key programmat store file case break obfusc algorithm suffici find key reduc strengh encrypt algorithm actual good go encrypt key call use static key call b embed program case lose interest chang key everi time find key b embed program suffici find encrypt key save disk satisfactori either consid complex solut requir know context bit attack come lifecycl file etc go far. need go far? mean program risk crack attempts? crack criticial? crackabl critic second option suffici target host tpm chip take advantag openssl configur tpm help trouser project expect hard core attack machin applic instal alway hardcod insid applic anoth encrypt key order safe save previou session key file system close app retriev back start app improv bit secur store harcod key singl string instead sever string concaten function save file rel unknown/unpopular locat isol storag windows\temp instead applic folder asimetr key algorithm make crack harder case littl bit put stuff bogu file key,2011-07-27 13:19:26.24 UTC,200,6844987,use openssl program decrypt text file re-encrypt new text new encrypt key everi time program start safe store key instanc program run easy/dec safe,0.135,27,aes c encryption openssl,safe store aes key,9,aes|encrypt|crypt|openssl|safe|obfuscate|attack|crack|security,0.8723201155662537
easi kick asid call encrypt wild exagger utterli insecur probabl take five minut figur look encod password,2012-10-30 21:29:19.73 UTC,49,13147843,window applic encrypt user password use revers c code decod look abil encod password use algorithm php import user account applic anyon help? tiajim,0.2653061224489796,13,c encode php,c php password encrypt revers,6,encode|password|encrypt|decode|user account|insecure,0.8710532188415527
,2012-09-25 10:10:01.053 UTC,41,12580766,"possibl duplic get password c without use getpass 3? gener word obsolet deprec without function x instead nearbi simpl thing read password user cui program c gnu/linux? password encryption/decrypt relat pam,gpg,ssh big thing",0.17073170731707318,7,c linux obsolete passwords,instead getpass getpass obsolet,4,password|encrypt|crypt|ssh,0.8700759410858154
know year old case someon els run across detail discuss link digit sign use certif key usb token includ long-form work code ad welcom code directli link https://github.com/tkil/openssl-pkcs11-sampl good luck! hsm vendor provid librari librari interact hsm via pkcs#11 interfac need pkcs#11 header file project order that.check site http://www.calsoftlabs.com/whitepapers/public-key-cryptography.html introduct everi hsm vendor support least one cryptograph api pkcs#11 particularli common choic mani option openssl exampl support hsm engin interfac often vendor expos proprietari api addit standard api implement proprietari api typic offer greater degre control key secur properti key usag possibl express standard api use hsm one typic issu command load key secur store retriev handl key object handl layer abstract allow hsm perform key oper secur without expos key materi regard project import simpli shove hsm somewher solut make appear secur instead think long hard secur properti system cryptographi help defend attack identifi attack vector associ cryptograph defenc consid cryptograph api support case select best vendor support api experi standard api suffic simpl secur system complex project almost alway necessari work proprietari api particular vendor case lean heavili vendor support proof-of-concept settl product truli meet need,2012-05-29 09:33:32.973 UTC,217,10796485,work hsm devic secur requir project confus hsm interfac c linux machin user access hsm intern memori perform differ oper,0.15207373271889402,33,c hsm openssl pkcs#11,interfac hardwar secur modul linux,10,hsm|openssl|security|signing|certificate|public-key|crypt|attack|attack vector|defense,0.8474211096763611
simpl answer imposs soon store key unsaf program usual program run comput better way depend use-case- hardwar token associ driver / api - oper system crypto api credenti store - encrypt keyfil anoth layer secur e.g password second approach wide use far involv oper system support,2018-03-24 22:32:10.34 UTC,65,49470647,store symmetr key safely? pkcs12 store symmetr key,0.12307692307692308,8,c c++,store symmetr key safe ? pkcs12 store symmetr key,7,safe|unsafe|crypt|credential|encrypt|security|password,0.8248725533485413
understand dpapi use hash calcul user actual password need open-sourc implement crypt function explicit password user work implement cryptunprotectdata recent dpapick,2010-10-12 13:01:36.593 UTC,113,3914936,write program linux c extract wpa/wep key window registri hive initi hope wine cryptunprotectdata function realis wine use differ algorithm mimic window version realis user encrypt data decrypt use wzcook aircrack-ng suit guid http://tools.assembla.com/b6stfy7mor2qtlaaep0qfc/browser/windows/wzcook/wzcook.c extract data hive without problem kind stuck decrypt key key encrypt registri one user anoth user decrypt data? sure retyp psk / passphras alreadi stored? data definit encrypt even offlin access hive linux? solut solv revers engin microsoft algorithm? :d help / advis give realli appreci thank,0.168141592920354,19,c encryption linux registry wireless,window registri decrypt cryptunprotectdata wpa key,6,encrypt|crypt|protect|crack|hash|password,0.8167008757591248
,2018-01-25 16:42:52.563 UTC,96,48447944,use cento 7 certain password qualiti requir relat packag addit complex constraint appli user login appli password keyr master password access e.g via user cannot weak password protect keyr concern password insid keyr password keyr figur make call api particularli function want howev difficulti retriev password plaintext code order pass exampl code near line 211 try captur password return step code find debugg come empti password seem obscur away well alreadi hash discard point password prompt send ? better enforc password complex gnome password manager/keyr,0.17708333333333334,17,c centos gnome-keyring-daemon linux passwords,gnome-keyr modifi requir qualiti master password,4,password|login|protect|hash,0.8036481142044067
simpli reason document / compress file password keep password save user download etc user need decrypt tool end encrypt / zip protect alreadi done realiz ask go order simpli re-inv wheel still achiev result protect file encrypt process spent perform symmetr encrypt e.g aes aes - cryptograph cipher - rel fast lot chanc wait i/o rather encrypt part creat server applic almost certainli overkil go local applic first revert basic optim later realli requir perform well better encrypt php without execut extern program induc huge overhead look mcrypt extens http://de2.php.net/manual/en/mcrypt.examples.php write result string target file,2012-01-08 13:40:00.943 UTC,202,8778010,write web applic store file encrypt form later decrypt non-php environ let say user upload file name encrypt store server encrypt form user download encrypt file later decrypt his/her system file encrypt use php mcrypt extens non-port decid write program c call encrypt invok php anoth method thought creat encrypt server basic wrapper around encrypt program capabl listen request socket let say php script make request program provid file name key encrypt thought flexibl approach load encrypt process adjust easili put encrypt server program anoth comput question one two approach effici term speed handl larg client etc,0.15841584158415842,32,c encryption network-programming php,effici method execut extern program php,7,encrypt|crypt|scripting|password|protect|aes|cipher,0.7873347401618958
