answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
happen indic program alreadi invok undefin behavior i.e state entir program undefined/indeterminate/invalid practic possibl abl recov keep run guarante danger asveikau mention signal handler try clean make even wors mess crash happen middl function modifi state global data data share thread access cleanup code destin state corrupt/inconsist and/or lock held left perman unreleas ensur happen - exampl misbehav thread never call async-signal-unsaf function - safe signal handler call altern perman freez thread signal handler ad signal write signal handler 100% safe leav process deadlock state lock held crash thread perhap less bad expos corrupt state thread clobber data hell,2011-09-03 05:05:49.96 UTC,130,7291273,applic start multipl thread use signal handler catch signal want applic quit want termin thread incur signal continu flow full applic thread possibl,0.12307692307692308,16,c signal-handling,possibl termin one thread receiv sigsegv,6,signing|validate|danger|unsafe|safe|deadlock,0.9919717907905579
obvious know undefin behavior territori mention sig_atomic_t said see exact exampl work modern unix-lik system signal sa_nodef mutex enough ensur proper synchron differ thread includ signal handler run anoth thread sigmask prevent signal handler thread recurs mutex said deep water lock insid signal handler one signal handler safe enough two signal handler trick differ lock end lock order deadlock somewhat mitig appli process sigmask instead thread sigmask simpl debug fprintf signal handler definit violat lock order exampl back away redesign applic stuff signal handler sign get complex easi break signal handler touch one sig_atomic_t defin thing c standard explod complex get anyth els right found paper https://www.cs.purdue.edu/homes/rego/cs543/threads/signals.pdf discuss run as-unsaf code sig handler safe mask signal as-unsaf block normal-context code explor less effici protect as-unsaf block normal-context code global sig_atom volatil flag prevent as-unsaf code handler enter explor effici approach satisfi part posix standard say call as-unsaf function sig-handl deem unsaf sighandl interrupt as-unsaf function http://pubs.opengroup.org/onlinepubs/9699919799/functions/v2_chap02.html#tag_15_04_03_03 scroll 1st paragraph function list think toy essenti fine-grain version idea sinc tri prevent run sig-handl clash as-unsaf code rather same/similar as-unsaf code deal mutex variabl unfortun posix seem code-onli concept signal-safeti function either safe unsaf regardless argument howev imo semaphores/mutex good reason oper data os handl contain mutex/semaphor pass think call / signal handler ought safe guarante never clash / mutex even though posix standard technic say safe counter-argu welcom,2013-01-20 05:27:06.587 UTC,336,14421951,first awar mutex consid async-saf normal question concern make mutex safe multithread program async signal signal handler code conceptu follow global variabl larg fit singl updat normal code read signal handler control code chain signal handler must run signal handler context consequ access control via sort synchron mechan complic matter program multithread thread receiv question combin possibl guarante synchron use code following? logic goe follow within block cannot interrupt within cannot rais current thread -protect critic region interrupt either assum signal alway block signal problemat lock/unlock alway proceed normal uninterrupt fashion current thread lock/unlock ensur thread interfer right avoid approach,0.13988095238095238,47,c posix signals synchronization,guarante mutex safeti async signal,7,signing|safe|access control|protect|deadlock|violate|unsafe,0.9226679801940918
test mutex function trylock kind undefin situat safe necessarili need block need two lock one use insid one protect process signal mask make mask unmask signal atom lock around thread like corrupt process sigmask execut overlap want multithread version sampl pseudo code total sure need block signal one thread thread remiss say refactor code number thing signal handler [asid this] limit e.g etc dedic one thread signal handl signal handler signal handler volatil global e.g monitor base level thu heavi lift signal handler done base task level anyth,2016-07-11 18:38:39.733 UTC,130,38313916,program pseudocod deadlock tri acquir lock func alreadi acquir main caller wonder suspend signal handl c languag specif exampl enter func acquir lock resum signal handl call handler upon exit func,0.11538461538461539,15,atomicity c mutex posix signals,ensur atom multithread program signal handler,4,signing|deadlock|safe|protect,0.9121465086936951
directli answer op issu glibc wrapper e.g malloc arena printf file access low-level-lock concurr signal handler enter function call grab lll_ interrupt re-ent function call deadlock possibl solut 1 first alreadi discuss above2 glibc wrapper - go straight kernel syscal e.g printf write glibc malloc syscallsbrk.. - probabl good idea unless realli to...3 dynam memori alloc handler alloc main task access handler implement grab intern glibc lock know signal handler call asynchron thread normal execut interrupt handl signal problem signal handler function use signal handler try lock avail thread got normal execut deadlock reason signal handler lean non-as-saf function call async-signal-saf function safe call within signal handler per posix standard function [ replic ]tabl unsaf respect signal implement make interfac async-signal-saf presenc signal function defin volum posix.1-2008 shall behav defin call interrupt signal-catch function except signal interrupt unsaf function equival process equival perform return initi call main signal-catch function call unsaf function behavior undefin addit except specifi descript individu function call unsaf function within signal handler behavior undefin linux man page state async-signal-saf function signal handler function must care sinc process elsewher interrupt arbitrari point execut program posix concept safe function signal interrupt execut unsaf function handler either call unsaf function handler termin via call longjmp siglongjmp program subsequ call unsaf function behavior program undefin linux man page provid list async-signal-saf function linux differ list posix specif - compar standard implement chang time.th safe function posix tabl first quot consist follow function function safe call signal handler async-signal-saf function never call malloc signal handler allow call limit functon signal handler.se man signal-safeti list function safe call signal handler look gdb output appear hold lock call result deadlock,2016-10-14 18:22:33.93 UTC,319,40049751,first sorri call malloc insid signal handler :.i understand time consum task/thi kind nasti stuff insid signal handler curiou know reason crash ? got similar core report https://access.redhat.com/solutions/48701 oper system rhel,0.15047021943573669,48,c linux rhel signals,malloc insid linux signal handler caus deadlock,6,signing|deadlock|availability|safe|unsafe|scripting,0.9076812267303467
type ctrl c normal caus shell send program add handler signal via ctrl c press altern care cleanup program exit set exit handler via appropri signal macro exampl deal sampl output press ctr + c oper system send signal process mani signal one sigint sigint program interrupt one termin signal kind termin signal interest thing sigint handl caught program default action sigint program termin program specif handl signal press ctr + c program termin default action chang default action signal regist signal caught regist signal c program least posix system two function signalint signum sighandler_t handler sigactionint signum const struct sigact *act struct sigact *oldact function requir header signal.h includ c code provid simpl exampl function comment note call safe/author function signal handler exampl avoid call printf signal handler compil code gcc execut shell infinit loop code run send signal press ctr + c,2013-07-20 20:47:26.19 UTC,180,17766550,develop applic use c++ compil use linux gnu c compil howev want invok function user interrupt script use ctrl c key do? answer much appreci,0.11666666666666667,21,c c++ linux signals,ctrl + c interrupt event handl linux,4,signing|scripting|safe|authorise,0.9032325744628906
"bit-mask - notic standard signal valu ? edit 0 queue standard signal bit-mask per thread signal post yet deliv given bit post signal lost bit clear i.e signal deliv edit 1 reliabl reap child process mechan reli signal kernel keep detail inform process ancestri child process disappear exit left process tabl parent reap breed zombi right pend mean least one children chang state dip kernel collect corps race signal queue process table/tree/whatev kernel job protect one signal process time thread signal handler run signal automat block possibl queue multipl signal singl thread mani differ signal howev appear queue suppos possibl signal handler unblock signal exit case risk overflow signal stack call stack use signal handler signal queue signal gener faster process specif signal block multipl instanc signal queued? depend whether sa_siginfo flag signal use structur function whether system valid definit _posix_realtime_sign modern linux kernel instanc true arriv signal fit two condit queu per-process queue deliv accept limit impos oper system number item given signal queue point signal arriv signal-typ drop either one situat true current arriv signal handl signal signal type arriv current signal handler run drop block signal two signal arriv process deliv merg togeth singl signal event two condit met . otherwis multipl signal event type queu one note . two condit state posix specif linux queue real-tim signal even sa_siginfo signal mean signal correspond rang sigrtmin sigrtmax signal queued,a process specif locat global location? store per-process queue queu signal handl possibl two signal process time,or guarante signal process one one? depend setup signal handler strutur function guarante signal block signal handler run signal mask within strutur determin signal block signal handler run signal block signal handler complet differ signal interrupt current signal handler block signal mask signal handler strurctur therefor anyth signal handler async-saf call non-async-saf function signal handler etc guarante signal handl fifo order i.e signal interrupt signal interrupt current signal handler intent block keep mind set signal mask insid signal handler attempt block signal interrupt handler bad idea atom oper want signal block signal handler run provid signal mask structur pass signal deliv signal handl handler invok right return current invoc multipl signal deliveri cours signal sent multipl time still process first one one signal queu one repeat handler invoc occur signal mark pend proc struct kernel separ signal bitmask process one signal kind sigbu sigint sigusr1 etc pend sever differ signal pend simultan",2011-06-14 13:02:35.063 UTC,452,6343871,"contrast multipl instanc standard signal deliv signal current block one instanc queu think descript clear caus ambigu specif signal block multipl instanc signal queued? signal queued,a process specif locat global location? queu signal handl possibl two signal process time,or guarante signal process one one? actual 3 question",0.19247787610619468,87,c linux signals,deliveri standard signal,4,signing|scripting|protect|validate,0.882202684879303
,2019-05-03 17:48:06.283 UTC,60,55974853,applic basic serial mitm want three thread serial port serial port reader thread - read serial port writer thread - write ioctltiocmset thread monitor modem control signal ioctltiocmiwait - ioctltiocmiwait ioctltiocmget understand read/writ thread safe play well togeth ioctl thread safe play well togeth read/write? run block issu,0.11666666666666667,7,c c++ multithreading serial-port thread-safety,serial port ioctl call thread safe read/writ,4,thread-safe|safe|mitm|signing,0.865805983543396
thread-saf code need serial concurr execut say thread-saf function need reentrant accord posix definit cite consid follow exampl two thread safe function two defin anoth thread safe function contract function guarante return valu equal valu inc_count larger function still thread safe reentrant accord definit two call function two differ thread return valu never case execut serial reentranc thread-safeti orthogon properti function posix.1c definit reentrant function impli thread-safeti sinc function reentrant thread-saf neither reentrant function guarante invoc interfer modifi state invoc depend invoc necessarili thread-saf thread-saf function necessarili reentrant consid e.g function intern state protect mutex thu make thread-saf howev function call er re-entrantli thread deadlock occur common exampl function malloc malloc thread-saf reentrant call malloc within signal handler instanc,2013-05-31 07:25:44.503 UTC,188,16851948,consid follow extend definit reentranc posix posix.1c reentrant function defin function whose effect call two thread guarante thread execut function one anoth undefin order even actual execut interleav iso/iec 9945:1-1996 §2.2.2 sourc http://www.unix.org/whitepapers/reentrant.html sinc thread-saf function serial concurr execut thu thread execut function one anoth undefin order even actual execut interleav impli thread-saf function reentrant consid posix definit,0.12234042553191489,23,c concurrency multithreading posix thread-safety,posix extend definit reentranc cover thread-safeti,5,thread-safe|safe|protect|deadlock|signing,0.860379695892334
understand fork sourc glibc use signal state critic section sure fork procedur interrupt signal handler execut critic section lock - becom automat signal safe wrong appreci correct https://www.securecoding.cert.org/confluence/display/seccode/sig30-c.+call+only+asynchronous-safe+functions+within+signal+handl fork list async-sign safe use posix follow tabl open group base specif [open group 2004] defin function asynchronous—signal-saf applic invok function without restrict signal handler asynchronous—signal-saf function fork ad answer look like longer consid async-saf least seem case perhap support longer exist posix answer current mark accept seem come conclus safe least like case build question thread-saf fork implement intern system librari use idiom suggest pthread_atfork obtain lock prefork handler releas lock parent child postfork handler fork ever safe signal handler thread program? possibl thread handl signal middl call malloc fopen/fclos hold global lock result deadlock fork? indeed! look open group resolv remov list reason ieee 1003.1c-1995 interpret request #37 regard interpret committe believ . follow explanatori addit made pg 78 line 864 addit invoc fork handler pthread_atfork fork call signal handler requir async safe bug 4737 identifi resolut evict async-saf function list use fill place unfortun resolv even manpag updat tri best answer sub-quest apologis vaguer ideal possibl librari code regist pthread_atfork handler async-signal-saf negat safeti fork? yes fork document explicitli mention cours mean actual intend purpos make multi-thread librari transpar process believ single-thread none pthread synchronis function async-signal-saf note defect spec see http://www.opengroup.org/austin/aardvark/latest/xshbug3.txt search l16723 answer depend whether thread signal handler run middl use resourc atfork handler need? said differ atfork handler make synchron resourc mutex etc fork call signal handler execut thread never access resourc program conforming? strictli speak answer accord spec function either async-signal-saf concept safe certain circumst practic well away vulner clunky-but-correct implement partit resourc expect build question thread-saf fork implement intern system librari use idiom suggest pthread_atfork obtain lock prefork handler releas lock parent child postfork handler fork ever safe signal handler thread program? possibl thread handl signal middl call malloc fopen/fclos hold global lock result deadlock fork? implement right signal handler never safe attempt obtain lock deadlock call thread alreadi held impli implement use method conform look glibc one exampl - rather take two approach firstli lock obtain recurs current thread alreadi lock count simpli increas child process simpli unilater overwrit lock - see extract function ultim call glibc intern equival effect reset mutex regardless waiter think theori obtain recurs lock guarante thread touch data structur least caus crash reset individu lock ensur resourc perman block reset current thread lock safe sinc thread contend data structur inde whatev function use lock return 100% convinc cover eventu least if/when signal handler return function lock stolen try unlock intern recurs unlock function protect unlock mani times! - seem workabl scheme built top async-signal-saf recurs lock final even fork safe signal handler safe fork signal handler return signal handler call fork signal handler alway necessit subsequ call _exit one exec famili function signal handler returns? assum talk child process? async-signal-saf mean anyth possibl return parent! found anyth spec state otherwis though miss believ safe - least safe sens return signal handler child impli undefin behaviour though fact multi-thread process fork impli probabl safest cours action use fork signal handler fine pthread_atfork sound bad idea ever answer origin question pthread cannot guarante safeti call pthread_atfork function async-sign safe kernel implement signal make imposs oh fork signal handler allow child return signal handler undefin,2010-12-15 19:08:43.453 UTC,684,4453822,realli uncertain requir posix place safeti presenc thread signal list one async-signal-saf function possibl librari code regist handler async-signal-saf negat safeti ? answer depend whether thread signal handler run middl use resourc atfork handler need? said differ atfork handler make synchron resourc mutex etc call signal handler execut thread never access resourc program conforming? build question thread-saf fork implement intern system librari use idiom suggest obtain lock prefork handler releas lock parent child postfork handler ever safe signal handler thread program? possibl thread handl signal middl call / hold global lock result deadlock ? final even safe signal handler safe signal handler return signal handler call signal handler alway necessit subsequ call one famili function signal handler return,0.11988304093567251,82,c deadlock fork pthreads signals,fork suppos safe signal handler thread program,7,deadlock|signing|safe|thread-safe|security|vulnerability|protect,0.8521952629089355
"first thought incorrect signal process enough inform post write test code replic failur give place look pardon cover signal basic alreadi know futur reader first know use legaci signal new posix sigact signal routin catch signal sigset use gnu legaci signal -- signal near imposs imposs guarante air-tight signal processor use origin signal processor environ unix system enter signal handler reset handler default condit subsequ signal guarante lost unless handler explicitli reset signal signal handler must assum call signal handler must loop signal found legaci signal bool condit indic least one signal outstand actual count unknown handler must allow signal found prior loop process signal allow signal unknown processes. program start start grandchild process inherit process child exit quickli advic hold nose flee legaci signal lack loop legaci handler multipl sigchild one sudo one unexpect grandchildren fire sudo one sigchild handl grandchild signal come first expect program signal caught posix signal -- sigact posix signal clean failur legaci signal handler without restor restor part posix signal often,at least mind evil one signal handl sigact signal sticky. live expressli chang wonderful! none troublesom requir reset signal handler againin handler mask mask current signal process signal paranoid mask signal pass handler lack mask caus weird stuff loos track signal sigchild sigchild handler gnu -- sigset gnu provid use in-between call signatur signal remov problem addit control function avail use sigset easi fix mani signal problem remind think signal handler thread program,even otherwis use thread code day old need absolut minim process signal handlers. call librari code,such printf side effects.i still follow legaci signal handler alway multithread caution newer handler",2011-11-22 01:05:13.1 UTC,361,8220729,current process write shell execut process util signal handler clean wait complet everyth work -- except execut process escal privileg case never signal -- never know process complet execut receiv command execut program provid paramet perform execut take look shell execut see follow ran got assign child ls assign child complet task sit zombi state seem want reap zombi process sit know caus behavior -- tri differ techniqu cleanup zombi process run shell wait directli execut 4796 exampl none techniqu work alway advis appreci,0.12742382271468145,46,c exec shell sigchld sudo,receiv sigchld process execut sudo,4,signing|privilege|signature|availability,0.8436331152915955
