id,nanswers
"8021","10"
"29061","5"
"33412","9"
"33829","3"
"39135","3"
"43199","2"
"57384","3"
"70170","5"
"72304","4"
"78869","4"
"84096","2"
"84680","8"
"96945","3"
"97137","11"
"102425","6"
"102778","1"
"112396","6"
"116415","7"
"123902","3"
"126798","5"
"137212","17"
"140113","3"
"143523","4"
"150167","9"
"153220","9"
"161160","1"
"163113","1"
"178479","30"
"181341","13"
"182133","4"
"183830","5"
"190376","5"
"190912","10"
"221149","3"
"232584","3"
"232839","1"
"233217","21"
"244283","4"
"248562","17"
"256899","3"
"267738","3"
"271090","7"
"271518","3"
"288289","2"
"288500","3"
"295163","2"
"295436","3"
"300334","4"
"303028","3"
"304268","21"
"308609","2"
"309202","1"
"311243","2"
"318781","1"
"319634","2"
"320355","2"
"320477","2"
"325637","2"
"338578","2"
"339004","2"
"339531","3"
"340820","1"
"346225","6"
"347056","4"
"353010","1"
"361231","6"
"363329","1"
"367530","1"
"368792","1"
"372268","6"
"373518","6"
"376551","3"
"376561","6"
"377901","3"
"385907","3"
"390150","9"
"407990","2"
"411037","4"
"411331","5"
"415953","34"
"427046","1"
"427821","3"
"430755","7"
"437375","2"
"438508","1"
"440463","8"
"443151","3"
"453925","2"
"472739","3"
"473566","4"
"476640","2"
"480895","4"
"485023","6"
"494860","4"
"496651","12"
"510846","3"
"517527","7"
"520255","2"
"530972","1"
"531096","5"
"537596","6"
"543896","4"
"545082","3"
"545667","6"
"547219","11"
"552982","2"
"556670","4"
"561938","2"
"565531","3"
"567482","4"
"568227","3"
"570450","9"
"571081","1"
"580686","6"
"581655","3"
"587357","4"
"592403","3"
"610896","4"
"612121","3"
"622732","3"
"626043","2"
"628416","6"
"636172","3"
"637496","3"
"646224","6"
"663397","1"
"683885","1"
"684081","6"
"687291","1"
"687787","5"
"691222","3"
"696793","3"
"700476","2"
"705728","3"
"706856","1"
"719556","1"
"719747","2"
"723129","1"
"729195","2"
"729203","1"
"733753","1"
"752890","1"
"754205","6"
"756133","4"
"759722","2"
"759800","1"
"762459","3"
"770969","2"
"785652","5"
"785973","14"
"797090","8"
"800172","3"
"804023","4"
"805153","1"
"805329","2"
"806169","3"
"808988","2"
"810493","7"
"811590","2"
"812275","4"
"820261","3"
"825638","2"
"829522","3"
"836007","1"
"836281","3"
"836520","1"
"839051","2"
"839213","2"
"840279","5"
"841446","2"
"842222","2"
"846957","3"
"848205","1"
"848734","2"
"850497","3"
"851093","1"
"851623","7"
"852453","1"
"853332","5"
"859111","5"
"859218","7"
"862571","2"
"865460","1"
"867751","4"
"868776","4"
"869255","1"
"869589","5"
"874903","6"
"875467","8"
"885005","1"
"885810","1"
"886397","2"
"888346","2"
"889406","2"
"890935","6"
"900763","2"
"901251","3"
"906210","1"
"906402","15"
"908748","6"
"909979","3"
"914069","4"
"916061","1"
"920809","1"
"924968","3"
"925377","2"
"933483","2"
"934474","1"
"935666","4"
"937412","1"
"944679","4"
"948933","1"
"949190","1"
"950885","3"
"951477","2"
"955399","11"
"955624","6"
"956657","2"
"964547","2"
"967194","2"
"968565","4"
"975054","1"
"977321","2"
"979910","1"
"984644","2"
"986892","5"
"991703","3"
"992019","9"
"995035","1"
"995514","15"
"997304","1"
"1000347","2"
"1001179","10"
"1003365","3"
"1009766","3"
"1009996","1"
"1010356","1"
"1012363","4"
"1012792","6"
"1013032","6"
"1016372","4"
"1019837","4"
"1028388","2"
"1031558","3"
"1032721","11"
"1033947","10"
"1037009","1"
"1037590","2"
"1044986","4"
"1045895","6"
"1051953","3"
"1061171","5"
"1069142","2"
"1075128","6"
"1079077","1"
"1089600","3"
"1093202","2"
"1093817","3"
"1105913","1"
"1107007","3"
"1114685","2"
"1115739","3"
"1122324","4"
"1130904","4"
"1132567","10"
"1135446","2"
"1139447","3"
"1169123","3"
"1170185","1"
"1175074","2"
"1175352","2"
"1187949","4"
"1199802","4"
"1202535","1"
"1205135","16"
"1206494","4"
"1211333","5"
"1217046","3"
"1225633","3"
"1226083","2"
"1227478","3"
"1233206","2"
"1234598","1"
"1236481","1"
"1238763","6"
"1240575","3"
"1244607","1"
"1244717","1"
"1247637","5"
"1250319","1"
"1255083","2"
"1258404","1"
"1264262","5"
"1265488","5"
"1269359","3"
"1269735","4"
"1270703","6"
"1277378","3"
"1283982","2"
"1284771","3"
"1287450","4"
"1291584","6"
"1291978","6"
"1301297","4"
"1303220","4"
"1305243","2"
"1315833","1"
"1331257","2"
"1340366","8"
"1349170","1"
"1350432","1"
"1354803","7"
"1362115","1"
"1363452","3"
"1365187","3"
"1374170","4"
"1376674","3"
"1381335","1"
"1381965","3"
"1384968","6"
"1391643","3"
"1396375","4"
"1398556","1"
"1399505","3"
"1400023","2"
"1400255","4"
"1401248","4"
"1413184","1"
"1417271","3"
"1422977","3"
"1423520","1"
"1423741","1"
"1429610","3"
"1431486","2"
"1433336","4"
"1440030","2"
"1441548","3"
"1443632","1"
"1449932","2"
"1453085","1"
"1454021","6"
"1454519","2"
"1455856","4"
"1466709","3"
"1473604","3"
"1473997","1"
"1475061","1"
"1476963","3"
"1488404","5"
"1492043","1"
"1492762","1"
"1497297","1"
"1497322","2"
"1498108","3"
"1499115","1"
"1502465","1"
"1503241","3"
"1508314","5"
"1511674","2"
"1514112","1"
"1519435","3"
"1524107","3"
"1531740","5"
"1540007","3"
"1541585","2"
"1546817","1"
"1552330","2"
"1554799","2"
"1554912","2"
"1554970","3"
"1555476","3"
"1564446","2"
"1569736","2"
"1571999","3"
"1572813","1"
