id,nanswers
"438","8"
"3385","6"
"13254","0"
"17817","4"
"20510","6"
"29680","3"
"32333","9"
"33104","4"
"34490","4"
"38838","13"
"39983","4"
"45097","16"
"49158","4"
"51283","5"
"52344","5"
"52646","5"
"53511","4"
"61760","3"
"66870","5"
"72242","5"
"75980","15"
"76408","12"
"81410","4"
"86477","7"
"86513","26"
"88311","50"
"93911","6"
"95213","8"
"102496","8"
"114148","5"
"116682","2"
"117141","1"
"117352","6"
"119818","4"
"120189","6"
"121490","4"
"128028","5"
"133546","1"
"141427","3"
"142573","6"
"153039","5"
"155751","4"
"162159","13"
"169334","4"
"176255","5"
"179355","18"
"184028","3"
"185149","3"
"186932","5"
"195509","7"
"196776","5"
"198974","3"
"205468","4"
"215302","5"
"223097","10"
"226637","4"
"234590","1"
"235759","2"
"240362","3"
"245600","3"
"247110","4"
"250932","4"
"252665","9"
"253724","3"
"268320","3"
"271031","4"
"272342","9"
"278122","5"
"278651","1"
"283774","6"
"286824","3"
"288287","1"
"291665","2"
"292362","4"
"295566","9"
"301855","1"
"302914","9"
"308501","3"
"316390","4"
"319113","2"
"332872","18"
"333532","8"
"334259","2"
"334519","6"
"335019","3"
"338563","2"
"339732","1"
"342409","16"
"343111","3"
"350299","2"
"351627","4"
"355043","5"
"366647","4"
"367079","1"
"372980","5"
"378848","3"
"381042","7"
"386656","2"
"387104","7"
"394673","3"
"395045","3"
"395592","3"
"399572","2"
"406415","3"
"421458","4"
"426463","2"
"429005","8"
"433558","6"
"435408","2"
"438886","10"
"443430","3"
"447537","4"
"452415","2"
"454813","2"
"457239","8"
"467885","1"
"467897","5"
"468089","2"
"470531","2"
"472552","5"
"475840","7"
"476576","4"
"476821","2"
"477053","1"
"479499","2"
"482213","1"
"483018","7"
"484261","7"
"491914","2"
"496152","3"
"503469","7"
"505235","3"
"507591","2"
"512825","5"
"514688","5"
"516127","10"
"521639","8"
"522064","7"
"525734","5"
"526391","3"
"526576","4"
"527973","2"
"530426","4"
"534051","3"
"539488","5"
"540496","3"
"553485","2"
"554546","4"
"556194","5"
"559600","4"
"561039","5"
"562250","2"
"572107","2"
"579661","2"
"581730","5"
"591794","3"
"593419","3"
"593593","7"
"594443","3"
"595228","5"
"597028","4"
"604924","2"
"608453","1"
"610048","7"
"615144","2"
"615954","1"
"625768","4"
"631661","2"
"631671","3"
"633445","7"
"637311","3"
"641713","3"
"646086","5"
"647696","4"
"651466","2"
"651590","2"
"651713","4"
"651819","5"
"655174","1"
"671042","4"
"675380","3"
"675392","7"
"681530","5"
"682260","6"
"686455","5"
"688196","9"
"688686","2"
"690730","4"
"691223","1"
"691276","3"
"699185","4"
"701084","2"
"701580","10"
"713600","2"
"718611","1"
"721446","7"
"723886","2"
"724950","7"
"728706","4"
"732223","6"
"733463","2"
"734561","9"
"739850","6"
"742089","5"
"743939","6"
"746347","6"
"747641","7"
"753759","3"
"754633","2"
"754761","7"
"755994","4"
"756492","8"
"756800","2"
"762520","3"
"764565","5"
"764833","2"
"768268","12"
"770195","5"
"770830","2"
"774627","3"
"778476","1"
"779959","3"
"787894","5"
"791694","1"
"793812","15"
"798785","3"
"799932","7"
"801506","2"
"805887","3"
"807943","1"
"808748","6"
