id,nanswers
"328","13"
"657","8"
"5611","6"
"15266","6"
"16861","7"
"28369","6"
"36877","10"
"38875","10"
"39929","2"
"49455","3"
"54230","1"
"55218","13"
"55643","5"
"60174","28"
"64631","7"
"69979","6"
"70653","6"
"71328","20"
"73947","18"
"74358","8"
"76359","2"
"80612","13"
"90413","6"
"93100","6"
"97984","16"
"110575","6"
"112768","2"
"120977","3"
"123499","2"
"127638","4"
"129677","17"
"131017","5"
"131902","9"
"132134","6"
"134099","7"
"140439","11"
"143632","3"
"146839","5"
"148068","3"
"154844","5"
"157938","21"
"159114","7"
"172040","7"
"172392","7"
"173727","5"
"187434","2"
"187736","10"
"189555","2"
"199017","4"
"211483","3"
"213683","5"
"214431","4"
"216324","3"
"218531","6"
"220437","12"
"223800","3"
"226155","2"
"230845","7"
"232228","3"
"241953","4"
"242118","5"
"243426","3"
"244952","7"
"256172","3"
"258625","4"
"260236","7"
"260664","12"
"269713","2"
"278571","4"
"281485","1"
"286938","5"
"291874","2"
"297850","3"
"298535","6"
"322607","4"
"325323","6"
"329956","8"
"334776","3"
"335677","1"
"335888","5"
"336575","2"
"339180","5"
"339603","6"
"343995","5"
"346826","3"
"347088","4"
"354021","1"
"358772","3"
"362461","4"
"368329","7"
"372465","2"
"373761","3"
"379387","1"
"388800","7"
"394214","2"
"395652","2"
"401656","14"
"410150","2"
"410392","5"
"413137","7"
"414034","4"
"419738","6"
"423369","0"
"426294","1"
"431698","4"
"436220","10"
"437962","5"
"443988","4"
"446467","3"
"446986","2"
"447600","1"
"451583","6"
"451601","4"
"451623","7"
"456546","3"
"457014","5"
"459614","4"
"461800","5"
"463832","3"
"465180","6"
"466748","4"
"474698","5"
"475216","5"
"475928","1"
"477649","2"
"478251","10"
"481743","11"
"481995","3"
"487889","5"
"488804","5"
"492340","4"
"493531","3"
"498521","5"
"498630","7"
"499062","1"
"501231","4"
"503666","3"
"509449","1"
"523629","3"
"524908","4"
"525056","3"
"526438","3"
"534742","11"
"543096","2"
"544239","7"
"544433","8"
"545294","1"
"556572","2"
"564632","2"
"565425","9"
"568247","2"
"568609","3"
"568657","8"
"568924","3"
"568995","4"
"569871","4"
"577507","4"
"583592","3"
"585358","3"
"585891","4"
"588803","6"
"591300","3"
"595114","2"
"598844","3"
"599509","5"
"599535","7"
"602539","10"
"604634","6"
"606098","2"
"606099","2"
"606179","13"
"608112","3"
"613680","5"
"619620","1"
"619991","13"
"623788","4"
"629695","7"
"633109","2"
"636912","9"
"638057","2"
"642007","2"
"646425","3"
"647514","4"
"648307","4"
"650101","1"
"650979","2"
"651481","5"
"651902","8"
"652300","7"
"654688","6"
"655691","3"
"656329","1"
"659197","5"
"659657","6"
"659737","5"
"660175","2"
"661084","6"
"663490","3"
"666828","6"
"675172","4"
"679756","8"
"688766","6"
"690108","6"
"693270","3"
"693826","2"
"697134","3"
"701078","7"
"701687","4"
"703704","1"
"703963","5"
"705636","3"
"713165","5"
"717776","1"
"721436","3"
"723791","7"
"723856","4"
"723945","8"
"728164","8"
"729041","8"
"729130","5"
"732561","7"
"738500","3"
"738776","4"
"742730","5"
"749682","3"
"753081","4"
"759149","3"
"762221","6"
"768442","3"
"768677","5"
"772502","1"
"778382","12"
"779917","1"
"782785","8"
"789599","1"
"790086","3"
"790232","6"
"792097","5"
"792522","6"
"793761","11"
"798413","6"
"801347","5"
"802879","3"
"804969","2"
"811670","5"
"812639","3"
"820307","6"
"824822","2"
"826981","6"
"828400","2"
"830472","4"
"834932","4"
"839172","1"
"840386","2"
"841957","2"
"847306","1"
"852332","5"
"858149","3"
"860895","2"
"860954","4"
"861864","13"
"864791","5"
"872386","4"
"872570","1"
"875771","8"
"876258","2"
"880188","4"
"884207","1"
"885532","3"
"886893","2"
"886895","5"
"887100","2"
"890938","4"
"897020","9"
"897550","4"
"897740","4"
"901369","3"
"904344","5"
"905118","1"
"908448","4"
"909658","2"
"909834","2"
"910241","2"
"910617","6"
"911389","5"
"920751","3"
"922805","3"
"922892","1"
"923296","3"
"932793","2"
"933331","13"
"938031","6"
"942544","1"
"945584","1"
"947618","8"
"953639","7"
"953712","3"
"955161","2"
"956993","7"
"961313","4"
"961830","4"
"963585","3"
"967181","2"
"968064","5"
"975785","3"
"976577","9"
"976754","5"
"979237","7"
"979360","9"
"981587","4"
"981828","3"
"982226","3"
"982260","6"
"982682","5"
"983896","1"
"985551","4"
"986403","4"
"986468","2"
"990459","2"
"991434","6"
"992408","3"
"993409","2"
"994371","6"
"994487","4"
"994965","3"
"995501","4"
"1001073","2"
"1001744","3"
"1002627","7"
"1007066","2"
"1010518","2"
"1018829","2"
"1027138","1"
"1030905","3"
"1031588","2"
"1036704","5"
"1039200","3"
"1039377","6"
"1041509","16"
"1043382","4"
"1043735","4"
"1044121","1"
"1045245","5"
"1047545","3"
"1048722","2"
"1048726","2"
"1049238","6"
"1053316","3"
"1054928","6"
"1055460","5"
"1057768","3"
"1057986","5"
"1061063","3"
"1062784","3"
"1063014","2"
"1066491","5"
"1066930","3"
"1068332","3"
"1078397","2"
"1082696","4"
"1084814","6"
"1087227","11"
"1088726","6"
"1091106","1"
"1091696","3"
"1094274","3"
"1095250","2"
"1095349","4"
"1103104","2"
"1103796","2"
"1106625","2"
"1109277","5"
"1116101","2"
"1122902","5"
"1127897","2"
"1128950","1"
"1130687","3"
"1130909","0"
"1132766","2"
"1134565","3"
"1137874","8"
"1139360","6"
"1139622","2"
"1141542","1"
"1145132","13"
"1146396","7"
"1147193","1"
"1149118","7"
"1149447","2"
"1161751","1"
"1162152","4"
"1162829","4"
"1163074","4"
"1165040","18"
"1169717","2"
"1171206","3"
"1175091","3"
"1176006","4"
"1176028","1"
"1178789","3"
"1181105","4"
"1182226","4"
"1182584","3"
"1183007","1"
"1183161","4"
"1191822","1"
"1192485","2"
"1196997","2"
"1198375","2"
"1201247","3"
"1210042","4"
"1211236","6"
"1211518","5"
"1215134","2"
"1216755","4"
"1217065","3"
"1220096","5"
"1220182","4"
"1221447","9"
"1224806","3"
"1226406","7"
"1234724","5"
"1236374","4"
"1239669","4"
"1240718","5"
"1242196","4"
"1245387","2"
"1246416","4"
"1250437","2"
"1252448","5"
"1254180","1"
"1255759","3"
"1257830","4"
"1258820","5"
"1267998","2"
"1274105","2"
"1276798","3"
"1283476","4"
"1287965","5"
"1288959","2"
"1289061","8"
"1290975","6"
"1293741","6"
"1293950","4"
"1295346","2"
"1301863","8"
"1305354","1"
"1306550","5"
"1307495","2"
"1311697","4"
"1313223","7"
"1314213","6"
"1314521","4"
"1314591","3"
"1314978","5"
"1315677","2"
"1317792","1"
"1318721","3"
"1319463","4"
"1319603","10"
"1320671","6"
"1321669","2"
"1324829","4"
"1326181","1"
"1328155","3"
"1333577","6"
"1336776","10"
"1336882","1"
"1337865","2"
"1338546","1"
"1342190","6"
"1344657","4"
"1344951","6"
"1347810","2"
"1350331","7"
"1353128","6"
"1354999","12"
"1356888","3"
"1363833","6"
"1365254","2"
"1367065","4"
"1368528","4"
"1372623","3"
"1373813","2"
"1374288","7"
"1378621","5"
"1381118","4"
"1382116","2"
"1383756","4"
"1383845","3"
"1387258","6"
"1387867","1"
"1391613","8"
"1395740","2"
"1398740","3"
"1400246","5"
"1401727","3"
"1406293","2"
"1410901","4"
"1413320","3"
"1415973","6"
"1416092","3"
"1417893","3"
"1422391","1"
"1423804","1"
"1426570","6"
"1430446","6"
"1431313","1"
"1431842","4"
"1432545","11"
"1432647","4"
"1440239","2"
"1440351","1"
"1441875","1"
"1441990","2"
"1442017","2"
"1442896","2"
"1448455","9"
"1450036","2"
"1451224","1"
"1453649","3"
"1453909","3"
"1455071","4"
"1455782","3"
"1456770","1"
"1459080","7"
"1459739","9"
"1460060","7"
"1462637","4"
"1463454","2"
"1465271","1"
"1468943","3"
"1469798","1"
"1471037","2"
"1475489","3"
"1477427","5"
"1477944","4"
"1480750","2"
"1481398","3"
"1481821","1"
"1486056","3"
"1487680","2"
"1487738","3"
"1489663","5"
"1489731","4"
"1499832","3"
"1500290","5"
"1502682","1"
"1505529","3"
"1513543","1"
"1516661","2"
"1519074","3"
"1521835","2"
"1523072","2"
"1524604","5"
"1527172","8"
"1529128","2"
"1530464","2"
"1530797","1"
"1531820","10"
"1533259","1"
"1534012","4"
"1535326","1"
"1538031","4"
"1545099","4"
"1546454","5"
"1546717","6"
"1549442","5"
"1550947","3"
"1551463","6"
"1553028","1"
"1554648","2"
"1554745","2"
"1554954","1"
"1555228","5"
"1556554","4"
"1558287","1"
"1562064","5"
"1562664","2"
"1563438","7"
"1563601","5"
"1565035","2"
"1565188","4"
"1565370","5"
"1565533","1"
"1572450","1"
"1577514","3"
"1581136","4"
"1581610","6"
"1584420","2"
"1584482","5"
"1587540","3"
"1588294","5"
"1592608","6"
"1593429","3"
"1595601","2"
"1596454","7"
"1598231","8"
"1600039","3"
"1600102","2"
"1602880","10"
"1609899","7"
"1610582","5"
"1610682","4"
"1616167","1"
"1619418","3"
"1629075","2"
"1631739","1"
"1633062","4"
"1633549","5"
"1642635","6"
"1645785","2"
"1647568","3"
"1652127","3"
"1662769","4"
"1666056","3"
"1666415","6"
"1666533","2"
"1667532","4"
"1677594","1"
"1679844","2"
"1682831","1"
"1683843","20"
"1684534","1"
"1687893","1"
"1688568","8"
"1689570","5"
"1692346","3"
"1693296","3"
"1695014","8"
"1695973","7"
