id,favorite
"438","10"
"3385","14"
"13254","8"
"17817","3"
"20510",""
"29680","1"
"32333","2"
"33104",""
"34490","30"
"38838","5"
"39983","1"
"45097",""
"49158","9"
"51283","17"
"52344","1"
"52646","9"
"53511",""
"61760",""
"66870","5"
"72242","5"
"75980","570"
"76408","15"
"81410","1"
"86477","23"
"86513","136"
"88311","262"
"93911","25"
"95213","26"
"102496","3"
"114148",""
"116682",""
"117141","1"
"117352","1"
"119818",""
"120189","1"
"121490","1"
"128028","5"
"133546","3"
"141427","1"
"142573",""
"153039","1"
"155751",""
"162159","93"
"169334",""
"176255",""
"179355","79"
"184028",""
"185149",""
"186932","0"
"195509",""
"196776","1"
"198974","7"
"205468",""
"215302","2"
"223097","10"
"226637","1"
"234590","1"
"235759","1"
"240362","0"
"245600","2"
"247110","85"
"250932","0"
"252665","22"
"253724","1"
"268320","4"
"271031","2"
"272342","10"
"278122","4"
"278651","1"
"283774","3"
"286824",""
"288287",""
"291665","1"
"292362","1"
"295566","56"
"301855",""
"302914","16"
"308501","2"
"316390","5"
"319113","1"
"332872","485"
"333532","10"
"334259","3"
"334519","29"
"335019","4"
"338563",""
"339732",""
"342409","65"
"343111",""
"350299","8"
"351627","8"
"355043","12"
"366647","4"
"367079","2"
"372980","23"
"378848",""
"381042","8"
"386656",""
"387104","3"
"394673","1"
"395045","14"
"395592","38"
"399572","2"
"406415",""
"421458","6"
"426463","0"
"429005","11"
"433558",""
"435408",""
"438886","1"
"443430","10"
"447537","5"
"452415","2"
"454813",""
"457239","4"
"467885","1"
"467897",""
"468089",""
"470531","1"
"472552",""
"475840",""
"476576","1"
"476821","2"
"477053",""
"479499","2"
"482213",""
"483018","4"
"484261","9"
"491914","23"
"496152",""
"503469","2"
"505235",""
"507591","1"
"512825","1"
"514688",""
"516127","1"
"521639","10"
"522064","10"
"525734","1"
"526391",""
"526576","2"
"527973","0"
"530426","7"
"534051","1"
"539488","1"
"540496",""
"553485","1"
"554546",""
"556194","14"
"559600","4"
"561039","4"
"562250",""
"572107",""
"579661",""
"581730","3"
"591794","2"
"593419","1"
"593593","3"
"594443",""
"595228","26"
"597028","7"
"604924","2"
"608453",""
"610048","4"
"615144",""
"615954",""
"625768",""
"631661",""
"631671","1"
"633445","2"
"637311","1"
"641713","1"
"646086","25"
"647696","4"
"651466","1"
"651590","1"
"651713","1"
"651819",""
"655174",""
"671042","6"
"675380","5"
"675392","4"
"681530",""
"682260","21"
"686455","3"
"688196","38"
"688686",""
"690730",""
"691223",""
"691276","2"
"699185","4"
"701084","3"
"701580","6"
"713600",""
"718611","7"
"721446","8"
"723886","4"
"724950","5"
"728706",""
"732223",""
"733463",""
"734561","2"
"739850","5"
"742089",""
"743939","26"
"746347","7"
"747641","71"
"753759","5"
"754633",""
"754761","8"
"755994",""
"756492","54"
"756800",""
"762520","3"
"764565","7"
"764833",""
"768268","42"
"770195",""
"770830","0"
"774627","1"
"778476","0"
"779959","3"
"787894","12"
"791694","0"
"793812","56"
"798785","2"
"799932","5"
"801506","1"
"805887","3"
"807943","2"
"808748",""
"808816","21"
"810043","6"
"811195","8"
"812483","2"
"821375",""
"824040","3"
"827016","1"
"832958",""
"834988",""
"839983",""
"841984",""
"844719","1"
"846797","1"
"856047",""
"858773","4"
"859306",""
"859893","1"
"860246","1"
"863323","1"
"870019","8"
"874634","5"
"876557","1"
"877727",""
"877916","2"
"884209","1"
"885909","2"
"897157",""
"898683","5"
"900115",""
"904346","3"
"904442","1"
"906900","3"
"908283",""
"921486",""
"923948",""
"926137","30"
"932423",""
"933199",""
"934213","1"
"941594","448"
"942518",""
"945015","9"
"945981",""
"946170","18"
"948172","54"
"948192",""
"948507","1"
"953118",""
"957884",""
"963403","4"
"977686","1"
"983977",""
"984680",""
"985074",""
"986866","2"
"991542","1"
"992944",""
"999010","4"
"1000351",""
"1006674","3"
"1007337","15"
"1013720",""
"1019707","11"
"1020368","36"
"1021798",""
"1022112","19"
"1024730",""
"1029293",""
"1040724","2"
"1042692",""
"1043996",""
"1046722",""
"1047391",""
"1053556","3"
"1057871",""
"1058338","1"
"1062254","2"
"1063876","4"
"1068271","1"
"1070835",""
"1071837",""
"1072540","7"
"1081025","2"
"1081449",""
"1083546","3"
"1084410",""
"1085236",""
"1085756","10"
"1086801","4"
"1088000",""
"1091665",""
"1097427",""
"1097923",""
"1099547",""
"1099697",""
"1103200",""
"1104565",""
"1105434","9"
"1110758","2"
"1113902","7"
"1125772","3"
"1127690",""
"1130296","6"
"1135398",""
"1139489","1"
"1139632",""
"1143417","2"
"1145164",""
"1149191",""
"1149611","9"
"1150111","0"
"1154281",""
"1157775","2"
"1161157","3"
"1161378",""
"1162521","1"
"1163985","1"
"1164118","1"
"1168552",""
"1168983",""
"1171207","2"
"1172045",""
"1180076","25"
"1180512",""
"1180716",""
"1192716","1"
"1196418","6"
"1197191","1"
"1200091","1"
"1202910","6"
"1206390",""
"1214595",""
"1214974",""
"1215556",""
"1215709","1"
"1216213","1"
"1216640","2"
"1216903","1"
"1217170",""
"1217926","1"
"1221371","37"
"1222249","1"
"1223586","4"
"1224694","1"
"1225794","5"
"1231477",""
"1238628","1"
"1241181","1"
"1241570","5"
"1244182","2"
"1244932",""
"1249413",""
"1253396",""
"1265654","3"
"1266605","3"
"1267873","1"
"1275888",""
"1275948","3"
"1276238",""
"1276647",""
"1279418","1"
"1281795","3"
"1282949","1"
