id,ncomments
"8318","0"
"14617","0"
"16451","2"
"17376","1"
"24723","1"
"29357","0"
"33745","0"
"34638","0"
"37343","0"
"39564","0"
"39916","0"
"49226","0"
"49473","0"
"65494","0"
"76324","0"
"77686","0"
"84641","0"
"90517","0"
"102788","1"
"103203","0"
"108838","0"
"119926","0"
"120380","0"
"127459","1"
"127739","1"
"132384","0"
"159282","1"
"166411","0"
"168610","0"
"171519","1"
"174131","0"
"185211","1"
"186125","0"
"196845","0"
"205183","0"
"211099","0"
"217511","0"
"219944","0"
"219999","0"
"242669","0"
"257015","0"
"276310","0"
"277044","0"
"277100","0"
"290545","0"
"295515","0"
"295628","0"
"297952","0"
"302357","0"
"308659","2"
"309615","3"
"313730","0"
"315132","1"
"318214","0"
"321061","1"
"321787","2"
"323939","0"
"324726","0"
"333812","0"
"347856","1"
"348090","1"
"350177","0"
"353815","2"
"359620","0"
"360520","0"
"362386","0"
"388749","0"
"395375","0"
"398179","4"
"398537","3"
"401985","1"
"404027","0"
"407687","0"
"429352","3"
"435912","0"
"442862","7"
"442995","0"
"461886","0"
"475833","1"
"477144","1"
"479535","0"
"491109","0"
"493646","0"
"495392","0"
"506939","0"
"521101","0"
"521418","1"
"522723","0"
"525408","0"
"528938","0"
"529997","0"
"539816","0"
"540738","1"
"546242","1"
"546438","1"
"546447","0"
"552108","0"
"556110","0"
"557746","1"
"561024","0"
"573121","0"
"573307","0"
"578679","0"
"579224","2"
"594049","0"
"605589","0"
"607560","1"
"617471","0"
"633890","2"
"635088","0"
"635171","0"
"639680","0"
"645609","1"
"646195","0"
"656373","0"
"656787","0"
"658826","7"
"659950","0"
"663890","0"
"663910","1"
"668958","0"
"673355","0"
"674510","1"
"685855","1"
"685937","0"
"686481","0"
"699254","0"
"700529","1"
"713344","0"
"715969","0"
"717854","0"
"727812","0"
"728047","0"
"728324","0"
"728531","0"
"733435","0"
"734887","3"
"738071","0"
"738188","0"
"752332","0"
"760358","0"
"761588","2"
"766675","0"
"770635","1"
"772011","0"
"773912","0"
"779973","0"
"788834","0"
"788844","1"
"789759","0"
"791677","9"
"800904","0"
"800922","1"
"801458","3"
"805686","0"
"806131","0"
"809590","1"
"819593","0"
"820334","0"
"821817","0"
"824919","0"
"827604","1"
"837417","4"
"841152","1"
"855103","1"
"856302","1"
"857153","1"
"857194","0"
"858036","1"
"861221","0"
"862350","2"
"868078","0"
"871966","1"
"877317","3"
"877562","0"
"881661","0"
"885439","0"
"892733","2"
"898026","0"
"912668","0"
"914509","0"
"915039","0"
"919983","0"
"922779","0"
"929939","0"
"935218","0"
"937168","0"
"937503","0"
"948177","0"
"956639","0"
"960415","0"
"960990","0"
"961339","0"
"964071","1"
"965304","0"
"973194","0"
"975307","3"
"975399","2"
"976696","0"
"981226","0"
"983964","1"
"988926","2"
"994404","2"
"996139","2"
"1000860","1"
"1003960","2"
"1004586","0"
"1008601","0"
"1011538","1"
"1011777","0"
"1016522","4"
"1017150","2"
"1018292","3"
"1022994","0"
"1023486","0"
"1025466","4"
"1036872","0"
"1037250","1"
"1037798","0"
"1037813","1"
"1042635","1"
"1042904","0"
"1043621","7"
"1045988","1"
"1049653","4"
"1057041","0"
"1059723","1"
"1066702","1"
"1066976","0"
"1067869","0"
"1070420","2"
"1087224","2"
"1091022","0"
"1094137","0"
"1096151","1"
"1100299","2"
"1108937","0"
"1109731","0"
"1112962","1"
"1118654","0"
"1119868","2"
"1119947","1"
"1121280","0"
"1126684","1"
"1127358","0"
"1131733","0"
"1139493","2"
"1141040","0"
"1142101","1"
"1142477","4"
"1150965","2"
"1157425","2"
"1158195","2"
"1159729","1"
"1163319","2"
"1164245","1"
"1165632","0"
"1166433","0"
"1168821","0"
"1171103","0"
"1171627","7"
"1175008","5"
"1176579","0"
"1176929","3"
"1178061","0"
"1181259","0"
"1184543","0"
"1184789","0"
"1193220","0"
"1198316","0"
"1198756","2"
"1201048","1"
"1203317","1"
"1207292","2"
"1209525","0"
"1211822","1"
"1214151","3"
"1216242","0"
"1221118","1"
"1224021","4"
"1225720","0"
"1226177","0"
"1229588","0"
"1235556","4"
"1241947","4"
"1250689","0"
"1252140","0"
"1258104","0"
"1258706","0"
"1263980","0"
"1275045","2"
"1275814","0"
"1276498","0"
"1277276","0"
"1278974","1"
"1280702","0"
"1283352","5"
"1286837","0"
"1292228","0"
"1294486","0"
"1297625","0"
"1297696","0"
"1300169","0"
"1304456","0"
"1307251","0"
"1308347","0"
"1309280","2"
"1312984","0"
"1317506","1"
"1318148","0"
"1319320","2"
"1321557","0"
"1323551","0"
"1326036","2"
"1326770","0"
"1326858","0"
"1329730","0"
"1335880","0"
"1339787","0"
"1341908","3"
"1342955","0"
"1343065","0"
"1345131","0"
"1345691","2"
"1349566","1"
"1349938","0"
"1350030","0"
"1354380","0"
"1357149","0"
"1357553","0"
"1368034","0"
"1372466","0"
"1373407","0"
"1375002","4"
"1379434","2"
"1381205","7"
"1381409","0"
"1382215","1"
"1382303","3"
"1383869","0"
"1384236","1"
"1384282","3"
"1385082","5"
"1386139","0"
"1387073","2"
"1389055","0"
"1389176","0"
"1389754","0"
"1391132","1"
"1391280","0"
"1391328","0"
"1391692","1"
"1394267","2"
"1394616","1"
"1397091","0"
"1398703","1"
"1399157","0"
"1401454","8"
"1401895","2"
"1405872","0"
"1408227","0"
"1412195","3"
"1412239","0"
"1415673","0"
"1416582","0"
"1419069","3"
"1420138","0"
"1420761","0"
"1421245","1"
"1424947","0"
"1430316","5"
"1441209","0"
"1442054","0"
"1448072","2"
"1450459","3"
"1459902","3"
"1460208","2"
"1462957","1"
"1464237","0"
"1465704","4"
"1466011","3"
"1473186","0"
"1475991","0"
"1478887","0"
"1480974","0"
"1481443","2"
"1483595","3"
"1487749","0"
"1488440","0"
"1497204","0"
"1502835","0"
"1511723","0"
"1512712","0"
"1514282","4"
"1519952","1"
"1522869","0"
"1523020","0"
"1527735","2"
"1529475","0"
"1530949","0"
"1531721","0"
"1531881","5"
"1535053","0"
"1548079","0"
"1570493","3"
"1579084","0"
"1581287","0"
"1583902","0"
"1584552","0"
"1584825","3"
"1586012","0"
"1587423","3"
"1587695","3"
"1589850","5"
"1590103","1"
"1593037","3"
"1594206","2"
"1597002","2"
"1597421","2"
"1598541","5"
"1599087","0"
"1601560","1"
"1606494","3"
"1608706","0"
"1609559","0"
"1612222","4"
"1617649","0"
"1620823","2"
"1622834","1"
"1622947","5"
"1624846","2"
"1625111","0"
"1626163","1"
"1628138","0"
"1628308","0"
"1629415","0"
"1634324","4"
"1636572","2"
"1646394","1"
"1649515","1"
"1649968","0"
"1657601","0"
"1667996","1"
"1669103","1"
"1678539","1"
"1691830","1"
"1696203","2"
"1713299","2"
"1715036","0"
"1715605","0"
"1715628","4"
"1719033","0"
"1719875","0"
"1724598","0"
"1732789","0"
"1741160","2"
"1742740","0"
"1744165","0"
"1749423","2"
"1751625","0"
"1752477","18"
"1756338","1"
"1759035","5"
"1761155","2"
"1762803","0"
"1765222","4"
"1766822","3"
"1767117","0"
"1770942","2"
"1775957","1"
"1776827","0"
"1777483","0"
"1778897","3"
"1778977","0"
"1781905","0"
"1788150","1"
"1791060","0"
"1792541","5"
"1793188","0"
"1793979","4"
"1799022","0"
"1800662","6"
"1805214","1"
"1807301","2"
"1820386","0"
"1822119","0"
"1829879","0"
"1832073","0"
"1833167","0"
"1842373","0"
"1847357","3"
"1852263","0"
"1858448","2"
"1866225","1"
"1867269","2"
"1874313","0"
"1877242","3"
"1880169","14"
"1883929","0"
"1884347","4"
"1885199","2"
"1885423","5"
"1885516","1"
"1887870","7"
"1892238","0"
"1895955","4"
"1906622","1"
"1908980","2"
"1917245","1"
"1919885","1"
"1920973","2"
"1929340","0"
"1936846","0"
"1943377","0"
"1951212","1"
"1958710","0"
"1959272","0"
"1961162","0"
"1962271","2"
"1963521","0"
"1966154","0"
"1967963","1"
"1971091","0"
"1975730","0"
"1976821","0"
"1984269","0"
"1990576","0"
"1991477","0"
"1991676","0"
"1993756","1"
"1995639","2"
"1996613","0"
"1996954","0"
"1997104","0"
"1999602","5"
"2000500","0"
"2000875","0"
"2005243","0"
"2006683","0"
"2015286","1"
"2017286","6"
"2020625","0"
"2021263","0"
"2021392","4"
"2021706","0"
"2022009","0"
"2023109","4"
"2024610","5"
"2025603","0"
"2031020","0"
"2031355","1"
"2033315","1"
"2036099","0"
"2038760","1"
"2043936","0"
"2045702","1"
"2047732","0"
"2048281","3"
"2050292","4"
"2058191","0"
"2058225","0"
"2062350","1"
"2064073","0"
"2067872","0"
"2071405","1"
"2075335","0"
"2077325","0"
"2079336","1"
"2080656","0"
"2094136","2"
"2095233","3"
"2095430","0"
"2096905","0"
"2097894","2"
"2098718","2"
"2100208","1"
"2105403","0"
"2106601","0"
"2114814","0"
"2116230","0"
"2116569","0"
"2122455","0"
"2125348","3"
"2127014","1"
"2130167","0"
"2130755","1"
"2131522","0"
"2133229","2"
"2135713","0"
"2138325","1"
"2138817","2"
"2139053","2"
"2140238","0"
"2146271","1"
"2147016","0"
"2147837","0"
"2148799","2"
"2149314","0"
"2154651","2"
"2157900","1"
"2159849","1"
"2163527","0"
"2163975","0"
"2165828","2"
"2168620","1"
"2170359","0"
"2170720","4"
"2173894","6"
"2174329","3"
"2174651","0"
"2178106","0"
"2179520","2"
"2185103","1"
"2185421","0"
"2192354","7"
"2194627","0"
"2195653","0"
"2198853","0"
"2199017","0"
"2200212","0"
"2201419","0"
"2205694","1"
"2206054","2"
"2206250","1"
"2210011","0"
"2213200","1"
"2223759","1"
"2225474","0"
"2225644","0"
"2225720","3"
"2227225","0"
"2227351","0"
"2234605","0"
"2235158","2"
"2235434","0"
"2237988","0"
"2239069","0"
"2239192","0"
"2241507","0"
"2241769","0"
"2244559","1"
"2244796","2"
"2244819","2"
"2245737","0"
"2250087","0"
"2253061","2"
"2255371","4"
"2261300","0"
"2261506","3"
"2264661","0"
"2265199","0"
"2266724","1"
"2268827","0"
"2273993","0"
"2274714","2"
"2277463","0"
"2279621","0"
"2289827","2"
"2289867","0"
"2290116","1"
