id,ncomments
"438","0"
"3385","0"
"13254","4"
"17817","0"
"20510","0"
"29680","0"
"32333","0"
"33104","0"
"34490","1"
"38838","1"
"39983","0"
"45097","0"
"49158","0"
"51283","0"
"52344","0"
"52646","0"
"53511","0"
"61760","0"
"66870","0"
"72242","0"
"75980","6"
"76408","1"
"81410","0"
"86477","0"
"86513","6"
"88311","7"
"93911","1"
"95213","0"
"102496","0"
"114148","0"
"116682","0"
"117141","0"
"117352","0"
"119818","1"
"120189","0"
"121490","1"
"128028","0"
"133546","0"
"141427","1"
"142573","0"
"153039","1"
"155751","0"
"162159","2"
"169334","2"
"176255","0"
"179355","0"
"184028","1"
"185149","0"
"186932","0"
"195509","0"
"196776","1"
"198974","0"
"205468","0"
"215302","0"
"223097","0"
"226637","4"
"234590","0"
"235759","0"
"240362","1"
"245600","2"
"247110","2"
"250932","0"
"252665","4"
"253724","1"
"268320","0"
"271031","0"
"272342","1"
"278122","0"
"278651","0"
"283774","0"
"286824","0"
"288287","0"
"291665","0"
"292362","0"
"295566","4"
"301855","1"
"302914","7"
"308501","0"
"316390","0"
"319113","0"
"332872","4"
"333532","1"
"334259","0"
"334519","0"
"335019","0"
"338563","0"
"339732","0"
"342409","2"
"343111","0"
"350299","0"
"351627","2"
"355043","0"
"366647","0"
"367079","0"
"372980","11"
"378848","0"
"381042","1"
"386656","0"
"387104","0"
"394673","0"
"395045","0"
"395592","2"
"399572","1"
"406415","0"
"421458","0"
"426463","1"
"429005","0"
"433558","0"
"435408","0"
"438886","1"
"443430","0"
"447537","1"
"452415","0"
"454813","1"
"457239","0"
"467885","0"
"467897","1"
"468089","0"
"470531","0"
"472552","0"
"475840","3"
"476576","2"
"476821","0"
"477053","0"
"479499","0"
"482213","2"
"483018","1"
"484261","2"
"491914","2"
"496152","0"
"503469","1"
"505235","3"
"507591","0"
"512825","0"
"514688","1"
"516127","1"
"521639","0"
"522064","3"
"525734","1"
"526391","0"
"526576","0"
"527973","2"
"530426","0"
"534051","0"
"539488","0"
"540496","0"
"553485","0"
"554546","0"
"556194","1"
"559600","0"
"561039","2"
"562250","4"
"572107","0"
"579661","1"
"581730","1"
"591794","2"
"593419","0"
"593593","1"
"594443","0"
"595228","0"
"597028","0"
"604924","0"
"608453","0"
"610048","1"
"615144","1"
"615954","0"
"625768","0"
"631661","0"
"631671","0"
"633445","1"
"637311","1"
"641713","0"
"646086","0"
"647696","0"
"651466","0"
"651590","4"
"651713","0"
"651819","0"
"655174","2"
"671042","0"
"675380","0"
"675392","1"
"681530","0"
"682260","0"
"686455","0"
"688196","0"
"688686","0"
"690730","0"
"691223","0"
"691276","0"
"699185","1"
"701084","0"
"701580","0"
"713600","1"
"718611","0"
"721446","0"
"723886","0"
"724950","3"
"728706","1"
"732223","2"
"733463","0"
"734561","3"
"739850","0"
"742089","4"
"743939","2"
"746347","0"
"747641","0"
"753759","2"
"754633","2"
"754761","0"
"755994","3"
"756492","2"
"756800","1"
"762520","0"
"764565","0"
"764833","2"
"768268","1"
"770195","4"
"770830","0"
"774627","1"
"778476","0"
"779959","0"
"787894","0"
"791694","0"
"793812","1"
"798785","3"
"799932","1"
"801506","0"
"805887","2"
"807943","0"
"808748","2"
"808816","1"
"810043","0"
"811195","6"
"812483","0"
"821375","0"
"824040","3"
"827016","0"
"832958","1"
"834988","4"
"839983","0"
"841984","0"
"844719","1"
"846797","0"
"856047","2"
"858773","3"
"859306","0"
"859893","0"
"860246","0"
"863323","7"
"870019","0"
"874634","3"
"876557","1"
"877727","0"
"877916","0"
"884209","0"
"885909","2"
"897157","0"
"898683","0"
"900115","2"
"904346","0"
"904442","0"
"906900","0"
"908283","2"
"921486","0"
"923948","0"
"926137","6"
"932423","0"
"933199","0"
"934213","0"
"941594","1"
"942518","3"
"945015","1"
"945981","3"
"946170","0"
"948172","4"
"948192","0"
"948507","0"
"953118","0"
"957884","1"
"963403","0"
"977686","2"
"983977","0"
"984680","10"
"985074","0"
"986866","0"
"991542","0"
"992944","0"
"999010","3"
"1000351","0"
"1006674","0"
"1007337","2"
"1013720","1"
"1019707","3"
"1020368","1"
"1021798","0"
"1022112","0"
"1024730","2"
"1029293","5"
"1040724","0"
"1042692","2"
"1043996","3"
"1046722","2"
"1047391","0"
"1053556","0"
"1057871","3"
"1058338","0"
"1062254","0"
"1063876","1"
"1068271","0"
"1070835","0"
"1071837","0"
"1072540","0"
"1081025","0"
"1081449","0"
"1083546","0"
"1084410","0"
"1085236","0"
"1085756","0"
"1086801","0"
"1088000","5"
"1091665","0"
"1097427","1"
"1097923","1"
"1099547","0"
"1099697","1"
"1103200","0"
"1104565","0"
"1105434","1"
"1110758","0"
"1113902","2"
"1125772","7"
"1127690","0"
"1130296","2"
"1135398","1"
"1139489","0"
"1139632","1"
"1143417","0"
"1145164","0"
"1149191","1"
"1149611","0"
"1150111","2"
"1154281","0"
"1157775","2"
"1161157","1"
"1161378","1"
"1162521","0"
"1163985","0"
"1164118","0"
"1168552","0"
"1168983","0"
"1171207","1"
"1172045","2"
"1180076","0"
"1180512","1"
"1180716","1"
"1192716","0"
"1196418","2"
"1197191","9"
"1200091","0"
"1202910","1"
"1206390","1"
"1214595","0"
"1214974","2"
"1215556","0"
"1215709","0"
"1216213","0"
"1216640","1"
"1216903","0"
"1217170","0"
"1217926","5"
"1221371","0"
"1222249","3"
"1223586","0"
"1224694","0"
"1225794","0"
"1231477","1"
"1238628","0"
"1241181","0"
"1241570","0"
"1244182","0"
"1244932","0"
"1249413","0"
"1253396","1"
"1265654","1"
"1266605","0"
"1267873","3"
"1275888","3"
"1275948","3"
"1276238","1"
"1276647","0"
"1279418","0"
"1281795","4"
"1282949","4"
"1283909","0"
"1287180","3"
"1287620","0"
"1290423","0"
"1291363","2"
"1292792","0"
"1292841","0"
"1296597","4"
"1297025","5"
"1300317","2"
"1301117","2"
"1303746","3"
"1306823","3"
"1308057","8"
"1314611","0"
"1317598","1"
"1321969","1"
"1323925","3"
"1325378","0"
"1327048","4"
"1328361","0"
"1333648","2"
"1341622","0"
"1344188","1"
"1347099","0"
"1349397","0"
"1350748","0"
"1352169","0"
"1359624","0"
"1362256","0"
"1368164","12"
"1371333","0"
"1375393","1"
"1376746","3"
"1380144","0"
"1381010","2"
