id,ncomments
"328","0"
"657","0"
"5611","1"
"15266","0"
"16861","3"
"28369","1"
"36877","3"
"38875","0"
"39929","0"
"49455","1"
"54230","1"
"55218","3"
"55643","0"
"60174","0"
"64631","1"
"69979","0"
"70653","0"
"71328","0"
"73947","2"
"74358","0"
"76359","0"
"80612","0"
"90413","2"
"93100","1"
"97984","3"
"110575","0"
"112768","0"
"120977","0"
"123499","0"
"127638","0"
"129677","9"
"131017","0"
"131902","0"
"132134","0"
"134099","1"
"140439","1"
"143632","0"
"146839","1"
"148068","0"
"154844","0"
"157938","2"
"159114","5"
"172040","0"
"172392","0"
"173727","0"
"187434","0"
"187736","1"
"189555","0"
"199017","0"
"211483","0"
"213683","2"
"214431","0"
"216324","0"
"218531","0"
"220437","0"
"223800","0"
"226155","0"
"230845","4"
"232228","2"
"241953","0"
"242118","1"
"243426","0"
"244952","0"
"256172","0"
"258625","0"
"260236","6"
"260664","1"
"269713","0"
"278571","0"
"281485","4"
"286938","0"
"291874","0"
"297850","0"
"298535","0"
"322607","6"
"325323","1"
"329956","0"
"334776","3"
"335677","0"
"335888","0"
"336575","0"
"339180","0"
"339603","1"
"343995","3"
"346826","1"
"347088","0"
"354021","0"
"358772","0"
"362461","0"
"368329","0"
"372465","1"
"373761","0"
"379387","0"
"388800","2"
"394214","4"
"395652","0"
"401656","7"
"410150","0"
"410392","0"
"413137","5"
"414034","2"
"419738","1"
"423369","2"
"426294","0"
"431698","1"
"436220","0"
"437962","0"
"443988","1"
"446467","0"
"446986","1"
"447600","0"
"451583","0"
"451601","1"
"451623","2"
"456546","0"
"457014","0"
"459614","0"
"461800","4"
"463832","1"
"465180","0"
"466748","1"
"474698","0"
"475216","6"
"475928","0"
"477649","0"
"478251","3"
"481743","1"
"481995","0"
"487889","7"
"488804","3"
"492340","0"
"493531","0"
"498521","0"
"498630","2"
"499062","0"
"501231","0"
"503666","0"
"509449","0"
"523629","2"
"524908","0"
"525056","1"
"526438","0"
"534742","0"
"543096","2"
"544239","0"
"544433","0"
"545294","0"
"556572","0"
"564632","0"
"565425","3"
"568247","0"
"568609","1"
"568657","0"
"568924","1"
"568995","2"
"569871","2"
"577507","0"
"583592","0"
"585358","1"
"585891","0"
"588803","0"
"591300","2"
"595114","2"
"598844","0"
"599509","1"
"599535","4"
"602539","0"
"604634","2"
"606098","0"
"606099","0"
"606179","2"
"608112","0"
"613680","0"
"619620","0"
"619991","3"
"623788","0"
"629695","0"
"633109","3"
"636912","0"
"638057","1"
"642007","0"
"646425","0"
"647514","1"
"648307","0"
"650101","0"
"650979","1"
"651481","0"
"651902","0"
"652300","4"
"654688","4"
"655691","1"
"656329","0"
"659197","4"
"659657","0"
"659737","0"
"660175","0"
"661084","3"
"663490","2"
"666828","0"
"675172","0"
"679756","0"
"688766","3"
"690108","0"
"693270","0"
"693826","0"
"697134","0"
"701078","0"
"701687","0"
"703704","1"
"703963","0"
"705636","1"
"713165","0"
"717776","0"
"721436","1"
"723791","2"
"723856","0"
"723945","0"
"728164","3"
"729041","0"
"729130","0"
"732561","0"
"738500","0"
"738776","0"
"742730","0"
"749682","1"
"753081","0"
"759149","3"
"762221","2"
"768442","1"
"768677","0"
"772502","1"
"778382","1"
"779917","0"
"782785","2"
"789599","0"
"790086","0"
"790232","2"
"792097","2"
"792522","0"
"793761","1"
"798413","0"
"801347","0"
"802879","0"
"804969","0"
"811670","0"
"812639","0"
"820307","0"
"824822","1"
"826981","0"
"828400","0"
"830472","0"
"834932","1"
"839172","1"
"840386","0"
"841957","1"
"847306","2"
"852332","1"
"858149","0"
"860895","2"
"860954","0"
"861864","1"
"864791","0"
"872386","0"
"872570","0"
"875771","2"
"876258","0"
"880188","0"
"884207","0"
"885532","1"
"886893","2"
"886895","1"
"887100","0"
"890938","3"
"897020","2"
"897550","1"
"897740","0"
"901369","2"
"904344","0"
"905118","0"
"908448","0"
"909658","3"
"909834","1"
"910241","1"
"910617","1"
"911389","0"
"920751","0"
"922805","0"
"922892","2"
"923296","1"
"932793","0"
"933331","0"
"938031","0"
"942544","0"
"945584","0"
"947618","3"
"953639","0"
"953712","2"
"955161","0"
"956993","0"
"961313","0"
"961830","0"
"963585","0"
"967181","0"
"968064","0"
"975785","1"
"976577","4"
"976754","2"
"979237","2"
"979360","4"
"981587","0"
"981828","0"
"982226","0"
"982260","1"
"982682","1"
"983896","1"
"985551","0"
"986403","0"
"986468","0"
"990459","1"
"991434","0"
"992408","2"
"993409","0"
"994371","1"
"994487","3"
"994965","2"
"995501","3"
"1001073","1"
"1001744","2"
"1002627","0"
"1007066","0"
"1010518","1"
"1018829","2"
"1027138","1"
"1030905","4"
"1031588","3"
"1036704","7"
"1039200","1"
"1039377","1"
"1041509","3"
"1043382","5"
"1043735","4"
"1044121","2"
"1045245","1"
"1047545","0"
"1048722","0"
"1048726","0"
"1049238","1"
"1053316","0"
"1054928","0"
"1055460","4"
"1057768","1"
"1057986","2"
"1061063","0"
"1062784","0"
"1063014","0"
"1066491","2"
"1066930","1"
"1068332","0"
"1078397","2"
"1082696","5"
"1084814","0"
"1087227","4"
"1088726","1"
"1091106","0"
"1091696","0"
"1094274","1"
"1095250","0"
"1095349","1"
"1103104","0"
"1103796","0"
"1106625","0"
"1109277","0"
"1116101","0"
"1122902","0"
"1127897","0"
"1128950","6"
"1130687","0"
"1130909","2"
"1132766","2"
"1134565","0"
"1137874","3"
"1139360","0"
"1139622","0"
"1141542","0"
"1145132","9"
"1146396","3"
"1147193","1"
"1149118","0"
"1149447","0"
"1161751","4"
"1162152","0"
"1162829","12"
"1163074","1"
"1165040","0"
"1169717","0"
"1171206","1"
"1175091","1"
"1176006","0"
"1176028","0"
"1178789","0"
"1181105","0"
"1182226","2"
"1182584","6"
"1183007","2"
"1183161","5"
"1191822","2"
"1192485","5"
"1196997","2"
"1198375","0"
"1201247","0"
"1210042","0"
"1211236","0"
"1211518","0"
"1215134","0"
"1216755","1"
"1217065","0"
"1220096","5"
"1220182","2"
"1221447","0"
"1224806","0"
"1226406","0"
"1234724","0"
"1236374","1"
"1239669","0"
"1240718","1"
"1242196","3"
"1245387","0"
"1246416","0"
"1250437","0"
"1252448","1"
"1254180","0"
"1255759","0"
"1257830","3"
"1258820","3"
"1267998","1"
"1274105","0"
"1276798","0"
"1283476","2"
"1287965","3"
"1288959","3"
"1289061","3"
"1290975","1"
"1293741","0"
"1293950","2"
"1295346","0"
"1301863","1"
"1305354","0"
"1306550","1"
"1307495","0"
"1311697","1"
"1313223","6"
"1314213","0"
"1314521","0"
"1314591","0"
"1314978","0"
"1315677","0"
"1317792","0"
"1318721","0"
"1319463","1"
"1319603","2"
"1320671","1"
"1321669","0"
"1324829","6"
"1326181","0"
"1328155","0"
"1333577","0"
"1336776","1"
"1336882","0"
"1337865","0"
"1338546","0"
"1342190","1"
"1344657","4"
"1344951","0"
"1347810","2"
"1350331","2"
"1353128","0"
"1354999","0"
"1356888","0"
"1363833","1"
"1365254","3"
"1367065","2"
"1368528","0"
"1372623","0"
"1373813","0"
"1374288","0"
"1378621","0"
"1381118","0"
"1382116","0"
"1383756","0"
"1383845","8"
"1387258","1"
"1387867","0"
"1391613","1"
"1395740","6"
"1398740","1"
"1400246","1"
"1401727","1"
"1406293","0"
"1410901","2"
