id,owner_user_id,reputation
"45097","",""
"116682","",""
"184028","",""
"252665","",""
"286824","",""
"291665","",""
"342409","",""
"394673","",""
"433558","",""
"426463","",""
"516127","",""
"525734","",""
"526576","",""
"556194","",""
"553485","",""
"604924","",""
"610048","",""
"625768","",""
"637311","",""
"686455","",""
"791694","",""
"839983","",""
"841984","",""
"844719","",""
"858773","",""
"859306","",""
"897157","",""
"904442","",""
"906900","",""
"957884","",""
"983977","",""
"986866","",""
"1007337","",""
"1013720","",""
"1020368","",""
"1040724","",""
"1057871","",""
"1058338","",""
"1063876","",""
"1149611","",""
"1161378","",""
"1162521","",""
"1180512","",""
"1206390","",""
"1267873","",""
"1276647","",""
"1283909","",""
"1287180","",""
"1301117","",""
"1303746","",""
"1306823","",""
"1333648","",""
"1341622","",""
"1368164","",""
"1371333","",""
"1375393","",""
"1415205","",""
"1418846","",""
"1432592","",""
"1457793","",""
"1513871","",""
"1526233","",""
"1619117","",""
"1638248","",""
"1660405","",""
"1734469","",""
"1754004","",""
"1941499","",""
"2032814","",""
"2199638","",""
"2222355","",""
"2300146","",""
"2430109","",""
"2452470","",""
"2546957","",""
"2632389","",""
"2880519","",""
"2951738","",""
"2983318","",""
"3005506","",""
"3007927","",""
"3008059","",""
"3009048","",""
"3067813","",""
"3332283","",""
"3479504","",""
"3483832","",""
"3487913","",""
"3495735","",""
"3546908","",""
"3811235","",""
"3920209","",""
"3923285","",""
"3949171","",""
"3952687","",""
"3952737","",""
"4009817","",""
"4009871","",""
"4013696","",""
"4028310","",""
"4063154","",""
"4063741","",""
"4094701","",""
"4094854","",""
"4107673","",""
"4240757","",""
"4369360","",""
"4579809","",""
"4588581","",""
"4745699","",""
"5052897","",""
"5287874","",""
"5429672","",""
"5503102","",""
"6007092","",""
"6214863","",""
"6404038","",""
"6566093","",""
"6670648","",""
"6671533","",""
"6909523","",""
"7005321","",""
"7009223","",""
"7130205","",""
"7147487","",""
"7301615","",""
"7860362","",""
"8077056","",""
"8242716","",""
"8752355","",""
"9163570","",""
"9549635","",""
"9764235","",""
"9922481","",""
"9987248","",""
"10235893","",""
"10730362","",""
"11002172","",""
"11366262","",""
"11384820","",""
"11709991","",""
"11745985","",""
"11878755","",""
"11878922","",""
"11917427","",""
"12276555","",""
"12493349","",""
"12909102","",""
"13376189","",""
"13385388","",""
"13652842","",""
"13907638","",""
"13919848","",""
"14073339","",""
"14140037","",""
"14209226","",""
"14219608","",""
"14232958","",""
"14409620","",""
"14546233","",""
"14660548","",""
"14691654","",""
"14787459","",""
"14820530","",""
"15000978","",""
"15276595","",""
"15376291","",""
"15504419","",""
"15682951","",""
"15714371","",""
"15915385","",""
"15964264","",""
"16002137","",""
"16057992","",""
"16091838","",""
"16139816","",""
"16155272","",""
"16160273","",""
"16456088","",""
"16930651","",""
"16963825","",""
"17011507","",""
"17026133","",""
"17128246","",""
"17281478","",""
"17349440","",""
"17426391","",""
"17508027","",""
"17550290","",""
"17681667","",""
"17894907","",""
"18063789","",""
"18199335","",""
"18254042","",""
"18324241","",""
"18439293","",""
"18521129","",""
"18605936","",""
"18640767","",""
"19335990","",""
"19466199","",""
"19473259","",""
"19487427","",""
"19557938","",""
"19578253","",""
"20033547","",""
"20164478","",""
"20170728","",""
"20525464","",""
"20554383","",""
"20738772","",""
"20846401","",""
"20922153","",""
"21046990","",""
"21130400","",""
"21169784","",""
"21171877","",""
"21209492","",""
"21491219","",""
"21514958","",""
"21537690","",""
"21588057","",""
"21723773","",""
"21964593","",""
"22273198","",""
"22274888","",""
"22336048","",""
"22449934","",""
"22451633","",""
"22462407","",""
"22471278","",""
"22748382","",""
"22761136","",""
"22804110","",""
"22847960","",""
"22866064","",""
"23155278","",""
"23248776","",""
"23363450","",""
"23392714","",""
"23421296","",""
"23570377","",""
"23774568","",""
"23857886","",""
"23922284","",""
"23932704","",""
"24069293","",""
"24348453","",""
"24394752","",""
"24415183","",""
"24585421","",""
"24781551","",""
"24915986","",""
"25001566","",""
"25005999","",""
"25092003","",""
"25272722","",""
"25378737","",""
"25632318","",""
"26038191","",""
"26042394","",""
"26267324","",""
"26381264","",""
"26699148","",""
"26739614","",""
"26779410","",""
"27185715","",""
"27406994","",""
"27452342","",""
"27510816","",""
"27756579","",""
"28184319","",""
"28213575","",""
"28230587","",""
"28282886","",""
"28677710","",""
"28768085","",""
"28915179","",""
"29265975","",""
"29275912","",""
"29305049","",""
"29456352","",""
"29726306","",""
"29848096","",""
"29862306","",""
"29873799","",""
"30017592","",""
"30175627","",""
"30220554","",""
"30435575","",""
"30598828","",""
"30784072","",""
"30876540","",""
"31045020","",""
"31054302","",""
"31188313","",""
"31678983","",""
"31940339","",""
"32056264","",""
"32225802","",""
"32629811","",""
"32713808","",""
"32724149","",""
"32724331","",""
"33223969","",""
"33265014","",""
"33352199","",""
"33364429","",""
"33533010","",""
"33534301","",""
"33581306","",""
"33580349","",""
"33663667","",""
"33699938","",""
"33951208","",""
"34299555","",""
"34323648","",""
"34792058","",""
"34974776","",""
"35399758","",""
"35544668","",""
"35550746","",""
"36142117","",""
"36267124","",""
"36278302","",""
"36403793","",""
"36428941","",""
"36570562","",""
"36575977","",""
"36696854","",""
"36775494","",""
"36794668","",""
"36917167","",""
"36960233","",""
"36960660","",""
"37154661","",""
"37332204","",""
"37336865","",""
"37547924","",""
"37581521","",""
"37877362","",""
"37937248","",""
"38037727","",""
"38066663","",""
"38077143","",""
"38091973","",""
"38273356","",""
"38324219","",""
"38327322","",""
"38366865","",""
"38845496","",""
"38994923","",""
"39017458","",""
"39080796","",""
"39202251","",""
"39248457","",""
"39415615","",""
"39759287","",""
"39768945","",""
"39875894","",""
"39885909","",""
"39989121","",""
"39995104","",""
"40045026","",""
"40133594","",""
"40259751","",""
"40265830","",""
"40405633","",""
"40538182","",""
"40584276","",""
"40615519","",""
"40690897","",""
"40694672","",""
"40749162","",""
"40821192","",""
"41088912","",""
"41203718","",""
"41372706","",""
"41397123","",""
"41399058","",""
"41399704","",""
"41521671","",""
"41690510","",""
"41696334","",""
"41816542","",""
"42005319","",""
"42107353","",""
"42110574","",""
"42210546","",""
"42273748","",""
"42379531","",""
"42413894","",""
"42944100","",""
"43436780","",""
"43657703","",""
"44073655","",""
"44124705","",""
"44318610","",""
"44404098","",""
"44459836","",""
"44474597","",""
"44589186","",""
"44745615","",""
"44871770","",""
"44875108","",""
"44994974","",""
"45013354","",""
"45055287","",""
"45203124","",""
"45362503","",""
"45401255","",""
"45420618","",""
"45447978","",""
"45494005","",""
"45499054","",""
"45508349","",""
"45536703","",""
"45540490","",""
"45614685","",""
"45701781","",""
"45798661","",""
"45824426","",""
"45854564","",""
"45912325","",""
"45930675","",""
"46251506","",""
"46294932","",""
"46354305","",""
"46395872","",""
"46442110","",""
"46498381","",""
"46665794","",""
"46683091","",""
"46966452","",""
"46978648","",""
"47044946","",""
"47127295","",""
"47443476","",""
"47494156","",""
"47850134","",""
"48236358","",""
"48404008","",""
"48407830","",""
"48469352","",""
"48490559","",""
"48661233","",""
"48677569","",""
"48721709","",""
"48727163","",""
"48928637","",""
"49189058","",""
"49277407","",""
"49408353","",""
"49461686","",""
"49532936","",""
"49842563","",""
"49840762","",""
"49931904","",""
"49956558","",""
"49958826","",""
"50122298","",""
"50159847","",""
"50188878","",""
"50226560","",""
"50228128","",""
"50232178","",""
"50286582","",""
"50337983","",""
"50373476","",""
"50375085","",""
"50698999","",""
"50815473","",""
"51181298","",""
"51225010","",""
"51455257","",""
"51549654","",""
"51571078","",""
"51605331","",""
"51827763","",""
"51990942","",""
"52010950","",""
"52185318","",""
"52208816","",""
"52300782","",""
"52305409","",""
"52340971","",""
"52494583","",""
"52813178","",""
"52915059","",""
"52937864","",""
"53002895","",""
"53123770","",""
"53129775","",""
"53130340","",""
"53586559","",""
"53600848","",""
"53696628","",""
"53699444","",""
"53734440","",""
"54000942","",""
"54118212","",""
"54175562","",""
"54244465","",""
"54365648","",""
"54377272","",""
"54391295","",""
"54441637","",""
"54496146","",""
"54601803","",""
"54699523","",""
"54888111","",""
"55072096","",""
"55089890","",""
"55098435","",""
"55439492","",""
"55456224","",""
"55735876","",""
"56036981","",""
"56052750","",""
"56140899","",""
"56181511","",""
"56509584","",""
"56553367","",""
"56627153","",""
"56641741","",""
"56706086","",""
"56822004","",""
"57070047","",""
"57139896","",""
"57191118","",""
"57207221","",""
"57333571","",""
"57351200","",""
"57645610","",""
"57681586","",""
"57862721","",""
"57876483","",""
"58001627","",""
"58012137","",""
"58884971","",""
"58996437","",""
"59104523","",""
"59253431","",""
"59837948","",""
"59846669","",""
"59853396","",""
"60113509","",""
"60293387","",""
"60347171","",""
"60409778","",""
"60457380","",""
"60537737","",""
"60794685","",""
"60983448","",""
"61111675","",""
"61131685","",""
"61137054","",""
"61154000","",""
"1547884","56","16740"
"6116883","91","162546"
"438","136","39543"
"18360121","136","39543"
"18233252","150","7073"
"3835742","163","8184"
"8876442","181","3164"
"14637328","198","16439"
"16302395","199","16471"
"2802541","244","33967"
"334259","253","2614"
"747641","343","40630"
"2288022","383","65885"
"3385","384","6443"
"699185","392","86356"
"615954","399","3530"
"117141","422","77501"
"196776","422","77501"
"7435886","437","50756"
"319113","459","38512"
"28044758","473","14545"
"1980001","482","1030"
"5554364","549","24011"
"37818811","672","51817"
"24022314","698","17917"
"421458","722","16133"
"38838","744","1277"
"61212941","751","18255"
"29680","830","1560"
"14869985","895","3455"
"29270598","1114","1"
"1349397","1174","7324"
"32333","1190","57974"
"435408","1190","57974"
"807943","1190","57974"
"2421218","1190","57974"
"20079299","1190","57974"
"19911929","1190","57974"
"60533658","1190","57974"
"1352169","1265","11740"
"1070835","1341","26683"
"75980","1341","26683"
"223097","1348","16483"
"13254","1353","2432"
"2447451","1360","9797"
"7153488","1409","32257"
"86477","1414","32071"
"33104","1456","12593"
"52646","1581","917"
"395045","1606","11031"
"20510","1638","24785"
"4466662","1662","3394"
"17790442","1821","49695"
"17817","1912","23689"
"470531","1965","153523"
"10690665","1975","4367"
"61760","2017","6232"
"4685487","2038","9990"
"4606866","2115","3236"
"2427523","2154","62"
"732223","2293","6225"
"339732","2329","674"
"226637","2357","1012"
"3894155","2490","1449"
"559600","2506","14585"
"1617858","2706","1348"
"2476436","2706","1348"
"921486","2737","1109"
"2365822","2749","12649"
"984680","2753","3409"
"4029956","2753","3409"
"530426","2843","1091"
"7920407","2890","10050"
"2510311","2908","62133"
"2275241","2984","1720"
"350299","3041","34584"
"12994050","3041","34584"
"39983","3043","347678"
"1238628","3134","2216"
"9586845","3226","11555"
"3614080","3291","29347"
"1113902","3314","26373"
"3265435","3424","2068"
"12009854","3485","12035"
"2262672","3488","42177"
"36185680","3514","5231"
"34490","3624","5287"
"179355","3636","9735"
"271031","3700","31"
"6302341","3717","2853"
"49158","3847","1964"
"6724421","3848","94315"
