Topic ID,Category,Sub-Category,comments,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04
TOPIC 0,Secure Development,Implementation,,0.026406001299619675,0.028537753969430923,0,0.027265865355730057,0.2678160071372986,0.029934104532003403,0.04715926758944988,0.027267856523394585,0,0.02548210322856903,0,0.11533532780595124,0.09406798146665096,0.03878797963261604,0.03554945066571236,0.1011451967060566,0.03598553625245889,0.08143426710739732,0.03459670580923557,0.026145468465983868,0.013854650780558586,0.03794734179973602,0.06776238419115543,0.03814759229620298,0.01899620797485113,0.05243660199145476,0.02371399849653244,0.04988911127050718,0.03580014444887638,0.04082976281642914,0.03792045606921116,0.0534007673462232,0.055311785744769235,0.04989996124058962,0.044389768718526915,0.030614410410635173,0.03630461653365808,0.07397457053884864,0.04697115537955573,0.04593002737965435,0.04980129860341549,0.04208616881320874,0.054586132522672415,0.04334108988669785,0.047331313674266524,0.04631178589487398,0.04525837255641818,0.03501310069923815,0.05101012894562606,0.053933411560676714,0.04776199173295137,0.04369853566666799,0.04862266968659781,0.03704186296090484,0.03688987714293249,0.042870979090886455,0.05226303919916973,0.045104228039371204,0.041496015437271286,0.04584529311504475,0.038496870397856195,0.05405953358858824,0.053526591255583546,0.04731478306718848,0.044063072418794036,0.04887310367215563,0.043754551743128985,0.045944795648877816,0.037178728602487936,0.04838089839271877,0.049367356529304136,0.03889813070342719,0.04551602756905863,0.04277825827739434,0.0420230245911219,0.051948714887046,0.04294276955610543,0.04767709708539769,0.048412120223824434,0.03942040517811843,0.057815515239781234,0.050162945750885264,0.05629364266808677,0.04742721577947454,0.04072398988951352,0.04787753434075664,0.04822963633311711,0.04846906371014772,0.0417923862516972,0.05099278713480152,0.04245726607648507,0.04663851886580232,0.05066892099108335,0.05171216677009895,0.05077026238599871,0.04817960845210995,0.04836699810354102,0.04567331616155211,0.048436017627796146,0.04780406553218025,0.049570857056127,0.04882095500208855,0.04685603500969973,0.049937825323839426,0.04023777116019504,0.04795128764240659,0.051707157397854094,0.04744420209112511,0.046627821790617564,0.04768660456386649,0.04472231457767274,0.04539257513322666,0.0541712985755617,0.043327880840180286,0.04638594300095134,0.052185706414726085,0.05487751915044261,0.04664883304807082,0.04584683685781621,0.05062208631524883,0.04666433992348748,0.049856035143167894,0.04599844743782768,0.046182829625199456,0.048236847397024385,0.047856030296609404,0.04931441021321172,0.051399773633793784,0.04582711267112582,0.04966245403811627,0.04948241635019427,0.04631985096005854,0.04856682203066508,0.048836761778349884,0.050664945909911094,0.04904070297218752
TOPIC 1,Data Security,Password/Data Storage,,0.03265189379453659,0.02740933746099472,0,0.023711582645773888,0.03152550384402275,0.03794370964169502,0.05622264742851257,0.023332804441452026,0,0.06297022352615993,0,0.007387938676401973,0.06184937246143818,0.02484249323606491,0.12112857401371002,0.05817827582359314,0.029576688384016354,0.03682346735149622,0.02607994806021452,0.060605332255363464,0.009409859776496887,0.038461834192276,0.025591148994863033,0.10278777157266934,0.03491736575961113,0.0542848048110803,0.10676087935765584,0.03209886016945044,0.06121228411793709,0.05255497215936581,0.05503655908008417,0.055887043476104736,0.04749634994992188,0.07526988685131072,0.05093192416601456,0.06837717141024768,0.06706172846915091,0.05701432693749666,0.045817970935451355,0.055764212796930224,0.0564368170996507,0.05600476645243665,0.06099606243272623,0.05091654365374283,0.0860583007049102,0.0653171305217453,0.052328753657639025,0.05075434469820365,0.06518704123024283,0.053929716210674356,0.04154417406993382,0.056106257784579484,0.0647839628573921,0.07572280254680663,0.055798040264669585,0.06405376014964921,0.04980857074260712,0.07038096598091911,0.05339206176121598,0.05668903419444727,0.07679318014665373,0.052705648355185986,0.06969165451697666,0.06219372185455127,0.0572754230604253,0.08283524157732357,0.07263030508307344,0.05228102860661844,0.06965753716896429,0.06232159565864266,0.053200343740172684,0.08293890881702884,0.06748606702860664,0.05245513191039208,0.057775233905260445,0.05300100676884705,0.06340323805845544,0.06437697351793759,0.06639502179593994,0.0827109512480858,0.057204210626271866,0.05658167182883509,0.07540143668302335,0.06361648289472327,0.10174191690471378,0.06285759028668204,0.057252718498162235,0.052564934858957586,0.05714958572737229,0.05788791666513887,0.06906195933090671,0.058428211079444736,0.05847222193438618,0.057023487983847765,0.05267054005131378,0.05552579475184664,0.05965613947412462,0.056698296296900354,0.057027676004954446,0.05419842021218969,0.05451913787044209,0.050075296641144657,0.05619605574477813,0.059336591393369414,0.05424210081356719,0.05474997523895188,0.05830552301894715,0.05480319303088765,0.05086173203975944,0.053610713987357235,0.05335520782374304,0.045960124275263615,0.04701049633311211,0.04929901690111827,0.050846793950101686,0.049642109323795126,0.05402947919591337,0.050264322412082216,0.04819190899969587,0.04933345359675883,0.05070324936001511,0.0476739273650023,0.05187902168883961,0.05476025045241232,0.05125972270531562,0.049800064615649925,0.05277388553389094,0.05586271516227147,0.05368613892545303,0.049415861125453375,0.045959563219027916,0.048851444291267775,0.048016655465365196,0.046170999949228846,0.04949229637447009,0.04754138004733917
TOPIC 2,Cryptography,Encryption,,0.03261321783065796,0.047979991883039474,0,0.039272237569093704,0.04371960088610649,0.031318772584199905,0.0300250556319952,0.028383666649460793,0,0.026546702332173783,0,0.03970904368907213,0.04134304076433182,0.02258891612291336,0.030405504629015923,0.037785779063900314,0.03956908049682776,0.02345666941255331,0.03767144773155451,0.0641075037419796,0.023739498108625412,0.03520538657903671,0.03214940242469311,0.037989553064107895,0.01765633001923561,0.03791410165528456,0.01909307762980461,0.07106187318762143,0.038219425827264786,0.03176369766394297,0.04938796969751517,0.0380977988243103,0.03422238917223045,0.02921436559408903,0.0459526741447357,0.03133773012086749,0.048081815078416294,0.032727144472301004,0.046003379368860474,0.050375366816297174,0.039249393219749136,0.04340516581820945,0.04674153868108988,0.042651390614496035,0.03979386331943365,0.04075533863962502,0.034553977428004146,0.04189462862584902,0.04689949449023296,0.042627250085826275,0.03997891020932884,0.04460408689088321,0.03617666785915693,0.044576531392522156,0.0350847162087174,0.03905060530773231,0.05346299711382017,0.04433938090075204,0.04130865584896958,0.05343711579781632,0.051112106119814725,0.04225318778771907,0.04098909284750169,0.041024441221220925,0.0429489628136666,0.044711494668858286,0.04839603092069879,0.04610879314908137,0.05563882795501162,0.04297068721844234,0.04595755783375353,0.053256352407881964,0.0447377017699182,0.05016662165871821,0.04534312534139406,0.042794353066181595,0.051869994196036426,0.04704134466010146,0.048294142114732846,0.04167337498317162,0.04970713935472304,0.039151364718063554,0.03935768370034306,0.04887917208261499,0.04826155280516971,0.05024451076053083,0.05738230806189714,0.04506684266199163,0.05010076110642173,0.046599324824738095,0.0469700663201968,0.04780299920239486,0.049363522493603776,0.04525690406138973,0.045427726426801124,0.04931414747276367,0.04678847074302401,0.05411368718395587,0.051186343897324134,0.05218130176325449,0.04568967971942943,0.05467148783299027,0.04643986357920123,0.042725405990658855,0.045624251791388924,0.04979828188430753,0.044535872666000106,0.04776332438201972,0.049948655189801905,0.050426494103687054,0.04368656695393977,0.05346340984106064,0.04779809631549546,0.04717180498765182,0.04746975769992662,0.04753409125360435,0.0525153736850959,0.04922119878612879,0.04782658615097625,0.047132437327038125,0.049191096134060794,0.05218876011020415,0.04877248865894365,0.04834717355539276,0.046410208812110054,0.047038881290298436,0.04423806181008166,0.04972409303381778,0.043744693375709985,0.04602843316824874,0.04730782786487368,0.05026989217839857,0.04951068893867078,0.04737010725431093,0.04907477766327957,0.047948017380170974
TOPIC 3,Access Control,Authentication,,0.1769670695066452,0.19686568528413773,0,0.24052876234054565,0.04062406346201897,0.18619437515735626,0.13252951204776764,0.28509441018104553,0,0.08405341572749118,0,0.1807857472449541,0.04109040088951588,0.18617147207260132,0.01738876663148403,0.06262666173279285,0.10528474921981494,0.11406775191426277,0.055118488147854805,0.0907615702599287,0.198067769408226,0.0483279712498188,0.11868597008287907,0.0646682841082414,0.060739247128367424,0.07748074953754742,0.13952364958822727,0.03768355151017507,0.03526833355426788,0.0850226388623317,0.04460041752705971,0.0381858063240846,0.08024410397878715,0.04517449624836445,0.04905784602921743,0.09763339441269636,0.07216360945911969,0.07725645639002324,0.06013108005649165,0.07081843167543411,0.06349360793828965,0.06291451817378402,0.05546687877116104,0.07506546361202543,0.05009064350563746,0.044847203771004804,0.07567575313150883,0.059879129752516747,0.0613120521964698,0.055628377875244175,0.08835294645166758,0.06096733156924269,0.04892364530651658,0.06152641022345051,0.06521363564602592,0.06633578296750783,0.06132794792065397,0.05275901617046366,0.05730741187606169,0.05355804783920216,0.04673762165475637,0.06739027574658393,0.060084828694181684,0.06074031406844204,0.0459561082534492,0.05724282037570245,0.05960457762844409,0.05910424933147927,0.05549162003268121,0.06819765524857718,0.055655582319013776,0.05541029377151039,0.06369357887545929,0.055657090109889396,0.06954983640660314,0.056786939861591564,0.05634308567809343,0.06496657826106197,0.0661655025368628,0.06500176021935451,0.07268962624463408,0.06291700716800064,0.06148306504058253,0.05360384382552994,0.05935936240435001,0.055836789576957625,0.05984628131461915,0.06654364195531287,0.06485411515574396,0.058780124895916934,0.055312017801623405,0.06330920330947265,0.05119861087187584,0.05728693221160597,0.052521064586471766,0.06147315472794267,0.05989574612276129,0.050512687309054415,0.05284649961894112,0.05825221893916789,0.05933735122661568,0.05853115748744632,0.052601555183142676,0.052126430376164254,0.05736216052371839,0.05695538715509748,0.05843412245835131,0.059146847011862506,0.059271707299685235,0.0528806791683151,0.0515074824422687,0.05456221740254585,0.0529816996762141,0.05203944251919954,0.05672187978474651,0.05029683318981743,0.05264898059634587,0.054489168636894354,0.06135551217721851,0.04856217404144753,0.05326636066667108,0.0553000086736846,0.050098597953970335,0.05773654041006832,0.053491516340174336,0.04854632570453349,0.053140037429772996,0.055775289111689,0.05563245997505469,0.05655473007209366,0.053060658809240505,0.05392859642745548,0.05502129915677803,0.05270803969839714,0.05165562243127851,0.0527692011071844
TOPIC 4,Secure Development,Testing,,0.057356927543878555,0.035942032001912594,0,0.04466152563691139,0.047076452523469925,0.029728123918175697,0.044028088450431824,0.021748194471001625,0,0.0295946653932333,0,0.03771474491804838,0.048838090151548386,0.024213388562202454,0.04953217878937721,0.046107654770215355,0.03408076179524263,0.03629513271152973,0.034859693609178066,0.04698665253818035,0.010857542976737022,0.036021728068590164,0.0336798382923007,0.057847381879885994,0.07260315120220184,0.05467814517517885,0.04660003508130709,0.05626424836615721,0.10441736504435539,0.06229975384970506,0.07134190946817398,0.05522817621628443,0.0747275392391852,0.04424588903784752,0.0422217040680922,0.048467490007169545,0.05935521522427306,0.06210377253592014,0.052741406779540215,0.06339736736845225,0.05518934453527133,0.062088857404887676,0.048707611936454974,0.05427609451792457,0.06991931051015854,0.062370681279414406,0.05482196328230202,0.07219133169754692,0.052267927419522714,0.058482074420209286,0.0531142057822735,0.04608681500290653,0.05540653852814877,0.05956817651167512,0.04572005339843385,0.05555039436689445,0.04788156731519848,0.06130191953258311,0.05672822094967832,0.05881437754561735,0.04312370716693944,0.05802446668967605,0.06339613981121643,0.05154438406567682,0.057216311381621796,0.05267049933864194,0.04784545031460849,0.05717362118884921,0.059032748830786935,0.06699824835295262,0.05211624178724984,0.05288422719103756,0.058142898768624836,0.06339892583491746,0.05315743095789712,0.06161430036987771,0.05745576407906471,0.05367900343844667,0.05583115899711489,0.05676897009834647,0.060872692440170795,0.05402452142693657,0.0540289036746669,0.05684834009743938,0.05102243188247528,0.05328870982164517,0.05858115309647755,0.05832413600831382,0.05330381737044656,0.056111490119505544,0.054512059378889074,0.05652861614362337,0.05472825446354293,0.06440435885194462,0.05785226400411822,0.0722319146260046,0.061199123448467244,0.054835061183832384,0.05797276814423856,0.056634759585012164,0.06164030852031056,0.06230135821241224,0.06380864661117172,0.06285820509593111,0.055531155755461165,0.05607250247670858,0.05911646510229994,0.05697192613717536,0.0674676465262233,0.06246899600585245,0.053517509722532726,0.05749625161874528,0.05875441675986318,0.06256922283920191,0.06067079506576317,0.06296901598128966,0.056811976216147954,0.058949599685278575,0.06073363935297916,0.06219450929814364,0.06095357264832153,0.06047975365072489,0.06625419595677938,0.06847960953615394,0.07086005302682567,0.06308552297583271,0.06469836128875613,0.06807223900727798,0.0737615481342396,0.06268342311523156,0.060271696053317926,0.05789812352060035,0.06630582490199527,0.06710052936139416,0.06166630927444112,0.0777084578714603
TOPIC 5,Secure Development,Implementation,,0.14240671694278717,0.08057658188045025,0,0.05402808636426926,0.022922366857528687,0.05387045815587044,0.03817565366625786,0.056713931262493134,0,0.053376814971367516,0,0.0853838212788105,0.06445381417870522,0.021851003170013428,0.06418518722057343,0.08598835890491803,0.047518860548734665,0.05649501457810402,0.04872843623161316,0.046128980815410614,0.014081885106861591,0.0353865846991539,0.07083022221922874,0.04889605691035589,0.06690884754061699,0.04633406363427639,0.1318571741382281,0.047703238825003304,0.06934366300702095,0.087952080493172,0.07778354920446873,0.04685719435413679,0.07439296053988594,0.07652462422847747,0.052936817304446146,0.07112713484093547,0.06101758285042118,0.056221828795969486,0.06155135011986682,0.059443669859319925,0.05404891930520535,0.10385164463271697,0.04986361010620991,0.052095560864968735,0.07352856138291267,0.06773301999311189,0.08501351233571768,0.05160039428459561,0.0768228839312134,0.07805874253864642,0.06110480995002118,0.06713317204932016,0.0753658603945816,0.06263278960250318,0.074591623071362,0.06492628870265825,0.06781765439081937,0.07677819492652062,0.07568474539110194,0.06531471897696339,0.051042017967639755,0.05521529368124902,0.06554199568927288,0.07465624037114056,0.07025897763246162,0.06949913718473212,0.07957249916525501,0.07642401624470949,0.06714861387048256,0.06660649358578351,0.059145486576016995,0.06421492021385726,0.07025424641666606,0.07686130225192755,0.06412276753772658,0.07292254772037268,0.07149906056093089,0.06482295083281185,0.06484191506751813,0.06465259329987723,0.06535233730149533,0.06532113117835492,0.06119676594140141,0.06998868228131255,0.07542698878872518,0.06839508641200762,0.06811143566503852,0.06949397009181774,0.07242487591150919,0.07007547268194371,0.0663977098576953,0.06253469095099717,0.06369354668522129,0.06497879188831958,0.06775325700054656,0.06442178279065933,0.06113411403915864,0.06576563534515488,0.06993525348553041,0.07336625196017396,0.06756112110182769,0.06599737265121157,0.06041798912719492,0.062271517118062364,0.06853821427406122,0.07034555997548474,0.06852570025692858,0.06725437322657712,0.0641223163002842,0.07005533533255486,0.06216384686162623,0.06547127979095368,0.060759906642488204,0.06774729437557822,0.06501650581232322,0.06497194616089,0.06442600831873921,0.06941572962899391,0.06474328846549511,0.06746867805370593,0.06878391635559854,0.06461141080618739,0.06888756763418111,0.06890626422391047,0.06980589163432374,0.07029031052802419,0.06398204299959946,0.063942454856608,0.07392097511716808,0.0633033014164539,0.06270011297748682,0.06440775521887906,0.06250837613036392,0.06629293708268354,0.06693469904411327,0.0680961590767291
TOPIC 6,Secure Development,Libraries/Configuration,,0.05994058772921562,0.04448687471449375,0,0.04176454246044159,0.08393045514822006,0.03576342388987541,0.06228109635412693,0.03524947166442871,0,0.05604438732067744,0,0.01971780974417925,0.04800674319267273,0.029635781422257423,0.16152161359786987,0.05794436608751615,0.07277453069885571,0.05273725464940071,0.07836158201098442,0.07703971862792969,0.018109571188688278,0.04580036923289299,0.06971019320189953,0.056740780671437584,0.07866040244698524,0.06572901705900829,0.03612735370794932,0.08301805332303047,0.063930893689394,0.041813199718793236,0.047068397204081215,0.04984815667072932,0.07234982081821986,0.051607690006494525,0.0664042432147723,0.05753469921182841,0.05697654209592763,0.05387179180979729,0.06060698265699964,0.060548470355570316,0.06349806847671667,0.053989752661436796,0.059938271840413414,0.051745253445749935,0.055377124880368896,0.050598399663293686,0.06390319475904108,0.07544452016768248,0.062426286075135756,0.06294995980958144,0.05913973650471731,0.06053921979452882,0.0591978020966053,0.0591191629646346,0.06390831471585176,0.05680142529308796,0.07065117780584843,0.0666996318688418,0.06039098909367686,0.05819533635364022,0.05713635870987283,0.06596927219070495,0.06503141874616797,0.06287055157802322,0.0690060895126821,0.060977926453357034,0.05847224555062977,0.06195316833133499,0.05516713237121814,0.06459106075698914,0.04845671359604845,0.06258324578452806,0.07466476809178643,0.05814567214110866,0.06023381680996547,0.06346747810021043,0.06351206307847272,0.05957190615091739,0.0614419675850793,0.06081044817702812,0.06181391157830755,0.07241874669191682,0.06336309839805056,0.06812359268466632,0.05897226989535349,0.063067333442159,0.06896810653108201,0.061386193490802904,0.06394318640691998,0.06415230699268909,0.06691236170637278,0.06609864202910103,0.06363643499554517,0.06274749011892146,0.06752014342721126,0.06273367659021646,0.06247956626118792,0.06499117557613329,0.06579073075344469,0.06488767654287438,0.06223882370855378,0.06334307662289694,0.07356814798647852,0.06829690849861961,0.06603113030415085,0.06616895148312454,0.0621829696390976,0.0688269818813798,0.06885338350390481,0.06736387231133201,0.06286616484498804,0.06824263876997957,0.06472140398303357,0.06286856125787658,0.06530673121713557,0.06742750154662189,0.0596582637697472,0.06775372281250819,0.0659971910954685,0.06600427411429852,0.0635403048847512,0.06470766691568296,0.06697217795465674,0.06371600381230895,0.06088513696813371,0.07054766621102669,0.06702202338048002,0.06856533346142163,0.060678035055752845,0.06792906660120934,0.061419915487528676,0.06532879259159086,0.05937983223625406,0.06136199300029451,0.06346969098600101,0.06976814260359394
TOPIC 7,Cryptography,Encryption,,0.022701546549797058,0.02413431741297245,0,0.020175829529762268,0.021047262474894524,0.027335282415151596,0.02194580575451255,0.020213190466165543,0,0.020914375432766974,0,0.012831792002543807,0.04192150756716728,0.02326829917728901,0.016399463638663292,0.029103017101685207,0.044668822549283504,0.02077321824617684,0.023171066772192717,0.018247300293296576,0.011393686756491661,0.03142210468649864,0.020222609862685204,0.040931738913059235,0.01884863991290331,0.0394107053677241,0.013391743103663126,0.07234652961293857,0.041461757570505145,0.03218572695429126,0.032179951667785645,0.04938319946328799,0.028227066355092183,0.025961723178625107,0.03486587365086262,0.027774950955063105,0.03399001790539307,0.02711744299158454,0.0367743353800554,0.036288199946284294,0.04288779310882092,0.03752359693559507,0.046157494420185685,0.03922206527468833,0.03488276268427189,0.037375154024040375,0.030022776080295445,0.032595865873862866,0.04349552005015571,0.03454347075549541,0.028803030875596134,0.04119105510679739,0.03602970905464004,0.03475656747468747,0.03161964358707123,0.03443294747599534,0.03874263248872012,0.0374814541614119,0.0373083562185259,0.05144367042149222,0.044031555797638636,0.04316747656557709,0.03813339655541561,0.03909990193999626,0.035862619512375786,0.03807249426537044,0.03935315040871501,0.037433175769789766,0.03514976376865172,0.038861421476779644,0.040846858664493384,0.03221517146939968,0.0354819431051831,0.04069787822663784,0.035391884474480086,0.03415608649057421,0.03714095534729388,0.03664811131810503,0.03857688507727849,0.032413746412075534,0.037898193426978345,0.032191858427745315,0.045303109426250945,0.03456666409362887,0.03655749166084986,0.042751639373600485,0.03848707502631029,0.04741525044927826,0.03642159807035861,0.0465446300130209,0.044793952496413804,0.03919816138222813,0.042515778335033304,0.0490208487849662,0.04353681856458533,0.0398118033599204,0.04325272361966687,0.055007245927692655,0.04007401978153558,0.043604084549017215,0.041798901098522065,0.039511309216390844,0.042559530542403017,0.04090266054703711,0.04282441541771263,0.039041270314178825,0.04026043800478603,0.04117795073387908,0.04193870012211621,0.03839516933340664,0.03778262774020875,0.041937282599289624,0.04410369163573099,0.046179432886005456,0.0439732814730209,0.043314536728350256,0.04738770019406836,0.03936982466216186,0.041162786724869865,0.04258008245601359,0.043493744115525985,0.04409568545628818,0.04202345766279162,0.04230089092550782,0.041858496715564845,0.04092265283613796,0.038716159349476746,0.044649701514853195,0.04336957817000371,0.04237267608914408,0.045109710555617674,0.04290498297128254,0.04425044669970821,0.04421295026339875,0.046660117080966505,0.04372834924002709
TOPIC 8,Secure Development,Implementation,,0.12123363465070724,0.06338625028729439,0,0.1007983386516571,0.1033739447593689,0.1320631206035614,0.0679355738684535,0.07778210937976837,0,0.18965251495440802,0,0.20054633915424347,0.061510998755693436,0.2843143343925476,0.05994613096117973,0.045976992696523666,0.07855875914295514,0.07971478532999754,0.056577637791633606,0.03483012644574046,0.23607909679412842,0.031018447130918503,0.04791705496609211,0.07750367373228073,0.11889095790684223,0.05358671210706234,0.04943723635127147,0.0611092746257782,0.06292320787906647,0.03879962768405676,0.04290723614394665,0.07603257894515991,0.04823418413954122,0.05974821373820305,0.05378136998758866,0.06092631467618048,0.05300127079381662,0.06300970325246454,0.056032275977103335,0.04723278037272394,0.056561278800169625,0.05357221870993575,0.08522413577884436,0.05913904681801796,0.047196184213344865,0.07112125986935319,0.049987544771283865,0.05123873974156121,0.05322249824630803,0.05520047019753191,0.05246981899395133,0.05453202505928597,0.05416540394502657,0.06018515711184591,0.0496972761431928,0.04240805336407253,0.05394646700005978,0.047058917681111936,0.07099065941798946,0.05298029863123977,0.05629556840618274,0.05674143671058118,0.06177182131531564,0.0516339789906686,0.05318256543779915,0.050282224713836185,0.053817011768732104,0.046785850543528795,0.05456501544650757,0.04870965558549632,0.05140363537163163,0.048319863796524413,0.04837400119696908,0.049645102670183405,0.047686434152754066,0.049798557399348777,0.055952182674196126,0.04761735096274476,0.048302558958172225,0.05156386061980013,0.042286222174880095,0.048857293341863006,0.04312296619173139,0.048301855434280956,0.04363138854941575,0.047349219076956314,0.044713519285577014,0.05165808673127223,0.0411927289887113,0.045246145659094225,0.052772770384383716,0.04971061670803465,0.045869845054908584,0.05107429454833763,0.04624634759177028,0.04423624709821664,0.045610845773387074,0.047964294122159766,0.04420445118017089,0.04532296315468313,0.04531381082008867,0.04597248098917445,0.04812032406999684,0.04694260804205854,0.05095860316721497,0.04475234058551356,0.04887127436545565,0.04780421197904108,0.0434242580374775,0.043160969973541796,0.04701031171791001,0.04982386859243407,0.046824805828186475,0.05016723537533465,0.052905142605873465,0.04638675956762042,0.04819361154787818,0.04600484074588577,0.046184658688288804,0.04909061516943087,0.04760461791005709,0.0507067316192438,0.045022809877991676,0.04679491732134381,0.04554923721905617,0.04492238003595342,0.04700358239002526,0.044762155299254675,0.04515082611943837,0.04724592246202519,0.05191191276823586,0.044830702108048924,0.046065661918520434,0.04490240664325837,0.04475895312051274,0.04234346943002803
TOPIC 9,Secure Development,GitHub/Reports,,0.05444618687033653,0.03522432595491409,0,0.034385018050670624,0.05595506355166435,0.05587593466043472,0.03917746292427182,0.03120841458439827,0,0.0400347945590814,0,0.009655496338382363,0.06282025389373302,0.042472101747989655,0.0482531376183033,0.0503224308292071,0.05626548329989115,0.05485117994248867,0.036367177963256836,0.03848357871174812,0.028728719800710678,0.10846003890037537,0.05616339482367039,0.049224949131409325,0.053833894431591034,0.06554310644666354,0.04237791088720163,0.04419988145430883,0.054917079582810405,0.05148131617655357,0.04168801133831342,0.04237763583660126,0.051436616107821465,0.05957681909203529,0.04658283078326629,0.044030330842360854,0.05334870539167348,0.04833332635462284,0.06135672438693674,0.05107997404411435,0.05523435076077779,0.04390072776004672,0.04659600191128751,0.06425234133547003,0.049952817937502496,0.06099510472267866,0.043707705289125445,0.056104357921234936,0.04892282200784519,0.051171012257260305,0.059126983481374656,0.048635147096190066,0.044412383533738276,0.049342334852553904,0.056337810614529776,0.05713497477450541,0.048880915448535234,0.043516030000086796,0.05003452220040819,0.051973482247355374,0.04435681775378596,0.051953974599018696,0.04810715632894161,0.04846712936731902,0.052680549063635146,0.046101293377118345,0.04636394250855753,0.04806174455831448,0.04389542297488361,0.047135028637189796,0.0482097409820805,0.04433531706015785,0.04390948025427539,0.045646000289707445,0.06912298602587048,0.05359052068299868,0.05211263201564696,0.04996801055468885,0.054908973357389465,0.04932675675668737,0.053259265871020034,0.058655416125370084,0.05484334401054574,0.053508924009899296,0.0629501247146566,0.05028018486996492,0.04667667567324296,0.047201071179203566,0.05160961317093928,0.050096671402069,0.04962936504258334,0.05500308825285174,0.05553728232276023,0.049578225256833995,0.0474677447148725,0.05041429029347805,0.0510214670387803,0.05314494909813489,0.05666562173591585,0.055333191798509734,0.05806024477840597,0.055981128019602776,0.058584233482581065,0.055075696267515475,0.06690052808721014,0.059925520649968506,0.05895575566270144,0.06357467230496831,0.05181450670216839,0.0523201488297094,0.11145058854118176,0.06222961585165239,0.06530709272839078,0.06230273899322344,0.058565724572657345,0.06347455649832293,0.06015461482456885,0.06155014253208335,0.06868111772538893,0.06752707467106471,0.06012718406447888,0.059920932577837926,0.0602644591649272,0.0559331180222262,0.05435748566484567,0.06192143223503785,0.05803642796183174,0.052657556996206965,0.05152771183875976,0.07131156059913338,0.05575627293771418,0.056033360422105834,0.05293825423063407,0.05653285179182098,0.05709715514972245,0.05495912223029615
