answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
handl secur valu memori harder go someth c c++ gc goe around copi mess whatev memori feel first step memori gc cannot mess either spin cgo malloc whatev want systemcal mmap virtualalloc pass around result slice normal next step tell os want memori swap disk mlock virtuallock exit zero slice either libsodium simpli iter set element zero possibl string sure recommend manual wipe string memori mean immedi spot anyth wrong but. feel right one use string secur valu anyway librari mine design specif store secur valu describ alongsid thing find use https://github.com/awnumar/memguard one use string secur valu anyway except password use kdf unlock ciphertext decrypt directli memori use string alloc trigger segment fault attempt mutat underli buffer string https://medium.com/kokster/mutable-strings-in-golang-298d422d01bc memguard immut buffer tri use unix.mprotect address given think trick find actual memori page address string buffer store pointer start buffer effect littl much work find proper solut time know string immut pile copi kingdom come memori think rule use memguard process password put insid memguard buffer first moment work data form thereaft exactli reason qube devis put stronger boundari applic program box insid vm contain cannot reach outsid box attack vector program run malici code sinc network packet arriv []byte anyth sensit zero need sinc keyboard input side control os one need simpli find mayb write consol text input function goe directli mutabl byte slice statement quot top appli bear mind alter code string variabl anywher need zero data use given seem much activ question go assum peopl needed/w look thought worth time post find answer despit ignor regard inner-work go prefac answer disclaim sinc go garbag collect languag know work intern follow inform actual guarante memori actual clear zero stop tri fewer plain-text password memori better opinion mind everyth found work far tell conjunct far none crash program least first probabl alreadi know go immut technic valu chang go c via cgo actual overwrit data store valu guarante copi data anywher els memori reason made password relat function deal variabl exclus cut number possibl plain-text password copi around memori return refer plain text password get pass password function sinc convert alloc new memori copi content least convert in-plac without assign variabl first still access new function call finish zero memori well gist came fill blank includ c librari compil see result output function call function call look success sinc guarante copi plain-text password elsewher memori think far go code simpli pass number function c achiev actual zero memori left apologis left typo anyth code work want past much relev part exampl employ function realli need sinc question focus zero show believ scheme work gener want accept password multibyt charact handl password multibyt charact requir normal first multipl differ byte sequenc underli someth å input vari keyboard oper system perhap phase moon unless want rewrit go unicod normal code work byte array run problem given seem much activ question go assum peopl needed/w look thought worth time actual notic question today believ thought,2016-10-10 23:07:55.043 UTC,695,39968084,recent set one project use cgo order function gone smoothli small collect function receiv form plain-text password either hash compar anoth verifi reason use instead learnt far go least loop plain-text password zero byte even pass pointer function order leav hang around memori longer need fine applic abil read input directli byte tri small web applic need read password form use method see go sourc code document use request handler pars form valu problem go immut think anyth zero memori password ed form least use go seem easi option pass function c along number byte let c zero memori instead exampl pass aforement function tri unsurprisingli cours work left unsaf go use function crash program question follow accept password ed pars string mess wait gc kick in? ideal zero memori use cgo ok provid obvious document code string variabl use again? zero memori use cgo ever someth crash gc? worth write sort decor add function pars form valu directli complet control valu arrive? edit clarifi web app form conveni exampl case hand sensit data use go standard librari form interest whether question possible/worthwhil case clean data memori quickli possibl secur concern,0.04460431654676259,31,cgo go memory security string,possibl zero golang string memori safe,11,security|safe|password|hash|unsafe|signing|cipher|crypt|protect|attack vector|malicious,0.9998120665550232
use hmac encrypt valid method howev hmac pretti slow especi sha-2 use actual gmac underli mac gcm tricki find implement gmac ciphertext simpli perform separ realli want method well poly1305 aes use tls 1.2 1.3 gcm ccm eax authent cipher need authent order chunk creat separ file encrypt key use nonc input 12 byte iv indic number chunk solv storag iv make sure chunk order gener file encrypt key use kdf uniqu indic file wrap random key master key alreadi discov research much eleg solut authent encrypt larg file tradit two way approach problem split file chunk encrypt chunk individu let chunk authent tag aes-gcm best mode method caus file size bloat proportion size file need uniqu nonc chunk need indic chunk begin/end encrypt use aes-ctr buffer call hmac buffer encrypt data benefit encrypt done one pass downsid decrypt requir one pass valid hmac anoth pass actual decrypt upsid file size remain plu roughli ~48 byte iv hmac result neither ideal larg file ~2gb second option probabl prefer includ exampl encrypt go use second method scenario last 48 byte iv 16 byte result hmac 32 byte note hmace iv,2018-03-29 01:16:33.51 UTC,395,49546567,larg file aes encrypt send wire save disk seem possibl encrypt stream seem warn instead peopl recommend split file chunk use gcm crypto/nacl/secretbox process stream data difficult due authent requir can’t encrypt-then-mac it’ natur usual don’t know size stream can’t send mac stream complet usual indic stream close can’t decrypt stream fly see entir ciphertext order check mac attempt secur stream add enorm complex problem good answer solut break stream discret chunk treat messag https://leanpub.com/gocrypto/read file segment 4kib block block get fresh random 128 bit iv time modifi 128-bit authent tag ghash protect block modif https://nuetzlich.net/gocryptfs/forward_mode_crypto/ larg amount data decrypt alway possibl buffer decrypt data authent tag verifi split data small chunk fix problem defer authent check introduc new one chunk reordered. ...becaus everi chunk encrypt separ therefor order chunk must encod somehow chunk abl detect rearrang number chunk https://github.com/minio/sio anyon actual cryptographi experi point right direction? updat realiz ask question differ simpli abl fit whole byte stream memori encrypt 10gb file byte stream unknown length continu long past need stream start decod 24-hour live video stream mostli interest larg blob end stream reach begin need decod word encrypt requir whole plaintext/ciphertext load memori time,0.15949367088607594,63,aes encryption go large-data,encrypt larg file / byte stream go,15,aes|encrypt|crypt|authentication|cipher|security|hash|protect|encode|decode|hmac|validate|sha|tls|nonce,0.9996837377548218
knowledg golang howev know someth rsa differ seem pad rubi - pad use golang - pkcs1v15 pad use rubi exampl use unsaf call textbook rsa inted real-lif mani weak danger trap rubi exampl danger unsaf use textbook rsa well limit encrypt small messag much smaller keyspac two pad type use rsa pkcs1 v1 commonli refer pkcs1 - determinist pad output alway mani cryptograph consid option obsolet weak found use properli still consid broken pkcs1 v2 commonli refer oaep pss stochast random pad distinguish last two output oaep alway differ one problem rubi encrypt text problem golang get error key short encrypt everyth provid small part golang exampl assum mani thing claim golang exampl output random output accord paramet pkcs1 v1.5 use assum implement hybrid encrypt good much safer encrypt data rsa use symmetr encrypt random key wrap/encrypt key rsa,2017-12-26 17:19:37.567 UTC,288,47981709,current work project convert code rubyvers 1.9.3p194 golangvers 1.7 part rubi use rsa public key encrypt alway consist result everi time get execut function use edit overlook public key encrypt base 64 encod well howev golang due rsa librari consist result sinc function encrypt take random paramet gener differ result time understand need differ everi time anyth remot similar rubi gener function use golang one problem rubi encrypt text problem golang get error key short encrypt everyth encrypt someth els hello decrypt rubi error pad check fail decrypt handl follow edit thank answer gusto2 know better go sinc much understand rsa golang abl encrypt text use pkcs1 v1.5 sure tri decrypt well golang problem howev rubi still abl decrypt use privat key figur base64 encod use golang issu chang part remov last line equal sign trim done work charm,0.1527777777777778,44,encryption go rsa ruby,rubi rsa public key encrypt golang,10,encrypt|crypt|rsa|public key|encode|private key|signing|unsafe|danger|safe,0.9995557069778442
simpl answer - design api cbc gcm differ mode gcm aead mode authent encrypt associ data actual need authentication? larg file cbc good fit ctr ofb stream mode strict choos iv implement anyth suggest read mode least understand paramet need purpos gener cbc interfac good fit encrypt larg file need encrypt block block cbc requir pad go implement least see one deal somehow gcm gcm use interfac allow encrypt decrypt whole messag absolut reason implement gcm stream mode actual good fit stream encrypt problem authent gcm produc tag end act mac make tag encrypt endless stream data split chunk authent separ someth els point read tag verifi otherwis point use gcm librari includ go append tag end implicitli encrypt read verifi decrypt person think bad design tag avail separ entiti assum alway end one problem go implement sorri rant recent dealt particulari bad implement solut suggest split stream chunk encrypt separ uniqu nonc import chunk tag end verifi make gcm authent yes kind ugli go give access inner method make encrypt api altern find differ implement mayb even c librari suggest mbedtl best implement came across term api,2016-09-07 19:56:06.963 UTC,244,39378051,gcm cbc aes cipher go use along side streamwrit streamread forc alloc entir file memori obvious ideal larg file think make streamabl alloc fix size block memori feed gcm cbc assum probabl bad idea sinc must reason design someon explain oper mode use without alloc entir file memori,0.13524590163934427,33,aes encryption go,make gcm/cbc cipher streamabl golang,9,aes|encrypt|crypt|cbc|cipher|signing|authentication|availability|nonce,0.9994871020317078
design mistak api incomplet regard gcm stream mode oper therefor abl handl encrypt decrypt demand without stop stream seem cannot reus aead instanc previou mac state cannot directli api gcm encrypt implement gcm top implement ghash aead use encrypt larg amount data one go api design discourag encrypt larg amount data singl oper mean either data held memori b api oper stream fashion return unauthent plaintext return unauthent data danger nothard find peopl internet suggest thing gpg command provid stream interfac construct aes-gcm cours easi tomanipul plaintext applic tauthent process even applic carefulnot releas plaintext ui authent beenestablish stream design expos program attack surfac normalis larg ciphertext thu stream api nextprotocol come along like without realisingth issu thu problem persist prefer plaintext input chunk reason largepart say 16kib encrypt separ chunk need belarg enough overhead addit authent isneglig design larg messag incrementallyprocess without deal unauthent plaintext andaead api safer mention larger messag beprocess sinc aes-gcm one 64gib limit singleplaintext thought need ensur chunk correctord i.e count nonc first chunk first i.e start nonc zero last chunk belast i.e append empti termin chunk specialaddit data hard exampl see chunk use minilock even design still case attack causeth messag detect truncat want aim higher anall-or-noth transform use although requir twopass input alway viabl,2016-09-06 10:50:35.89 UTC,254,39347206,aes256-gcm implement go https://gist.github.com/cannium/c167a19030f2a3c6adbb5a5174bea3ff howev method interfac signatur larg file one must read file content memori unaccept possibl implement / interfac solv block cipher mode aead? wonder design mistak golang cipher lib miss someth import gcm,0.14173228346456693,36,block-cipher encryption go,encrypt file aes256-gcm golang,12,cipher|encrypt|crypt|aes|signing|signature|hash|authentication|danger|attack|safe|nonce,0.9994773864746094
firstli obligatori warn cfb mode sign homegrown crypto unless implement openpgp use ae mode aes-gcm nacl secretbox forc cfb mode hope authent ciphertext hmac least asid cfb mode go openpgp support openpgp use tweak cfb mode call ocfb standard cfb mode differ place go openpgp code appear interoper implement least nick correct test vector miss go packag test come openpgp code packag stand alon add test test vector section f.3.13 [1] best guess sourc differ cfb parameteris chunk size gener power two number bit block size underli cipher chunk size specifi gener taken cipher block size go code see [1] section 6.3 friendli explan given [2] small chunk size use dark age late 90s peopl worri thing cipher resync face ciphertext loss anoth implement use cfb1 cfb8 differ go cfb mode mani other go code support smaller chunk size [1] http://nvlpubs.nist.gov/nistpubs/legacy/sp/nistspecialpublication800-38a.pdf [2] http://en.wikipedia.org/wiki/block_cipher_modes_of_operation#cipher_feedback_.28cfb.29 investig follow input unsur bit/byt order input output http://play.golang.org/p/wl2y1ee6lk match tool provid http://play.golang.org/p/dnc42m2ou5 match tool http://aes.online-domain-tools.com/link/63687gdnzymapefh/ first byte match indic feedback issu check go packag code think bug edit second look cfb mode seem go code fine yeah implement wrong,2014-08-23 13:15:11.9 UTC,244,25462314,develop client-sid app go reli aes cfb server-sid written c problem go aes cfb implement appear differ mani other includ openssl wrote test theory:- run appear work perfectli howev encrypt byte past anoth aes implement decrypt use key iv plaintext corrupt except first byte http://aes.online-domain-tools.com/ provid simpl mean test suggest happen resolv it? thanksstev,0.0942622950819672,23,aes cryptography go,go aes cfb compat,8,aes|crypt|openssl|encrypt|signing|authentication|cipher|hmac,0.9994651079177856
problem code seem hash string php use md5 sign use hash sign md5 hash go program first 2 hash fix remov step php code replac line code hash use signatur algorithm exampl elabor bit these sign function first break sign verifi follow step sign hash messag encrypt messag hash use privat key encrypt hash signatur verifi hash messag decrypt signatur use public key yield hash encrypt sign compar calcul decrypt hash match signatur correct call php code sign step call go second third step verif process take hash second argument verifi signatur must implement first verif step name gener hash must hash algorithm sign verifi therefor must sha256 md5 go code sign use otherwis hash gener match recommend md5 signatur longer consid collis resist hash collis 2 differ strings/files/. hash detail check wikipedia articl md5 specif section collis vulner problem 2 messag md5 hash signatur attack signatur gener one string trick think sign therefor trust addit give correspond public key call save troubl copi data privat key new object,2018-09-10 10:23:30.933 UTC,237,52255715,try make app php creat ecdsa signatur document signatur verifi golang app privat key gener openssl tool prime256v1 curv key creat command php creat signatur use openssl_sign function attempt verifi signatur golang fail golang crypto/ecdsa crypto/ellipt packag code php golang wrong? anyon show work exampl golang verifi signatr creat php? tri differ version openssl_sign instead openssl_algo_sha256 tri openssl_algo_sha1 openssl_algo_sha512,0.31645569620253167,75,ecdsa go php,php creat ecdsa signatur verifi golang,13,ecdsa|signing|signature|private key|openssl|crypt|hash|md5|encrypt|public key|vulnerability|attack|trust,0.9994470477104187
decrypt valid scrypt function take password password hash creat function valid perform oper password function compar two hash check document verif function name usag decrypt misnom develop lack understand even encrypt cryptograph hash function origin input obtain,2018-05-18 12:27:37.207 UTC,223,50411340,tri mimic go function avail python librari https://pypi.org/project/scrypt/ decrypt scrypt gener digest given correct password seem go librari provid one function encrypt data seem python librari provid reverse/decrypt digest well provid function use scrypt simpler one-way hash function secur expert understand maths/numb feel tri replic python librari beyond understand presum possibl python librari appear achiev anyon know even start approach problem graciou enough time provid form exampl code help thank updat scrypt function fundament hash function use password deriv digest mean origin messag messag hash retriev understand place make sens golang interfac scrypt support function py-script function working? well look back https://www.tarsnap.com/scrypt.html state scrypt execut provid encrypt utility. simpl password-bas encrypt util avail demonstr scrypt key deriv function scrypt util invok encrypt data specifi encrypt data written standard output decrypt data specifi decrypt data written standard output ...and upon check py-script see emb version scrypt execut mean py-script call execut function although necessarili know tarsnap encrypt util built cover e.g actual encrypt algorithm utilis fact scrypt realli design key deriv function digest output use addit tarsnap function support encryption/decrypt,0.242152466367713,54,encryption go python scrypt,golang scrypt decrypt,9,encrypt|crypt|availability|password|hash|security|scripting|signing|validate,0.9994330406188965
start go cgo command document command cgo use cgo go command cgo write normal go code import pseudo-packag c go code refer type c.size_t variabl c.stdout function c.putchar import c immedi preced comment comment call preambl use header compil c part packag exampl preambl contain c code includ function variabl declar definit refer go code though defin packag c name declar preambl use even start lower-cas letter except static variabl preambl referenc go code static function permit see $goroot/misc/cgo/stdio $goroot/misc/cgo/gmp exampl see c? go? cgo! introduct use cgo https://golang.org/doc/articles/c_go_cgo.html cflag cppflag cxxflag fflag ldflag defin pseudo #cgo direct within comment tweak behavior c c++ fortran compil valu defin multipl direct concaten togeth direct includ list build constraint limit effect system satisfi one constraint see https://golang.org/pkg/go/build/#hdr-build_constraint detail constraint syntax exampl particular cgo write normal go code import pseudo-packag c import c immedi preced comment comment call preambl use header compil c part packag cflag defin pseudo #cgo direct within comment tweak behavior c compil exampl output stack smash detect without output stack smash detect,2018-10-04 16:38:59.993 UTC,255,52651692,want disabl stack protect go program tri simul vulner c librari want pivot go code howev seem find right flag disabl stack smash detect go code c librari code compil see alreadi ad cflag instruct begin c librari seem help previous tri ad via switch compil command fruitless well everytim try attack program 300*a string detect check file gdb tell option still active..could pleas point hint wrong flag disabl feature? thank much,0.0196078431372549,5,c compilation go security,disabl stack protect go compil program,4,security|protect|vulnerability|attack,0.999427080154419
ok realli found answer question find workaround share anyway memori profil @michaelhampton suggest memori profil program command reveal follow see memori consumpt come function packag call indirectli doc key deriv key password salt cost paramet return byte slice length keylen use cryptograph key particular correspond privat key gener json wallet file inde function alloc lot memori cryptograph comput understand though huge memori alloc seem persist key gener persist observ start server workaround confirm suspicion use anoth gener consist get key directli form hexadecim represent instead gener wallet file although return exactli object differ key gener use result 256mb persist memori alloc instead kb shown thu simul gener privat key json wallet store text file upstream know safe howsoev simul purpos suffici howev pretti sure expect behavior concern memori consumpt go open issu repositori,2018-08-10 18:03:49.827 UTC,214,51791869,develop rest servic interact privat ethereum blockhain network first use java web3j librari jersey everyth work expect singl instanc servic geth client take 500mb ram! need sever instanc ~40 run time simul purpos want someth lighter thu switch go 32-bit version window 10 origin go-ethereum packag howev surpris find memori consumpt program rise ~250mb soon call store result return took look sourc explain behavior normal yes why? miss something? code,0.037383177570093455,8,cryptography ethereum go go-ethereum memory,huge persist memori alloc go-ethereum `bind.newtransactor,5,crypt|password|salt|private key|safe,0.9994152188301086
