answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
"function connect-mstsc {&lt;# .synopsi function connect rdp session without password prompt .descript function provid function start rdp session without type password .paramet computernamethi singl computernam array comput rdp session open .paramet userth user name use authent .paramet passwordth password use authent .paramet credentialth powershel credenti object use authent remot system .paramet adminset /admin switch mstsc command connect session administ server .paramet multimonset /multimon switch mstsc command configur remot desktop servic session monitor layout ident current client-sid configur .paramet fullscreenset /f switch mstsc command start remot desktop full-screen mode .paramet publicset /public switch mstsc command run remot desktop public mode .paramet widthset /w paramet mstsc command specifi width remot desktop window .paramet heightset /h paramet mstsc command specifi height remot desktop window .note name connect-mstscauthor jaap brasserdateupd 2016-10-28version 1.2.5blog http://www.jaapbrasser.com .link http://www.jaapbrasser.com .exampl .\connect-mstsc.ps1 descript command dot sourc script ensur connect-mstsc function avail current powershel session .exampl connect-mstsc -computernam server01 -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc descript remot desktop session server01 creat use credenti contoso\jaapbrass .exampl connect-mstsc server01,server02 contoso\jaapbrass convertto-securestr supersecretpw -asplaintext -forc descript two rdp session server01 server02 creat use credenti contoso\jaapbrass .exampl server01,server02 | connect-mstsc -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc -width 1280 -height 720 descript two rdp session server01 server02 creat use credenti contoso\jaapbrass session resolut 1280x720 .exampl server01,server02 | connect-mstsc -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc -wait descript rdp session server01 creat mstsc process close session next session open server02 use credenti contoso\jaapbrass session resolut 1280x720 .exampl connect-mstsc -computernam server01:3389 -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc -admin -multimon descript rdp session server01 port 3389 creat use credenti contoso\jaapbrass /admin /multimon switch mstsc .exampl connect-mstsc -computernam server01:3389 -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc -public descript rdp session server01 port 3389 creat use credenti contoso\jaapbrass /public switch mstsc .exampleconnect-mstsc -computernam 192.168.1.10 -credenti $cred descript rdp session system 192.168.1.10 creat use credenti store $cred variabl .exampl get-azurevm | get-azureendpoint -name remot desktop | foreach-object { connect-mstsc -computernam $ .vip,$ .port -join -user contoso\jaapbrass -password convertto-securestr supersecretpw -asplaintext -forc } descript rdp session start azur virtual machin user contoso\jaapbrass password supersecretpw .examplepowershell.ex -command &amp { .\connect-mstsc.ps1 connect-mstsc server01 contoso\jaapbrass convertto-securestr supersecretpw -asplaintext -forc -admin} descript remot desktop session server01 creat use credenti contoso\jaapbrass connect administr session exampl use schedul task batch file > } look get-adgroupmemb where-object command",2017-11-16 00:38:48.9 UTC,423,47319693,good afternoon line code retriev ad group suffix -blah1 blah2 code show group abc-blah1 abc-blah2 want abl queri group specif user exampl user exist group want script tell ideas? thank,0.11583924349881797,49,powershell,powershel - retriev list group list find specif group member,8,scripting|password|user name|authentication|credential|authorise|availability|security,0.9970490336418152
know powershel 3 support box record stuck powershel 2 basic either legaci command suggest sever other imperson modul wrote awhil back specif address bring back dead got around similar credenti problem wrap .ps1 batch file win7 shift + r.click runa want psexec thu script run localsystem machin need credenti domaim user access network file locat allow store user password safe-ish encrypt file read user wrote set chang password done copi file plaintext password machin script next run read password encrypt delet plaintext password extra refin usernam encrypt well rather hardcod evid powershel cmdlet copy-item test-path etc support altern credentials. look copy-item certainli includ -credenti paramet abl pass whatev credenti want -credenti paramet someth $cred = get-credenti [enter credentials] copy-item -path $from -destin $to -credenti $cred try map drive remot system use net wshnetwork.mapnetworkdr method support credenti copy-item powershel 3.0 support credenti filesystem provid altern credenti simpli credenti paramet new-psdriv cmdlet command access newli creat drive oper includ copi move file normal drive full solut post someon got work look requir registri chang old question updat futur finder powershel v3 support use -credenti paramet filesystem oper hope help other search solut encount recent recent version powershel new bitstransf modul allow file transfer use bit support -credenti paramet follow sampl show bitstransf modul copi file network share local machin use specifi pscredenti object anoth handl use standard net command command howev support securestr password obtain credenti object decrypt version password pass net command sinc powershel support -credenti usag via mani cmdlet annoy map network drive via wmi prove unreli ps found pre-cach user credenti via net command work quit well oper use \\server\c$ path seem work use *-item cmdlet delet share done question address relat issu help use network share powershel,2009-03-04 19:14:05.533 UTC,324,612015,use ctp powershel v2 script written need go variou network share dmz copi file howev issu evid powershel cmdlet copy-item test-path etc support altern credentials. anyon suggest best accomplish task.,0.12037037037037036,39,powershell powershell-2.0,copy-item altern credenti,9,credential|scripting|dmz|password|safe|encrypt|crypt|username|security,0.9967787265777588
three way fix actual ask repair secur channel like need local admin account local trust relationship broken combin psexec powershel remot &lt;# help desk oper input#> $comput = read-host enter comput name $adminaccount = read-host enter local admin account $securepassword = read-host enter local admin password -assecurestr &lt;# creat plain text password object credenti object#> $bstr = [system.runtime.interopservices.marshal]::securestringtobstr$securepassword $unsecurepassword = [system.runtime.interopservices.marshal]::ptrtostringauto$bstr $credenti = new-object -typenam system.management.automation.pscredenti -argumentlist $adminaccount $securepassword &lt;#enabl ps remoting#> psexec.ex \$comput -u $adminaccount -p $unsecurepassword -h -d powershell.ex enable-psremot -forc &lt;# repair secur channel#> invoke-command -computernam $comput -credenti $credenti -scriptblock { test-computersecurechannel -repair} domain reset domain comput account probabl recommend environ environ found best solut prevent automat system restor probabl power outag similar older comput password discuss https://support.microsoft.com/en-us/kb/295049 solut run schedul task delet system restor point older current comput password system restor point left script creat new one.a detail write found http://blog.buktenica.com/issues-with-domain-membership-after-system-restor,2016-07-21 18:32:19.78 UTC,265,38511867,tri come script autom fix common issu domain environ trust relationship error help-desk employe run script requir variabl option use power-shel psexec accept user input naiv user look powershel simpl line fix issu googl research test-computersecurechannel -repair requir reboot well challeng powershel per simpl knowledg remot command execut enabl remot machin option > psexec avail default window 7 / citrix employe comput name sawd456335355 variabl - user input local admin administr local password variabl differ comput comput user input well accept special charact ================================= privileg admin level 1 account pop tri chang local comput use team viewer pop ask domain credenti instanc user name sth admingroup1password privleg admin password@123 &lt exampl,0.15471698113207547,41,powershell psexec relationship trust,trust relationship auto fix script,8,trust|scripting|security|availability|password|privilege|credential|user name,0.9955704212188721
cannot connect domain credenti domain credenti present process make connect account use process use network option runa use make connect sql server use integr secur cours process cannot actual run user domain comput trust relationship domain recommend look use runa /netonli prompt password write replac use createprocesswithlogonw api instead https://stackoverflow.com/a/758805/18255 allow process domain credenti domain use network connect verifi time still use local account thing caus problem get network resourc reli local domain? account fulli test runa /netonli work make differ network connect process try $sqlconnection.connectionstr = server=mypc;database=mydb;integr security=tru worri secur secur though work sql server 2012 secur hope help someone. cannot pass usernam password string try someth - sql credenti someth domain credenti someth work environ cours,2013-03-25 16:27:19.44 UTC,235,15619883,problem cannot connect sql server use domain credenti use sa credenti work queri run expect domain credenti error script error run script except call fill 1 argument network-rel instance-specif error occur establish connect sql server server found access verifi instanc name correct sql server configur allow remot connect provid name pipe provid error 40 - open connect sql server c:\scripts\powershell\myscript.ps1:28 char:1 + $sqladapter.fill$dataset + ~~~~~~~~~~~~~~~~~~~~~~~~~~ + categoryinfo notspecifi [] methodinvocationexcept + fullyqualifiederrorid sqlexcept point fact connect sql server comput domain therefor cannot sort authent passthrough idea cannot connect domain credentials? follow post offer advic check connect firewal etc work order script run perfectli sa local user domain,0.12340425531914893,29,powershell sql-server windows-security,cannot connect sql server powershel domain credenti,9,security|credential|scripting|authentication|firewall|integrity|trust|password|username,0.9951697587966919
,2013-10-16 20:18:30.043 UTC,229,19413032,want start without pass credenti script know password file hardcod script convert secur string start session howev want start session use current user credenti machin tri remot domain tri enter-pssess connect remot server fail follow error messag winrm cannot process request follow error occur use kerbero authent network path found possibl caus -the user name password specifi invalid -kerbero use authent method user name specifi -kerbero accept domain user name local user name -the servic princip name spn remot comput name port exist -the client remot comput differ domain trust two domain check issu try follow -check event viewer event relat authent -chang authent method add destin comput winrm trustedhost configur set us e http transport note comput trustedhost list authent -for inform winrm configur run follow command winrm help config inform see about_remote_troubleshoot help topic line:1 char:16 + enter-pssess &lt;&lt;&lt;&lt -computernam machineindomain + categoryinfo invalidargu machineindomain:str [enter-pssession] psremotingtransportexcept + fullyqualifiederrorid createremoterunspacefail kerbero pass current user credenti trust domain enter-pssess connect remot server fail follow error messag winrm cannot process request follow error occur use kerbero authent comput $remotehost unknown kerbero verifi comput exist network name provid spell correctli kerbero configur access comput correct common kerbero configur issu spn format http/$remotehost configur target kerbero requir specifi negoti authent mechan resubmit oper inform see about_remote_troubleshoot help topic seem domain problem,0.16593886462882096,38,kerberos powershell powershell-remoting session,ps remot session without pass credenti,10,kerberos|credential|scripting|password|security|authentication|user name|validate|trust|transport,0.9951217174530029
interest problem combin work? vm broken trust relationship test idea anyway paramet usernam password make sure know local administr account pass credenti provid remot shell even broken trust relationship powershel script use re-join comput domain anoth option chang polici comput account gpo set comput configuration\window settings\secur settings\loc policies\secur options\domain member maximum machin account password age 0 comput account password never expir rise secur issu though edit psexec open shell session got shell try experi netdom command remov comput domain add domain netdom join netdom remov support credenti pass suppli valid domain account credenti know exact command syntax save valu script file launch psexec,2013-09-23 16:33:13.047 UTC,196,18964407,number virtual machin snapshot appli use powershel script occasion virtual machin lose trust relationship domain break script longer powershel remot machin configur remot reset trust relationship virtual machines? perhap possibl rejoin domain involv remoting? altern solut manual rejoin domain requir log comput local found anyth otherwis far attempt put togeth script simpli remot box local administr point hope powershel reset password someth reset domain trust relationship howev result error last line think local administr account powershel remot remot virtual machin lost domain trust relationship rejoin domain,0.12244897959183673,24,powershell remoting,rejoin domain trust relationship lost,7,trust|scripting|password|username|credential|security|validate,0.994676411151886
first save credenti disk load disk creat $credenti variabl function receiv $credenti input run cours user encrypt credenti want howev encrypt differ key less secur add -key paramet decrpyt simplest approach see base provid wrap command insid anoth script one check credenti store prompt cred entri look exist give inform workflow look,2015-07-06 21:28:25.013 UTC,185,31255953,"want abl log viserv use powershel ask credenti first time script run save credenti password.txt file viserv password.txt file store local user comput user run script pain point credenti prompt keep pop user want run script sever time abl follow code anoth answer post stackoverflow link http://www.adminarsenal.com/admin-arsenal-blog/secure-password-with-powershell-encrypting-credentials-part-1 work found follow vmware blog link http://blogs.vmware.com/powercli/2011/11/have-you-seen-powerclis-credential-store-feature.html code vmware blogwith explan credenti store follow type don’t specifi user and/or password connect-viserv check credenti store find newli store credenti use default credenti store file store user profil directori encrypt got interest check “help *vicredentialstoreitem” detail -andrey anastasov,powercli architect =============and modifi version viserv code==========$hostnam = 192.168.10.10 right track? type credenti 1 time script call $cred variabl instead type credenti everi time",0.1945945945945946,36,credentials powercli powershell vmware vmware-server,viserv powercli prompt credenti first time powershel store credenti next script run,5,credential|scripting|password|security|encrypt,0.994132936000824
abl past error ad remot comput comput winrm trustedhost,2017-08-31 19:58:01.373 UTC,178,45989166,2 system sr01 &amp sr02 local administr account system domain local admin account differ password machin vm run enter-pssess sr01 sr02 throw error error:enter-pssess connect remot server sr02.domain.com fail follow errormessag winrm cannot process request follow error errorcod 0x80090311 occur usingkerbero authent current logon server avail servic logon request possibl caus -the user name password specifi invalid -kerbero use authent method user name specifi -kerbero accept domain user name local user name -the servic princip name spn remot comput name port exist -the client remot comput differ domain trust two domain check issu try follow -check event viewer event relat authent -chang authent method add destin comput winrm trustedhost configur set orus http transport note comput trustedhost list authent -for inform winrm configur run follow command winrm help config moreinform see about_remote_troubleshoot help topic.at line:1 char:1+ enter-pssess -computernam $server -credenti $cred+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ + categoryinfo invalidargu sr02.domain.com:str [enter-pssession] psrem otingtransportexcept + fullyqualifiederrorid createremoterunspacefail script use $cred=get-credenti enter-pssess -computernam sr02 -credenti $cred,0.15730337078651685,28,authentication powershell windows,winrm cannot process request error 0x80090311,10,authentication|password|kerberos|availability|user name|validate|trust|transport|credential|scripting,0.9936221241950989
,2015-05-07 08:57:34.387 UTC,157,30096359,remot desktop box prompt select yes connect box try login box credenti powershel error list end post $hst mybox $usernam mybox\myus q powershel mimic select yes button? error new-pssess [mybox] connect remot server mybox fail follow error messag winrm cannot process request follow error errorcod 0x80090311 occur use kerbero authent current logon server avail servic logon request possibl caus user name password specifi invalid kerbero use authent method user name specifi kerbero accept domain user name local user name servic princip name spn remot comput name port exist client remot comput differ domain trust two domain check issu try follow check event viewer event relat authent chang authent method add destin comput winrm trustedhost configur set http transport note comput trustedhost list authent inform winrm configur run follow command winrm help config inform see about_remote_troubleshoot help topic analysi target box winrm run expect firewal rule place user part admin group psremot enabl,0.1464968152866242,23,powershell winrm,powershel new-pssess issu,12,login|credential|username|kerberos|authentication|availability|user name|password|validate|trust|transport|firewall,0.9934477806091309
found unabl test point edit mention queri ad run local admin account part ad ad account queri password expir account test seem design new hire need devis make password expir certain time instead upon first logon,2015-05-30 15:28:57.64 UTC,144,30547930,creat powershel wizard guid user process remot join comput domain.th script run login standard local administr queri ad join comput add-comput use credenti concern user.th user explicit permiss one specif ad comput account join comput domain domain administr everyth work fine new hire password “user must chang password next logon” .whenev queri someth ad use credenti user password expir alway gener error “unknown user name bad password.” determin password expir account use account prompt password change? possibl all?how window os logon? question queri user expir password activ directory? scenario anoth account avail queri ad,0.125,18,detect passwords powershell,detect whether ad user password expir without second account queri ad,7,password|scripting|login|credential|user name|availability|signing,0.9930663108825684
