postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
233,https://api.github.com/repos/defuse/php-encryption/issues/233,issue,pbkdf vs bcrypt key deriv,hi accord everyon except fip agre pbkdf worst accept option still accept tune bcrypt pbkdf comput time pcs take time gpu comput bcrypt asic use mine bitcoin altcoin rise comput power bitcoin strong exampl bitcoin use sha litecoin use scrypt even asic mayb modifi comput pbkdf mani gpu mine industri comput algorithm univers consider second thing bcrypt recommend algo password hash php password hash use bcrypt user password use input bpkdf key deriv bcrypt storag useless pbkdf less secur bcrypt suffici break pbkdf reveal encrypt key user password assum key protect hack server howev bcrypt disadvantag bcrypt bit pseudorandom output key sure entropi case pbkdf limit byte input data pbkdf dos impli limit allow choos bcrypt bpkdf librari think,yes bcrypt better pbkdf password verif bcrypt ever produc bit wherea pbkdf use gener output size need someth accept password base kdf built php offer bit binari string output unfortun solut fit ticket pbkdf pbkdf fine especi random salt high iter count iter count devic compar bcrypt cost best solut argon current avail user right libsodium php want simpl interfac libsodium wrote maintain tri bring libsodium php everyon libsodium halit without pecl great devic gpu asic iter count adjust paramet pbkdf sha vs bitcoin sha gpu asic miner good answer go option bcrypt option chang iter count add complex api user wonder chose let choos best option wrong fault anytim make fault someth went wrong user fault win usabl secur will consid use bcrypt alongsid pbkdf think end unreview kludg like introduc bad secur bug attempt expect advantag bcrypt bit divid case password hash kdf hard articul try password hash store hash tri defend attack identifi input output consid public threat model perspect kdf deriv anoth secret persist attack grab password hash try billion combin per second try identifi password attack pbkdf sha aes ctr hmac sha differ case know output algorithm test becom much slower high bandwidth oper wherea alreadi hash need emit yes found input produc hash salt found yet devic gpu asic gpu give x x speedup cpu bcrypt cost actual gener equat pbkdf sha iter round simplic iter count adjust paramet suffici need higher secur argon mean suck instal libsodium pecl php pbkdf sha vs bitcoin sha gpu asic miner pbkdf fine sub optim insecur password sha woefulli inadequ want bit key bit hmac first bit bcrypt last bit pbkdf password hash bcrypt secur hmac less secur version use aes ctr hmac sha kdf pbkdf hkdf use sha split input encrypt key authent key long input either suffici strong password cryptograph secur key gener librari algorithm reliabl produc output bit secur level go try pbkdf bcrypt approach delay releas technic code frozen secur review,16,83,crypt|sha|password|hash|security|encrypt|protect|hack|salt|availability|attack|threat|aes|hmac|insecure|authentication,453,0.18322295805739514,0.5796377062797546
1276,https://api.github.com/repos/phpseclib/phpseclib/issues/1276,issue,mcrypt bind use openssl engin expect,hello use phpseclib troubleshoot deprec error come ssh understand phpseclib suppress still see releas wrap call etc error handler probabl issu end asid moment difficulti understand phpseclib use mcrypt bind begin tell use openssl bind exchang dz ydi x c c e f ffie hellman gro x e exchang sha x c c c e diffi hellman x f c group sha dif x c c e f fie hellman grou x f p sha ssh r x b c c sa ssh dss ae x c c ctr aes x c ctr aes ctrar x e f c f cfour arcfour x f c c aes cbc x c c f des cbc blowfish x c cbc cast cbc x c c aes cbc aes x c f c cbc arcfour r x e c c ijndael cbc x f e c e c tor liu se ae x c ctr aes x c ctr aes ctrar x f c f cfour arcfour x c c aes cbc x c c f des cbc blowfish x b c cbc cast cbc x c c c aes cbc aes x c f c cbc arcfour r x e e c c ijndael cbc x f f e c e tor liu se hm x c ac md hmac sha x c c hmac ripemd x f hmac ripemd x e e f c penssh com hmac x c sha hmac md x c hmac sha x c hmac sha x c hmac sha x c hmac sha x c hmac md hm x c ac sha hmac rip x b c emd hmac ripe x c f e e f md x c c hmac sha h x e c mac md hmac x f c sha hmac sh x c hmac x c ha hmac sha x e f e none x c c e f e c c zlib none zl x ib x b f ethertyp ipv x length tos x ttl id offset flag df proto tcp length flag cksum x incorrect x seq ack win option nop nop ts val ecr length x aa c e x x e c e bc f b x f ac z j g x c c e b f ethertyp ipv x length tos x ttl id offset flag df proto tcp length flag p cksum x incorrect x f seq ack win option nop nop ts val ecr length x f c e x e c e bc f b x f ac b z j k x c c c ad ac c e j c x e e ab e di x c c e f ffie hellman gro x c sha diffi x c c e f hellman group x c c c sha diffi hell x e f e man group exchan x c ge sha diffi h x b c c e f ellman group exc x c e f hang sha x c ssh rsa ssh dss x e e f c arcfour ar x f f c cfour aes x c c ctr aes ctr x c f es ctr twofi x c f h ctr twofish x c f ctr twofish x c ctr aes cb x c c c aes cbc aes x c f cbc twofish x c f cbc twofish x c f cbc twofish x c f cbc twofish cbc x c c f c c blowfish ctr bl x b f c owfish cbc des x c c e ctr des cbc x f c f arcfour arcfo x e c ur aes ctr x f c c aes ctr aes x c f ctr twofish x c f ctr twofish x c f ctr twofish x c c ctr aes cbc x c es cbc aes x c f cbc twofish x c f cbc twofish c x c f bc twofish cb x c f c c c twofish cbc bl x f c c f owfish ctr blowf x c ish cbc des ctr x b c des cbc hma x c c c sha hmac x c sha hmac sha x e c c hmac md hm x f ac md hmac x c ha hmac sha x c c hmac sha h x c mac md hmac x e f e e md none n x f e one x e np isvalidengin base php cipher name opensslrc openssl cipher name opensslrc openssl cipher method arcfour encrypt algorithm crypt instanc algorithm rc instanc probabl someth dumb anyon give hand smile thank,openssl support continu mode ssh use exampl mean say plaintext expect equal expect fact php openssl bind equal probabl equal ssh howev equal state reset success call yet php bind openssl phpseclib abl emul continu mode block cipher stream cipher rc mcrypt preferenti use openssl thank perfectli clear,12,126,crypt|openssl|ssh|sha|diffie hellman|aes|cbc|hmac|rsa|validate|cipher|encrypt,827,0.1523579201934704,0.5624581575393677
350,https://api.github.com/repos/PrivateBin/PrivateBin/issues/350,issue,use kdf protect bruteforc attack,hi fare see password hash suggest improv password want past privat case make sure strong password share privat end end encrypt use key deriv function kdf instead use sha secur shorter password improv run javascript client side server need chang power assumpt result attack use brute forc need much time hack even short password achiev kdf take input password password salt iter number return new password depend user password iter number chosen differ make kdf hash uniqu entri hash messag creation time take salt exampl password size smaller take iter need second calcul password size char take iter need second calcul password char take iter need onlin millisecond valu randomli taken understand real time differ extrem result attack need day year ms year brute forc combin given attack million time faster second year year use kdf mh million time faster second second day see kdf improv secur password significantli implement featur rel easi ad kdf pars password kdf suffici switch use determin iter count cours valu chosen minim neg impact user exampl password smaller char take second less ms good whole databas stollen password weak,password never store stolen server share anoth channel sjcl librari automat use kdf given password js string agre feed sha password needlessli reduc complex unicod charact hexadecim past format chang plan releas plan raw password instead base key raw random bit alreadi point form potenti weaken limit avail permut increas size whole open question us two effect balanc agre trust implement kdf purpos instead someth kdf top sjcl librari automat use pbkdf kdf given password js string default iter see recommend iter pbkdf cost factor iter count time pbkdf function iter longer take comput password hash therefor iter count larg verif server perform allow typic least iter nist special public password never store stolen server share anoth channel true access encrypt data easili bruteforc password offlin attack sha use password must hash one time fast million use kdf salt timestamp take much time long attack attack webinterfac detect bruteforc attack local data limit fast password test store password algorithm bcrypt use useful appli replac sjcl web crypto api chang format past anyway thank recommend thank look forward wait make small chang increas updat old data decrypt new instanc privatebin got implement webcrypto branch sinc number iter alreadi part exist format even backward compat exist version read past creat higher iter count vice versa exist version read past creat higher iter count vice versa strang though obvious output pbkdf differ differ round otherwis whole key stretch make sens wonder sjcl implement pbkdf need told mani iter sjcl specifi default number alway part output past format mean number increas new messag without loos abil read old format chang iter sjcl abl decrypt new messag use number specifi past plan chang though ah see thank number anoth k quit good,14,64,protect|attack|password|hash|sha|encrypt|crypt|security|scripting|hack|salt|signing|availability|trust,478,0.13389121338912133,0.51584392786026
10759,https://api.github.com/repos/symfony/symfony/issues/10759,issue,securerandom secur,securerandom class symfoni compon secur core util fall back home made crypto construct openssl random pseudo byte avail case instead try gather secur random byte os via read dev urandom use mcrypt creat iv mcrypt dev urandom current implement tri secur random byte openssl fall back home made construct question ad complex openssl extens openssl share secur issu follow standard gather random byte straight os need openssl middleman ad surfac implement error bug benefit secur audit os level random number generato said suggest updat current nextbyt method try first mcrypt creat iv dev urandom attempt fail exit immedi error otherwis probabl fals sens secur,quick mockup secur random number gener wager openssl much commonli instal mcrypt definit need one two window support btw alway avail window beyond think much differ mayb offer inform opinion differ mcrypt creat iv openssl random pseudo byte mcrypt creat iv userspac csprng openssl random pseudo byte ideal inde avoid userspac csprng shame univers function php core gather secur random byte pretti good mcrypt creat iv read straight dev urandom happi recommend openssl random pseudo byte mayb must satisfi broader compat openssl random pseudo byte come question need discuss first opinion typic quit inform say least said found typic case mcrypt openssl support typic pretti co relat user typic either neither instal intern method use actual quit significantli weak ever use minim amount entropi see php secur book chapter insuffici basic problem come quit predict moder size state without suhosin instal seed pure time offer hand bit actual entropi use time base lcg offer hand bit actual random entropi best complet gener intern system go provid less bit actual entropi per block gener clock read provid approxim bit mean actual entropi contain seed file trivial small suggest either throw except secur random sourc avail mockup pull mani possibl sourc need support mani system far mcrypt vs openssl debat mcrypt thin proxi good thing openssl much complic intern massiv broken sever oper system sever year go mcrypt first option fallback openssl mani possibl preemptiv prevent bad blood meant inform opinion close use see,6,44,security|crypt|openssl|availability|audit|signing,349,0.12607449856733524,0.5021071434020996
29,https://api.github.com/repos/ircmaxell/password_compat/issues/29,issue,store half salt insid ini,api realli use use php propos littl improv sort pepper want premis know pepper techniqu alreadi propos past think propos better need pass addit pepper paramet php variabl imho better use block cypher think good idea possibl add x charact variabl ini file ini salt password hash invok default gener salt length x length salt algorithm requir password hash complet ini salt gener hash output salt gener password hash ini salt cours password verifi must complet salt use ini one store ini salt php variabl read ini time cours chang ini salt rehash db password well document insid ini furthermor protect site db compromis cours ini salt ignor salt specifi password hash option salt store insid hash complet password verifi password need rehash read ini salt furthermor result salt length incompat algorithm function rais error let know think,biggest strongest argument requir modif bcrypt algorithm fact crypt librari implement complet tabl mention better use block cipher say block cipher design exact modifi function someth outsid design spec better use two tool insid design spec addit check stackoverflow reason concept look bad less optim one block cipher use instead need chang bcrypt algorithm describ propos suggest add anoth paramet suggest divid salt two part db salt part gener api store insid db ini salt part pregener ans store insid api ini file api divid recollaps salt standard hash function accept one paramet usual salt stack overflow answer find interest agre anyway complet convinc last part think block cipher real problem hacker mean hacker see db salt column user tabl varchar char password column high probabl use password api column data format expect api insert inform algorithm option guess use cipher try two decryptor part php standard fast guess pepper sinc find pepper must brute forc violat entir site object pepper stack overflow answer think appli propos sinc feed anoth hash hash function complex well current salt bit wide mean includ secret compon sacrific bit way small secret larg salt say bit secret bit salt problem secret short attack sentinel password brute forc secret time good small salt larg secret say bit salt bit secret problem salt get short need long enough decent chanc statist uniqu among databas thank birthday chanc collis hash chanc collis k hash low salt effect collis occur attack parallel attack across multipl user make far cheaper attack larg secret practic larg brute forc leak otherwis compromis basic hand key password attack small salt henc sever diminish parallel protect medium salt medium secret say bit salt bit secret fall middl salt collis chanc around million hash still low enough happen practic practic decent still realist high brute forc within reason still say well problem gain pepper part kept secret lose system compromis secret reveal hand attack databas use small enough salt gain advantag brute forc even hand collis significantli valuabl attack portabl concern anoth problem chang output function current use format bind libcrypt almost everi singl program languag mean password gener verifi program languag nativ vice versa pedant type request go libcrypt instead flush downstream encrypt state column data format expect api insert inform algorithm option guess use cipher try two decryptor part php standard fast guess pepper sinc find pepper must brute forc violat entir site consid aes use bit key proper encrypt implement requir approxim decrypt attempt chanc guess encrypt key put number perspect tri trillion candid key per second take around trillion time age univers brute forc chanc find key fast guess pepper pepper ad anyth beyond addit happen case encrypt key discov much sinc algorithm still strong attack get key still need brute forc everi hash separ sinc use larg enough salt statist uniqu algorithm mention mean hacker see db salt column user tabl varchar char password column high probabl use password api whole point design algorithm requir secret secur secur one definit secur obscur instead bcrypt henc password hash design salt algorithm complet public without compromis degre practic secur algorithm design oppos tri invent modifi pleas roll crypto system compromis secret reveal hand attack databas use small enough salt gain advantag brute forc good point consid aes use bit key proper encrypt implement requir approxim decrypt attempt chanc guess encrypt key sorri newbi statement p discuss healthi feel bad post learn check work without open free flow inform wors spot today thank,14,122,salt|cipher|password|hash|protect|crypt|signing|hack|violate|attack|leak|encrypt|aes|security,725,0.16827586206896553,0.5007439851760864
27,https://api.github.com/repos/ircmaxell/password_compat/issues/27,pr,gener formula calcul raw salt len,ad gener formula calcul raw salt len alway return valu least amount data requir given requir salt len,wrong charact enough satisfi salt length charact enough see come given number n base digit calcul number byte base encod least n digit easili see make sens look bit matter interpret mean variabl inconsist result let bit express base digit formula tell us gener byte raw salt less bit take bit tell us gener byte raw salt bit right gener problem cannot simpli deriv number bit requir algorithm number base digit exampl bcrypt use base digit give us theoret salt length bit cover bit need byte raw salt realiti howev bcrypt expect byte salt remain bit base represent use explain inner work bcrypt gener formula see two solut assum algorithm oper full byte salt never someth bit salt valu maximum number byte exceed give us formula post actual make sens revers formula calcul simpli hard code data librari current case futur algorithm full byte salt go bit formula definit wrong,3,16,salt|encode|crypt,175,0.09142857142857143,0.487216979265213
749,https://api.github.com/repos/phpseclib/phpseclib/issues/749,pr,hash rm intern mhash support hash ext built,per php includ hash default per md support ad php sinc branch requir namespac php depend alreadi remov fallback option crypt hash php eg mhash intern mode sure hash disabl compil time php pcre disabl compil time well chang caus fatal error script call hash mode intern whatev asid unit test surpris anyon anyway none less concern put master big deal either,remov crypt hash php togeth suppos replac call hash hash hmac appropri one thing crypt hash php keep track hash length select hash algorithm incorpor class easili enough well necessarili see big benefit think time probabl better spent thing other think done hummm hash class realli wrapper around hash post patch exampl silent sha weird see hash support truncat hash sha least hash algo return list support hash function think make sens keep hash class unit test test function provid howev improv kind necessari imo specifi hash support throw invalidargumentexcept check use hash algo keep mind follow point gener support truncat hash e g whirlpool return first bit full whirlpool hash mayb check length within bound e g throw except sha guess make assum present end altho point php ad hash sha instead sha problem quit simpl check see hash algorithm hash algo hash length still need hard code individu hash length use exampl crypt rsa php net ssh php switch statement still necessari mean guess whenev chang hash length taken actual creat hash empti string strlen idk seem bit ineleg throw except hash algorithm unsupport fine exact match sha hash algo hash instead appli truncat logic mayb keep lenght well known hash algorithm sha call strlen hash otherwis good idea updat pr time permit remain question whether good idea alway truncat right hand side output hash made suggest updat thank let silent fall back sha rather present form error think exist hash test combin new hash test test function left e g truncat hash hash key hash without key known lenght e g sha unknown length e g whirlpool look miss yah suggest ad test case time releas want releas want hold anymor anyway stuff come today took longer expect need go bed tag updat changelog md readm md file tomorrow readi merg merg master fall back sha throw except instead remov sha default argument constructor add test gethash getlength inde almost readi feel free reopen master correct bookkeep though fall back sha throw except instead well case guess finish work figur either user error except remov sha default argument constructor actual kinda sha default argument constructor stuff crypt aes default cbc mode explicitli specifi mode think order except introduc matter much regard unstabl develop branch fact pr look good sha longer use sha even sha aes cbc case one rather aes gcm anoth aead cipher think default usu gener like lead novic user use deprec crypto want default rather chang sha,11,79,hash|crypt|scripting|hmac|sha|validate|rsa|ssh|aes|cbc|cipher,484,0.16322314049586778,0.48509636521339417
11,https://api.github.com/repos/ircmaxell/password_compat/issues/11,pr,raw length salt,think bad requir byte entropi salt byte need underli bcrypt function crypt expect bit salt,well main reason calcul instead hard code algorithm ad later defin custom number byte need direct port c code behind tempt close depart intent origin algorithm suppos maintain compat practic issu sure other think agre accept patch technic correct patch reduc flexibl go forward new algorithm requir revers current code someth similar event still next time hash algorithm introduc well reson raw length comput comput give wrong result algorithm ad switch know best mani raw byte need assign variabl raw length belong switch togeth assign requir salt len even strongli relat one variabl cannot comput depend bcrypt algorithm php call system depend older versoin php barf get mani bit salt ok think quit true said point start raw length reliabl comput requir salt len around sinc raw length fundament assign variabl switch import assign one variabl comput see patch reduc flexibl code miss hard code switch right next hard code anoth thing case bcrypt byte suppos encod bit encod bcrypt slightli differ base encod thu last charact alway either e u base encod byte string nd char either q g w base encod byte string nd char anyth rd charact care code robust underli bcrypt algorithm implement close outstand pr even bother answer comment close request sorri fix hand sinc merg go go think hard code length necessarili best fix encod th string thank wrong chose gener say produc robust nd bit correctli point base serial charact alway produc nd charact differ bcrypt serial produc impli least bit th charact wind output demonstr quit simpli note output contain two distinct hash show bit th charact use result hash therefor gener produc variabl salt base letter quiet crypt base encod encrypt aaaaaaaaaaaaaaab ywfhywfhywfhywfhywfhyevqlcr rpeythsedrgrpc xhpyevw g thing achiev ad th byte sometim effect increas random number use noth gain extra byte form entropi sourc vain add one extra bit salt much still trivial consid none sourc block remov extra byte caus deplet issu demonstr neg ensu produc add extra bit correct robust nd charact encod string replac q g w e u misunderstood add bit effect add number thing routin crypt oper byte bit increas neg consequ big think unnecessari random byte need thing need correct chang done thank thank patienc persist,6,33,salt|crypt|hash|signing|encode|encrypt,390,0.08461538461538462,0.4812784194946289
10764,https://api.github.com/repos/symfony/symfony/issues/10764,issue,secur increas secur password hash strategi,know symfoni open sourc rainbow tabl exist appli brute forc find plain text equival hash case databas penetr differ care hacker access salt realli problem fact salt public rfc especi remot servic salt public salt key hacker salt read password encod see assembl strategi password salt last unknow factor abl demerg number iter think realli hard lot peopl take round number default valu doc hope find combin retriev password famou rainbow tabl sha md think bcrypt new strong hasher impact ad key secret key mean assembl password encod combin salt key password iter imposs find key iter sourc code find alreadi ts harder imposs imposs without sourc code paranoiac,extra random call pepper realli saver anthoni ferrara gave wonder present cant find moment use good hash algorithm true random rand mt rand someth openssl random pseudo byte salt high iter recommend implement peopl screw new password hash librari good rememb good hash algorithm high iter count end noth protect password crack increas time crack make chang success match abl smaller hack go notic long time must alway reset hack password even hash yeah pepper right gener salt true random improv applic keep secret brute forc attack salt public got access dabas see user salt sniff api stream got pepper help attack access hash valu databas control server therefor know pepper pepper improv exempl follow password easili dictionari attack even correctli use slow key deriv function long pepper stay secret prevent dictionari attack case protect weak password often recommend combin password pepper hmac case pepper fulfil job long stay secret becom known neither give advantag one care result hmac binari output bcrypt implement stumbl null byte pepper password hash iter agre secur compon open sourc make high iter iter sens pattern merg usernam password readabl sourc code make iter case iter load server noth case iter load server noth goal use high number iter precis make comput slower noth goal cost bcrypt pepper local parameter tradit call save hash properli implement question whether make sens implement function without dedic devic detail inform take look especi slide start local paramet said think better complic hash process introduc local parameter password stretch cost choos cost set take less ms comput product server otherwis make password verif oper involv password hash weak spot dos actual default bcrypt cost set symfoni secur bundl arguabl high moment long pepper stay secret plan yum eventu pepper must retriev somewher applic hack easi databas trust password long leak weak password use pepper help make secur must alway enforc strong password found video look realli suggest writeup problem pepper approach short far better way goal pass result hash cipher aes exampl store encrypt result goal use high number iter precis make comput slower noth goal cost bcrypt misspok say iter useless spend certain level high compar gain provid plan yum eventu pepper must retriev somewher applic nativ know pepper pepper never transport weak password use pepper help make secur must alway enforc strong password without imho find found video look realli suggest watch look tonight thank mean leav developp creat dedic servic featur half agre prevent password comparison case sql inject imho detail inform take look especi slide start local paramet look tonight thank writeup thx mean leav developp creat dedic servic featur half agre prevent password comparison case sql inject imho yes advanc topic think reason try offer support symfoni gener purpos web framework password hash leak sql inject realli reason say hash got leak worri super secret extra key hide app server sourc code one go break hash least doubt see document understand implement insid framework specif strategi disadvantag hand better encourag develop overrid passwordecod chang strategi merg password salt simpli put warn document imo think know coupl p merg good thing made day ty v hand better encourag develop overrid passwordecod chang strategi merg password salt elabor mean typic password hash algorithm take salt salt password password need kind merg algorithm construct secret secret user password unless sort local paprameter util local paramet pepper call exampl aes key mean want need henc return salt part hash need store salt separ talk encod encod sha md current use code associ salt password sinc php api sha md support integr salt unless wrong agre algorithm support salt need retriev suppli password valid hash user log therefor locat salt need defin retriev crypt function store hash algorithm salt use hash algorithm defin long salt mayb better suggest chang basepasswordencod crypt break backward compat though think fallen common fallaci expos salt weaken secur use sha md secur weak default big issu sha md use password hash fast algorithm tunabl modern hardwar run billion hash second sha xamd hd schneier interest breakdown sha hash collis asid bitcoin use doubl sha specialist mine hardwar capabl th x less us k soon anoth devic avail th x cost world biggest brute forc attack agre sha md weak crypt huge bc product try rephras clearli english nativ languag mess littl tri want chang encod system password said user use md sha weak algorithm risk given mergepassword demergepassword function readabl code sourc open although chang number iter remain guessabl integ default number doc case say everyon c take anyway clariti mergepassword function much easier find password process defin independ applic conclus imho symfoni provid final solut merg demerg password salt sha md plaintext case provid default solut display warn debug toolbar tell develop care defin custom method merg password salt encod know agre introduc weak hash password greatli shorten time break password rather think help lot tunabl modern hardwar run billion hash second sha xamd hd billion second problem amd hd use break password sever cluster node today ever virtual make easier less costli illustr let explain exampl salt password easi clarifi read user use weak algorythm sha md etc bob account follow password azerti associ salt paul hacker databas access sysadmin know yet access data see reset password see hash salt bob must guess number iter follow equat codecogseqn number iter state iter exactli near knowledg equat weak unabl predict still get problem built encod plaintextpasswordencod simpli use de mergepasswordandsalt method basepasswordencod bcryptpasswordencod use built php password password compat function specifi cost messagedigestpasswordencod use built php hash function algo iter de mergepasswordandsalt default algo sha iter pbkdf passwordencod messagedigestpasswordencod use hash pbkdf function except plaintext encod secur sensibl default expos salt inter cost reduc secur long salt random iter cost high enough algo iter cost alter configur attack know chang default without access run code solv issu far tell appli messagedigestpasswordencod pbkdf passwordencod bcryptpasswordencod strong enough right cost moni time solv equat imposs work believ see differ algorithm use bcryptpasswordencod pbkdf passwordencod public algorithm messagedigestpasswordencod implement c rather php salt appli bcrypt secret either algorithm requir secret secur bad hash algorithm claim knowledg equat weak fli face year cryptograph research reli secreci algorithm critic failur check excel secur stackexchang detail explan sure confirm believ messagedigestpasswordencod well use sha iter chang algo iter attack pretti big guess game unless access configur far goe demonstr weaker said still plenti strong enough vast major usag actual alreadi writeup gener stackoverflow implement gener openwal phpass portabl definit within rang accept term strength bcrypt pbkdf better order magnitud system run reason set test see k round sha decent much impetu upgrad build new system go bcrypt pbkdf instead yep great articl fact go sleep less stupid tonight yum secur enough document send apreci convinc thank good writeup use hash hmac bcrypt user password messagedigest api auth laptop dual core cpu ghz take ms password hash bcrypt take ms secur delag password encod extern worker via amqp exampl yes bcrypt key stretch realli strong cost freez page second ticket close yes thank answer messag origin de christoph coevoet envoy symfoni symfoni cc johann saunier objet symfoni secur increas secur password hash strategi close repli email directli view github,27,253,security|password|hash|rainbow table|hack|salt|encode|sha|crypt|openssl|protect|crack|attack|snif|hmac|username|trust|leak|cipher|aes|encrypt|transport|sql injection|decode|integrity|validate|availability,1315,0.19239543726235742,0.4807701110839844
1134,https://api.github.com/repos/phpseclib/phpseclib/issues/1134,issue,function mcrypt list algorithm deprec,php yell deprec error phpseclib crypt common symmetrickey php php deb suri org trusti cli built nts,phpseclib use error suppress oper mcrypt function call sinc version releas octob recommend upgrad latest version phpseclib either branch remov mcrypt go happen deprec tho still heck lot faster pure php implement fact use system suggest openssl avail mcrypt gonna fastest encrypt php glad see pass test actual look littl deeper open found code check mcrypt avail attempt ideal fact use system suggest openssl avail mcrypt gonna fastest encrypt php actual suggest system need updat openssl avail mcrypt henc start find stagger remov dead librari favour one dead find stagger remov dead librari favour one dead gain remov mcrypt support purist jolli output grep look good yippe thing remov mcrypt get us alreadi establish mcrypt yield error even php lose remov mcrypt support speed altern hell lot slower short remov mcrypt support gain someth small lose someth kinda big see worth pass test thank code first check instal tri lead point peopl php instal call speed benefit simpli seen honest origin post knew use instal good remov mcrypt go happen deprec tho still heck lot faster pure php implement agre howev altern e g libsodium fact use system suggest openssl avail mcrypt gonna fastest encrypt php mean openssl php extens mcrypt extens neither requir need agre howev altern e g libsodium libsodium implement mani algorithm mcrypt implement algorithm implement follow x ellipt curv diffi hellman curv ed edward curv digit signatur algorithm curv xsalsa extend nonc salsa stream cipher chacha stream cipher xchacha extend nonc chacha stream cipher poli polynomi evalu messag authent code modulo blake b cryptograph hash function siphash fast hash collis resist ideal hash tabl mcrypt implement lot overlap mean openssl php extens mcrypt extens neither requir need true say still place mcrypt use mcrypt instal prior php use blowfish key length equal openssl use thx info,11,50,crypt|trust|openssl|availability|encrypt|diffie hellman|signature|nonce|cipher|authentication|hash,323,0.15479876160990713,0.4697905480861664
