answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
,2019-06-12 03:25:37.32 UTC,96,56554285,attempt make rubi restclient call boomi api server abl make success call use postman set ssl certif verif gener set look make success call use restclient far unsuccess made certain ssl cert fine use inform link tri set option give 401 error give result default set look provid behavior see postman seem ssl connect made certif block postman done use restclient? expect respons boomi api respons postman ssl certif verif get respons use restclient restclient::sslcertificatenotverifi ssl_connect returned=1 errno=0 state=error certif verifi fail,0.17708333333333334,17,openssl postman rest-client ruby ssl-certificate,self-sign ssl certif block rubi restclient post boomi api,4,openssl|ssl|certificate|signing,0.9902186989784241
,2015-10-29 08:54:36.207 UTC,84,33409677,one client notifi upgrad ssl version tls1.1 ceas support tls1.0 read came know openssl handl protocol negoti automat given current rubi version i.e 1.9.3 avail openssl version openssl 1.0.1i 6 aug 2014 compli rubi see [:tlsv1 :tlsv1_server :tlsv1_client :sslv3 :sslv3_server :sslv3_client :sslv23 :sslv23_server :sslv23_client] list avail ssl protocol support openssl upgrade? openssl version upgrad rubi version recompil current version new openssl upgrad rubi sinc rvm upgrad openssl librari updat need current version rubi openssl work tls1.1,0.32142857142857145,27,openssl ruby ruby-1.9.3 ssl,support tls_1.1 rubi 1.9.3,4,openssl|ssl|tls|availability,0.9895251393318176
error messag connect server use secur connect http certif certif chain check valid root certif certif chain pass valid root certif trust root certif error osx rvm see readm altern read issu,2017-02-27 14:23:35.01 UTC,53,42488112,tri http page rubi method sometim succe sometim error reason happen come websit work,0.2641509433962264,14,openssl ruby ruby-on-rails,openssl::ssl::sslerror rubi open method,6,openssl|ssl|security|certificate|validate|trust,0.9843302369117737
chang version gemfil match version rubi use replac line line line dl warn ignor,2015-04-07 00:59:19.327 UTC,35,29482022,fix use lenovoy50 window 8.1 osdl deprec pleas fiddleyour rubi version 2.1.5 gemfil specifi 2.1.2,0.02857142857142857,1,ruby security,fix rubi gem error,1,security,0.9782024025917053
loginclient.options[ protocol.http.ssl_config.verify_mod ] = nil,2010-03-16 21:33:27.637 UTC,48,2458329,post somewhat similar post make ruby&#39; soap::rpc::driv work self sign certificates? except use wsdldriverfactori wsdldriverfactori open url insid .new method seem imposs option first never .options[] line option ahead time? instal do-noth verifi,0.14583333333333334,7,ruby self-signed wsdl,make ruby’ soap::wsdldriverfactori work self sign certif,4,signing|certificate|login|ssl,0.9781743884086609
,2018-01-02 13:29:57.563 UTC,81,48061932,instal rubi 2.4.1 window 10 tri make error ssl verif error depth 1 self sign certif certif chain 19 error root certif trust /c=gb/st=oxfordshire/o=sophos/ou=nsg/cn=sopho ssl ca_c22017kyfkpj462/emailaddress=support@sophos.com error execut gem . gem::remotefetcher::fetcherror ssl_connect returned=1 errno=0 state=error certif verifi fail https://api.rubygems.org/specs.4.8.gz problem compani sopho firewal order http access sopho ssl root certif must instal task internet explor connect web browser http web site rubi gem system ssl certif must instal separ somewher gem system possibl,0.2222222222222222,18,firewall ruby ssl-certificate,cannot updat gem sopho firewal,5,firewall|ssl|certificate|signing|trust,0.9750313758850098
use rubi 1.9.3 face error use nokogiri pars secur url answer provid emboss correct make sure ssl error gener one mention follow found solut mention respons correct html pars secur url pass code url make sure certif file pem format crt document net::http rubi 1.9.3 say updat look document date rubi 1.9.3 accept kind certif assum tomcat protocol version rubi tri negoti rubi use sslv23 default heard case problem java-bas web server error messag get indic handshak fail set connect tri read server respons try ad either see alreadi help fix problem yet interest see server reject connect attempt try run tomcat pleas post relev part connect inform except stacktrac attempt fail,2012-02-07 11:08:14.743 UTC,234,9175151,test environ use rubi drive server http connect sinc latest version rubi refus connect http server invalid certif see earlier question mine start use newer version rubi tri valid certif creat ca certif multipl server test seem easier success use sign new certif instal server use ad ca certif browser store browser connect server without complaint confid certif valid correctli know rubi store browser use ca file avail test connect public server use method work cannot work rubi connect server use certif tri variou way point certif includ ad certif file link alway give error convinc rubi accept certif connect server? code use assum wrong somehow want know ca certif,0.11538461538461539,27,https ruby ssl ssl-certificate,connect use http server certif sign ca creat,6,ssl|certificate|signing|validate|availability|security,0.971693217754364
look verifi callback openssl librari default callback use see line 217 openssl modul verifi callback wrapper argument result default callback os x appl appar custom default callback openssl librari hook os x keychain facil root ca googl certif equifax secur certif author chang trust set keychain e.g use keychain access util ca rubi test behav accordingli believ answer question peer certif verif requir configur rubi ship os x verifi use keychain,2013-07-03 17:49:45.233 UTC,137,17454912,lot seen around blog post default net::http verifi peer ssl certif forc net::http verifi peer need suppli ca cert file contain trust author howev found complet necessari mac follow code work rubi use verifi peer with? look output blank run code rubi 1.9.3p374 perhap rubi compil mac pull default locat ca cert chain openssl someth,0.12408759124087591,17,net-http openssl ruby ssl,need specifi ca bundl net::http ssl request,6,openssl|ssl|certificate|trust|authorise|security,0.9691709280014038
verifi key certif sign lic ccommerci root cas sign end user certif directli usual one 2 intermedi sign certif involv return true return fals need valid addit verifi certif issuer use one japanes help page list avail method,2009-03-31 13:55:08.413 UTC,76,701084,hello thank time read need verifi certif issu ca acertif equival openssl openssl verifi -cafil rubi code? rdoc openssl help regard.i tri even find verifi openssl rdoc http://www.ruby-doc.org/stdlib/libdoc/openssl/rdoc/index.html help appreci thank,0.2631578947368421,20,openssl ruby x509certificate2,openssl verifi certif ca,5,openssl|certificate|signing|validate|availability,0.9674686789512634
sound correctli pick locat trust ca certif - ree must differ compiled-in default locat incorrect system poster op problem solv download copi,2011-05-20 10:55:35.593 UTC,76,6070881,bit nightmar tri ree play nice ssl whenev connect ssl site follow error work fine rubi 1.9.2 regular 1.8.7 tri repackag openssl instal ree link mention rvm openssl page effect os x 10.6.7 see problem opensolari ree instal suggest massiv appreci,0.13157894736842105,10,openssl ruby ruby-enterprise-edition ssl,rubi enterpris edit + openssl -> certif verifi fail,4,openssl|ssl|certificate|trust,0.9661723971366882
