answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
post answer desed either 192 bit des abc key 128 bit aba key mani version java accept 192 bit 24 byte des abc key des aba key first last key encrypt decrypt encrypt ede oper word desed abc c=a creat key copi first 8 byte case 8 ascii charact - use charact directli key wrong key concaten end result note alway indic charact encod platform well utf-16 default charact encod result key doubl size,2012-03-18 14:51:41.86 UTC,192,9759283,tri decrypt encrypt messag encrypt rubi web app use encrypted_str rubygem librari encrypt client code look default symmetr cipher algorithm appear des-ede3-cbc although document rubygem disagre go code say java side tri follow found onlin exampl des-ede3-cbc usag java cryptographi api java side follow tri use java crypto api initi vector know byte sinc rubi side via encrypted_str librari appear c code interfac openssl pointer much appreci use bounci castl jca provid tri des/ecb/pkcs5pad correspond document default algorithm rubygem document eventhough code appear referenc previous mention algorithm des-ede3-cbc tri read around java crypto api document seem code sampl mani new clue sourc includ http://www.angelfire.com/tx4/cus/notes/javaxcrypto.html http://docs.oracle.com/javase/6/docs/technotes/guides/security/crypto/cryptospec.html,0.14583333333333334,28,cryptography java openssl ruby,java crypto api equival rubi openssl via encrypted_str librari,7,crypt|openssl|encrypt|cipher|cbc|security|encode,0.9941664934158325
base titl go assum want abl encrypt messag java decrypt messag rubi use password-bas aes-cbc encrypt standard librari rubi readili support password-bas key deriv function 2 base pkcs5 greatli simplifi rubi decrypt code leverag java encrypt encrypt use pbkdf2 pkcs5 java run result someth follow output hex string use encrypt messag initi vector sinc openssl verifi encryption/decrypt process highli recommend rubi program cipher deriv secret key string per java use output above-ment java program note rubi part code pretti much come verbatim japanes document standard librari similar problem cipher_algorithm = aes/cbc/pkcs5pad decrypt openssl-librari c solv avoid problem use aes/cbc/nopad ad particular pad plaintext manual,2011-06-25 02:45:32.24 UTC,133,6475469,tri translat follow work java code rubi work rubi code tri binari non binari version luck someon point problem,0.21804511278195488,29,encryption java jce openssl ruby,aes/cbc encrypt java decrypt rubi,8,encrypt|crypt|openssl|aes|cbc|password|pbkdf2|cipher,0.9925040006637573
actual solv problem origin question right futur refer use rubi openssl rsa encrypt want pass javascript recommend use https://github.com/digitalbazaar/forg librari js side second convert encrypt string hex use forg pki librari function forg method back start,2014-03-10 15:53:50.393 UTC,125,22304989,work someth encrypt piec data rubi use openssl decrypt data javascript use javascript forg librari unsecur research method distribut key work fine i.e gener key rubi put pem format pass pem javascript recov work key javascript howev encrypt string use key give two differ result encoding/decod two obvious work good this? problem pass binari data string rubi javascript without get incompat type error requir sort convers exampl convert encrypt data hex work kind inform forg librari prove difficult,0.248,31,cryptography encryption javascript ruby ruby-on-rails,rsa key pair encryption/decrypt rubi javascript,10,crypt|encrypt|scripting|rsa|openssl|forge|security|encode|decode|pki,0.9918246269226074
manag work sinc use one key encrypt one valu use key iv &amp salt well recommend use key encrypt multipl valu need gener proper salt &amp iv valu gen key valu pretti poor secur ran time properli work okay case valu return properti string encrypt rawkey iv &amp salt valu gener key encryptor gem rubi forg encrypt string valu take base64 decod rubi pass valu encryptor gem key salt iv work,2015-02-27 19:29:52.59 UTC,120,28772839,given project look encrypt piec data aes 256 rsa encrypt key use forg encryptor gem rubi seem match encrypt valu irb use string valu key &amp iv tri call use rubi side pass still luck idea gone wrong,0.21666666666666667,26,aes encryption javascript ruby,encrypt data forgej client side decrypt rubi,9,aes|encrypt|crypt|scripting|forge|rsa|salt|security|decode,0.9917439818382263
possibl aes standard nist subset rijndael cipher famili rijndael support sever differ block key size aes defin block size 128 bit key size either 128 192 256 bit list cipher support openssl includ aes rijndael openssl aes implement hardcod block size 16 byte = 128 bit short ad rijndael new cipher openssl rebuild librari abl openssl encrypt decrypt data use rijndael variant standard aes,2018-12-27 20:24:53.967 UTC,122,53950491,possibl openssl chang block size? use rubi tell want confirm true link method find relat block size return block size https://ruby-doc.org/stdlib-2.4.0/libdoc/openssl/rdoc/openssl/cipher.html#method-i-block_s see possible? know key size block size seem stuck 128-bit block size? specif want aes understand 128-bit block size rijndael aes base 256-bit block size wonder openssl allow block size,0.2459016393442623,30,openssl rijndael ruby,rubi openssl chang block-siz,6,openssl|rijndael|cipher|aes|encrypt|crypt,0.9916968941688538
seem ossl support format openssl rsa gener rsa_pubkey structur pubkey record asn.1-tag oid indic rsa key rubi gener raw rsa key byte indic rsa declar pem header ossl api function pem_write_bio_rsa_pubkey gener pem_write_bio_pubkey instead of/in addit pem_write_bio_rsapublickey,2011-01-08 19:59:02.657 UTC,112,4635837,tri gener rsa keypair rubi mostli use exampl blog post slightli modifi code success gener privat key public key write file filesystem howev openssl complain try public key tool extract public key privat key everyth work public key rubi openssl librari produc differ public key cli tool extract privat key quit sure go seem rubi openssl librari produc invalid public key pem file someth wrong,0.24107142857142858,27,cryptography openssl ruby,invalid public key use rubi openssl librari,6,crypt|openssl|validate|public key|rsa|private key,0.9913440346717834
two problem rubi code first use aes 256 use aes 128 java use aes 128 256 base size key use 128 bit key second need hex decod valu rubi openssl cipher expect binari hex string output,2013-08-27 09:53:01.473 UTC,101,18462243,tri encrypt data java decrypt data rubi found almost ask case littl bit differ encrypt rubi decrypt java - working? aes/cbc encrypt java decrypt rubi code ...encrypt java result hope decrypt encrypt string rubi rubi code ...got error expect return error think problem cipher.pad type key/iv.but know exactli complet rubi code pleas let know complet code thank,0.22772277227722773,23,aes java ruby,aes/cbc/pkcs5pad encrypt java decrypt rubi,7,aes|cbc|encrypt|crypt|cipher|decode|openssl,0.9899706840515137
guess without know rubi openssl interfac give key initi vector command line openssl hexadecim encod e.g key initi vector suppos rubi librari take key initi vector binari data e.g actual pass key initi vector consist assum ascii anyth compat instead pack binaryhex sequenc fix test machinemac ox 10.11.1 ruby-2.2.3 rubi pack,2011-09-19 15:21:55.043 UTC,97,7473269,note use openssl symmetr encrypt text made rubi script test openssl found get differ result key iv cipher ident expect result ident script result curiou result idea caus data differ,0.16494845360824742,16,cryptography encryption encryption-symmetric openssl ruby,openssl command line rubi openssl librari differ use paramet encrypt text,6,crypt|encrypt|openssl|scripting|cipher|encode,0.9898176789283752
problem like occur ascii encod 7-bit troubl recreat charact valu 127 try encod utf-8 convert byte array base64 string,2012-05-21 18:33:56.963 UTC,85,10690665,need encrypt text string .net applic use known text key decrypt rubi use known key...howev troubl make happen think string encod issu .net rubi rc4 exampl proven elus receiv invalid decrypt rubi side encryption/decrypt work fine .net implement copi encrypt valu rubi implement key origin valu .net rc4 implement requir highest level secur nice rubi side use ruby-rc4 https://github.com/caiges/ruby-rc4,0.2235294117647059,19,.net rc4-cipher ruby,rc4 .net decrypt rubi,7,rc4|cipher|crypt|encrypt|encode|validate|security,0.9884451031684875
tri lot find solut get expect result need base64.strict_encode64 http://ruby-doc.org/stdlib-1.9.3/libdoc/base64/rdoc/base64.html#method-i-strict_encode64 strict_encod fulli rfc compliant wherea .encod implement care specif issu w/new line charact,2013-12-12 16:46:00.35 UTC,94,20549235,face problem encod javascript get expect result thing want list down- 1 encod rubi get expect result.- 2 tring follow step javascript get expect result 1 pleas find code rubi work fine rubi output receiv expect output 2 pleas find code javascript work expect use crypo.j encod decod javascript output receiv expect output understand get differ pleas share experi help alot thank,0.19148936170212766,18,cryptojs decoding encoding javascript ruby,javascript encod work properli,4,crypt|decode|encode|scripting,0.9883298873901367
assum get error default use pad cbc mode manual ecb mode set iv noth need xor decrypt block iv previou ciphertext block end decrypt one block,2013-04-14 13:11:48.223 UTC,74,15999431,need play around aes snippet got cipher text c key k cipher text encrypt use aes-cbc iv prepend pad present plain text length multipl 16 work fine need cbc mode hand need plain aes decrypt singl block tri fail,0.24324324324324326,18,aes cryptography openssl ruby,singl block aes decrypt rubi,6,aes|crypt|openssl|cipher|encrypt|cbc,0.9865257740020752
back forward figur make work add instanti cipher code look,2015-11-29 16:21:47.83 UTC,69,33985008,hi first question gonna go straight point thank help advanc tri encrypt string use base64 key creat 32 byte hex string salt base64 creat 16 byte hex string aes-128-cbc algorithm code rubi problem enc_str end empti tri code base64 key gener phrase work insights? help appreci,0.14492753623188406,10,aes base64 encryption openssl ruby,rubi openssl encrypt hex key return empti string,6,aes|encrypt|openssl|salt|cbc|cipher,0.9859504103660583
given use public key encod think realli meant encrypt public key encrypt public key use encrypt privat key use decrypt opposit case signatur privat key sign public key verifi exampl rsa-oaep sha256 https://www.example-code.com/ruby/rsa_oaep_sha256.asp,2019-05-24 10:28:59.423 UTC,66,56290814,encod json data rubi use algorithm sure achiev rubi found gem chilkat tri encod json data use get nil time see code,0.3181818181818182,21,chilkat rsa ruby ruby-on-rails sha256,encod rsa-oaep sha256 hash rubi ror,9,rsa|encode|hash|public key|encrypt|crypt|private key|signing|signature,0.9847401976585388
answer made mistak rubi hmac.hexdigest accept revers paramet hash_hmac.it requir api_key first str_sign ex,2014-11-18 06:54:15.033 UTC,65,26988349,want gener api signatur rubi code write php want match exact output php code want output rubi librari encod use match exact output use openssl::hmac.hexdigest match output give differ string refer use follow code convert work pleas help get output rubi code,0.18461538461538463,12,php ruby ruby-on-rails,gener api signaur hash_hmac rubi encod,6,signing|hash|hmac|encode|signature|openssl,0.9842472672462463
java code seem hex decod key first wrapper around random pseudo-random byte key first need decod hexadecim string key xxx size bit decod key,2015-10-27 20:02:25.297 UTC,65,33377412,tri port code given class use sever class packag order string use sever part stuck love help thing miss secretkeyspec equival ? code rubi look someth differ new instead key suppos use 14 charact,0.06153846153846154,4,blowfish cryptography java ruby,java secretkeyspec rubi,2,crypt|decode,0.9830693006515503
possibl run rubi code jrubi ?in case java lib insid rubi code decrypt string sure got right cipher string ? googl aes-256-eax yield 8 hit never heard openssl support luck guess,2010-08-27 17:47:33.187 UTC,64,3586839,need decrypt aes-256-eax encrypt string java rubi rubi built-in openssl::ciph provid function decrypt aes-256-cbc try aes-256-eax throw algorithm support library/gem decrypt aes-256-eax string ruby? thank advanc,0.28125,18,aes ruby,decrypt aes-256-eax encrypt string rubi,6,aes|crypt|encrypt|openssl|cbc|cipher,0.9830606579780579
think job verifi solut follow script look machin,2016-10-16 09:37:24.967 UTC,58,40068872,gener 32 byte key 16 byte iv aes-256 cbc rubi encrypt implement question convert key iv hexadecim string transport applications? context anoth applic use javascript via cryptoj need receiv key iv convert back byte third php applic hex string directli,0.15517241379310345,9,binary encryption hex ruby,convert binari string securerandom.random_byt hexadecim string,7,encrypt|crypt|security|aes|cbc|transport|scripting,0.9823777675628662
none,2020-03-25 04:59:03,58,60843223,write rc4 encrypt algorithm rubi problem ordin valu mangl differ translat convert charact binari valu exampl hand python3 javascript give differ valu valu need cour issu affect final encrypt string decrypt implement written languag rc4 encrypt code note rubi implement issu know rc4 weak algorithm thank,0.1724137931034483,10,python ruby encoding character-encoding,rubi integer#chr vs python chr differ result,5,encode|rc4|encrypt|crypt|scripting,0.9818105697631836
,2015-05-01 17:23:43.217 UTC,53,29991777,need send cipher encrypt string json socket throw error work around encod side decod go decrypt cipher error quick littl test wrote prove base64 mess thing code throw error encrypt cipher use key anyon idea go wrong? gener json without encod base64? edit json gener,0.24528301886792453,13,json openssl ruby,base64 encod mess cipher encrypt,6,openssl|encode|cipher|encrypt|crypt|decode,0.9808923602104187
recent version openssl work,2015-07-16 20:23:12.6 UTC,49,31463848,tri rewrit follow key gener method written c# rubi equival use pbkdf2 implement rubi code order work two method return output problem figur pbkdf2 implement take salt string c# take byte array. think problem,0.16326530612244897,8,c# encryption rfc2898 ruby salt,c# encrypt key deriv rubi pbkdf2,4,encrypt|salt|pbkdf2|openssl,0.9805167317390442
differ aes rijndael mean 128 aes 128 keysiz rijndael blocksiz key use larger 128 bit believ see articl http://www.leaseweblabs.com/2014/02/aes-php-mcrypt-key-pad,2014-10-15 14:40:10.707 UTC,52,26385317,rubi code php code ciphertext differ rubi one.now try decrypt rubi cipher text made php differ rubi aes-128-cbc php rijndael-128 encryption?and decrypt rubi,0.38461538461538464,20,cryptography encryption php ruby,differ rubi aes-128-cbc php rijndael-128 encrypt,6,crypt|encrypt|aes|cbc|rijndael|cipher,0.9783346652984619
problem mcrypt pad last block wherea rubi openssl bind use default openssl pad method pkc pad realli improv descript openssl document pkc pad work ad n pad byte valu n make total length data multipl block size pad alway ad data alreadi multipl block size n equal block size exampl block size 8 11 byte encrypt 5 pad byte valu 5 added.y need manual add proper pad end cleartext php encrypt pass $cleartext pkcs5_pad function php side encrypt pass 16 blocksiz go encrypt rubi decrypt mcrypt strip pad byte decrypt side note reason add pad even cleartext alreadi multipl blocksiz whole block pad decrypt know last byte last block alway amount pad ad otherwis tell differ cleartext singl pad byte cleartext pad byte happen end valu 0x01 output,2013-08-22 07:49:06.783 UTC,155,18374550,want rijndael aes128 encrypt rubi code work use php function got desir output rubi code produc output,0.14838709677419354,23,aes openssl php rijndael ruby,rijndael aes-128 encrypt decrypt rubi,6,aes|openssl|rijndael|encrypt|crypt|scripting,0.9769354462623596
appear php pad cleartext encrypt rubi disabl pad http://www.ruby-doc.org/stdlib-1.9.3/libdoc/openssl/rdoc/openssl/cipher.html#method-i-padding-3d work must strip pad manual problem pad last block wherea rubi openssl bind use default openssl pad method pkc pad realli improv descript openssl document pkc pad work ad n pad byte valu n make total length data multipl block size pad alway ad data alreadi multipl block size n equal block size exampl block size 8 11 byte encrypt 5 pad byte valu 5 ad need manual add proper pad end cleartext php encrypt pass function php side encrypt pass blocksiz go encrypt rubi decrypt mcrypt strip pad byte decrypt side note reason add pad even cleartext alreadi multipl blocksiz whole block pad decrypt know last byte last block alway amount pad ad otherwis tell differ cleartext singl pad byte cleartext pad byte happen end valu,2009-12-08 04:58:47.117 UTC,234,1864700,question continu last one regard make rubi aes-256-cbc php mcrypt_rijndael_128 play well togeth got work still struggl go direct php gener cryptogram appear inform provid cannot rubi code decrypt without error php code use gener cryptogram attempt decrypt rubi realli frustrat possibl entir cleartext encrypt string repeat ad nonsens pad cryptogram actual case cleartext structur json string sinc ask feel comfort point tell scheme detect poorli encrypt input without perform howev toler sort kludg code understand make rubi code handl final block grace,0.1452991452991453,34,aes mcrypt openssl php ruby,part ii make rubi aes-256-cbc php mcrypt_rijndael_128 play well togeth,8,aes|crypt|openssl|cbc|rijndael|encrypt|cipher|scripting,0.9767517447471619
suggest respons problem encod use raw byte gener hmac sha1 hash,2014-02-03 16:56:12.113 UTC,39,21533053,follow code snippet gener hmacsha1 signatur c# follow code want translat rubi someth howev result equal input differ hash algorithm internally? thank,0.20512820512820512,8,c# hmacsha1 ruby,gener hmacsha1 rubi,4,hmac|signature|hash|encode,0.9765040874481201
,2015-01-28 04:32:08.39 UTC,37,28184660,data encrypt use mactripled c# need replic encrypt possibl decrypt rubi see php see question wonder rubi far tri des cipher openssl result match code snippet rubi c# code snippet,0.16216216216216217,6,c# encryption php ruby,c# mactripled rubi,4,encrypt|crypt|cipher|openssl,0.9745096564292908
issu return two charact per byte mean byte valu less 16 convert one byte byte concaten hexadecim digit differ byte combin result invalid iv key fact hidden cryptograph api pad key iv correct size instead reject instead perform correct encod byte hexadecim nice symmetr use decod hexadecim valu,2014-08-19 00:55:38.823 UTC,105,25374185,tri encrypt text use aes w/ key iv bash approach rubi openssl stdlib b64 encod encrypt result result different! tri understand rubi 1.9.3-p448 bash -iv paramet iv_hex valu calcul ========================================= doubl check iv approach rubi output rbriw7itsnc6lttbq+amzg== bash output ccss1+sseu8fykcsplecww== missing? baffl,0.17142857142857143,18,aes bash encryption openssl ruby,openssl aes encrypt bash command != rubi openssl aes encrypt,7,aes|encrypt|crypt|openssl|encode|validate|decode,0.9736748337745667
rubi develop help rubi code give pointer rijndael php mcrypt extens . yes aes base rijndael-128 therefor rijndael-128 aes-128 thing import note number rijndael variat refer cipher block size aes - key size exampl rijndael-192 aes-192 aes alway block size 16 byte 128 bit said rijndael-128 aes-192 aes-256 differ key size describ php manual function return maximum key length suppli cipher . return 32 aes-128 key size cours 16 - hardcod hope clear bit,2014-10-13 04:39:49.36 UTC,122,26332971,need decrypt data encrypt php rijndael-128-cbc algorithm problem convert php code rubi code.rubi openssl::ciph support rijndael-128-cbc aes-128-cbc.i heard aes base rijndael cipher guess convert decrypt rijndael-128-cbc aes-128-cbc output 16 howev php get 32 differ rijndael-128 aes-128-cbc? convert rijndael-128-cbc descryt rubi,0.36065573770491804,44,encryption php ruby,decrypt data encrypt rijndael-128-cbc rubi,7,encrypt|crypt|rijndael|cbc|openssl|aes|cipher,0.9724141359329224
tell encrypt decrypt correct line code furthermor want bouncycastl make bouncycastl default,2015-11-19 11:13:10.89 UTC,34,33802314,rubi code work tri java key/iv/ciph return test123 simplic key iv hardcod,0.20588235294117646,7,aes encryption java ruby,java equival rubi aes cbc decrypt,4,aes|encrypt|crypt|cbc,0.9723913073539734
rubi side unless strict requir deprec openssl::pkcs5 use instead password-bas encrypt key seem hex 40 charact result 20 byte entropi reason particular form? tripl des key 24 byte long easiest creat secur key alway gener random iv encrypt order commun key iv java requir hex represent java made mistak des instead desed ecb mode rubi use cbc ecb initi key iv use rubi need proper hex en-/decod search web taken first code sampl find warn effici table-bas lookup much faster need someth start,2012-06-06 07:25:23.297 UTC,119,10909871,tri encrypt data cipher des-ede3-cbc rubi decrypt encrypt data java code rubi encrypt decrypt java alway except run java code think problem des-ede3-cbc cipher rubi compat java des/ecb/pkcs5padding.how,0.16806722689075632,20,encryption java ruby,encrypt des-ede3-cbc rubi decrypt java,8,encrypt|crypt|cbc|cipher|openssl|password|security|decode,0.9721304178237915
,2014-07-16 06:47:12.127 UTC,34,24773976,legaci .net tool encrypts/decrypt custom file convert .net rubi 100% sure valu rubi c# code licenseutils.private_key_data string length 1564 look use rubi openssl fulli follow document refer read file,0.17647058823529413,6,c# ruby,rubi rsa encryption/decrypt,4,rsa|encrypt|crypt|openssl,0.9704118371009827
hard code iv insecur ivs must random public mcrypt_create_iv prepend front ciphtertext extract beforedecrypt like three problem mcrypt_rijndael_256 aes aes specif version rijndael standard 128 bit block size either 128 256 bit key mcrypt_rijndael_256 rijndael 256 bit block size want mcrypt_rijndael_128 actual aes php key length determin length key give 256 bit 32 charact key fine note block size effect secur realli worri defer aes 256 bit key good enough nsa top secret data pad aes take fix 128 bit chunk must pad text multipl size php realli bad believ ssl use pkcs7 pad note even differ pad scheme start cipher text garbag end string encod aes defin bit input c typic byte array rubi php string will bet string encod differ,2012-04-16 20:26:48.243 UTC,175,10181193,tri encrypt string php rubi use key iv alway got differ result php code rubi code somebodi pleas help encrypt data php ruby? encrypt data php decrypt rubi data back think issu php rubi encrypt decrypt mechan work differ pleas correct wrong thank,0.19428571428571428,34,encryption php ruby,php mcrypt_encrypt rubi aes-256-cbc encrypt differ result,10,encrypt|crypt|aes|cbc|insecure|security|rijndael|ssl|cipher|encode,0.9702395796775818
simpli blowfish encrypt ecb cipher mode need care pad case inde problem pad work around deactiv implement myself.so far work look last 16 digit =128 bit incorrect like problem last block probabl problem pad encrypt use one form pad decrypt expect differ pad suggest explicitli specifi pad side pkcs5 pkcs7 usual choic faulti pad explain bad decrypt error messag,2011-08-25 11:15:18.453 UTC,106,7189406,testdata key/text/encrypt api provid tri yield encrypt result function result divert provid one last 16 241 digit idea reason be?i ensur bf-ecb right mode experi url-encod far without success updat tri decrypt exampl result result openssl::cipher::ciphererror bad decrypt,0.14150943396226415,15,blowfish encryption openssl ruby,rubi blowfish differ last digit,5,encrypt|crypt|openssl|encode|cipher,0.9684716463088989
