Topic ID,Num Posts,Views,Score,Favorites,Comments,Popularity,Accepted,Answer Hours,Answer Views,Difficulty
TOPIC 0,178.0,497856.0,328.0,94.0,311.0,8.30417428937257,73.0,91276.92388888886,0.4488166696360174,79.15221140759878
TOPIC 1,804.0,3360680.0,2711.0,839.0,1541.0,12.957591100157867,331.0,143653.5297222222,1.4442990279726462,62.281980256827076
TOPIC 2,1807.0,2441578.0,2663.0,858.0,2525.0,6.028919115719911,626.0,365409.1105555556,3.3707489606309773,67.8910085606566
TOPIC 3,316.0,1355753.0,1367.0,347.0,647.0,14.292514069895187,174.0,39271.24916666667,0.9154596183562841,42.70949661227352
TOPIC 4,1057.0,1229649.0,877.0,279.0,2156.0,4.774560944350217,348.0,105268.93555555557,3.5805294900440066,44.6974664034414
TOPIC 5,1237.0,2256058.0,710.0,271.0,2998.0,4.855485734911594,626.0,83754.66666666669,7.028337668411868,28.6627102969388
TOPIC 6,12.0,16017.0,1.0,1.0,37.0,2.312141872961506,5.0,5.082777777777777,0.01542178556334416,9.248243048715322
TOPIC 7,436.0,728762.0,209.0,110.0,1090.0,4.741342273403254,168.0,13769.097777777775,1.5793430429291655,28.283646890416698
TOPIC 8,571.0,527398.0,714.0,215.0,922.0,5.147725846918374,244.0,28100.879444444443,2.6211616337520898,29.274588362483307
TOPIC 9,107.0,528608.0,246.0,90.0,260.0,12.343473707936154,59.0,26.9,0.8582265354259088,3.8449795643041575
TOPIC 10,415.0,419430.0,402.0,149.0,1005.0,5.401462579462943,204.0,17454.641944444444,2.2207684559567094,25.19272800838256
TOPIC 11,631.0,2691440.0,2104.0,729.0,1178.0,13.23416225607493,286.0,138056.03305555554,1.8432773770037298,54.875186310984354
TOPIC 12,595.0,1191080.0,1283.0,383.0,1182.0,8.619438872220025,295.0,349059.80611111113,1.2628513427435957,82.30271984436366
TOPIC 13,190.0,543339.0,278.0,69.0,496.0,7.9361160449070365,66.0,9617.543888888891,0.5065888147025172,37.949502067314796
TOPIC 15,158.0,154973.0,76.0,16.0,327.0,3.1533868702236845,93.0,6576.433888888889,1.6211832539291784,19.030235497009567
TOPIC 16,808.0,1569875.0,1010.0,607.0,2120.0,8.317951600847229,358.0,70900.4263888889,1.2253869640688269,50.7342574518132
TOPIC 17,9495.0,31081081.0,32234.0,11135.0,22463.0,13.250952730098145,4876.0,1667963.9302777778,38.881277618672314,43.7145286421304
TOPIC 18,1.0,41.0,1.0,1e-07,1e-07,0.0008001952410151442,0.0,1.0,0.0,0.0
TOPIC 19,2284.0,4029775.0,3260.0,856.0,5161.0,6.7956406564021465,850.0,368145.4611111111,7.477426334055807,50.95437673016857
TOPIC 21,1137.0,2602426.0,2170.0,615.0,2864.0,8.78336839429936,582.0,160577.79055555555,4.589300351092701,40.887650799110645
Security,22239.0,57225819.0,52644.0,17663.000000099997,49283.0000001,10.175608066269193,10264.0,3658889.4427777776,81.49040494494768,45.991807108197314
General,22624.0,55374385.0,52994.0,18422.0,49890.0,10.072843412724273,12204.0,1866359.7505555556,161.3006543887816,27.784898073209597
