postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
530,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/530,pr,allow user enter countri code phone number authent field e g copi past keyboard suggest,refer issu,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github sign cla found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang sign cla email address well cla look good thank cla look good thank updat request chang pr merg thank andyboydfor,5,41,authentication|signing|username|authorise|login,356,0.1151685393258427,0.8164934515953064
4856,https://api.github.com/repos/material-components/material-components-ios/issues/4856,pr,chip exampl respect safe area,updat chipstypicaluseviewcontrol respect safe area landscap close issu iphon x ios,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github sign found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang thank pleas post screenshot exampl look great sure sign cla look good thank ad appbar expert understand correct behavior scroll view appbar report merg decreas coverag diff coverag impact file tree impact coverag arrow arrow arrow arrow arrow arrow arrow arrow arrow arrow continu review full report legend click learn power last updat read comment ci pass ok us merg pr yes go ahead sent githawk,5,23,safe|signing|username|authorise|login,242,0.09504132231404959,0.7003659605979919
4589,https://api.github.com/repos/material-components/material-components-ios/issues/4589,pr,pesto updat minimum height includ safe area,thank start pull request materi compon fix summari justif function account safe area alreadi exist compon fix sampl seem requir fix compon recommend per document valu sampl set valu forget x identifi compon pr relat bracket titl x link github issu solv sign cla bot pull request open contribut contribut readm md pull request inform tip great pull request,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli e g verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github sign found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang mismatch github account use commit sourcetre fork repo probabl caus cla problem send anoth pr proper account info,6,24,safe|forge|signing|username|authorise|login,244,0.09836065573770492,0.6904737949371338
43,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/43,pr,fix type loginviewcontrol,replac typo loginviewcontrol loginviewcontrol,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign tue feb googlebot notificationswrot thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla imag memo pleas visit sign sign pleas repli e g sign verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla data verifi email git commit sign cla corpor pleas let us know compani name repli email directli view github cla look good thank lgtm thank sorri took long merg busi last week,3,17,login|signing|username,145,0.11724137931034483,0.6461663842201233
38,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/38,pr,ad subscript support firebasearray,pretti simpl chang ad two method firebasearray allow subscript shorthand,thank pull request look first contribut googl open sourc project look pull request need sign contributor licens agreement cla memo pleas visit sign sign pleas repli e g verifi thank alreadi sign cla possibl github usernam use differ email address check exist cla verifi email git sign cla corpor pleas let us know compani name sign cla found contributor licens agreement sender pull request unabl find agreement commit author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl ad altern email googl account cla cla look good thank lgtm ship thank next step integr chang code appropri clean call,6,16,scripting|signing|username|authorise|login|integrity,130,0.12307692307692308,0.6158480644226074
143,https://api.github.com/repos/google/promises/issues/143,pr,make fblpromis pendingobject access threadsaf,swift use nsmutableset hold refer swift promis modif must synchron intend fix,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info sign cla look good thank googler go info try move give warn want implement updat base comment huh test pass wonder go find detail travi realiz run swift test object c one better haha rather rid check keep feel free remov properti alreadi gone remov readi merg,4,13,threadsafe|signing|username|authorise,165,0.07878787878787878,0.602129340171814
2069,https://api.github.com/repos/AFNetworking/AFNetworking/issues/2069,issue,afnetwork exc bad access inject code monitor network oper,implement inject code nsurlconnectiondeleg void injectintodelegateclass class cls self injectwillsendrequestintodelegateclass cls self injectdidreceivedataintodelegateclass cls self injectdidreceiveresponseintodelegateclass cls self injectdidfinishloadingintodelegateclass cls self injectdidfailwitherrorintodelegateclass cls void injectwillsendrequestintodelegateclass class cls sel selector sel swizzledselector self swizzledselectorforselector selector protocol protocol protocol protocol struct objc method descript methoddescript protocol getmethoddescript protocol selector yes typedef nsurlrequest nsurlconnectionwillsendrequestblock id slf nsurlconnect connect nsurlrequest request nsurlrespons respons nsurlconnectionwillsendrequestblock undefinedblock nsurlrequest id slf nsurlconnect connect nsurlrequest request nsurlrespons respons self domaincontrollerswizzleguardforswizzledobject slf selector selector implementationblock slknetworkmonitorcontrol defaultinst connect connect willsendrequest request redirectrespons respons nsurlconnectionwillsendrequestblock implementationblock nsurlrequest id slf nsurlconnect connect nsurlrequest request nsurlrespons respons nsurlrequest returnvalu objc msgsend slf swizzledselector connect request respons undefinedblock slf connect request respons return returnvalu self replaceimplementationofselector selector withselector swizzledselector forclass cls withmethoddescript methoddescript implementationblock implementationblock undefinedblock undefinedblock void injectdidreceiveresponseintodelegateclass class cls sel selector sel swizzledselector self swizzledselectorforselector selector protocol protocol protocol protocol struct objc method descript methoddescript protocol getmethoddescript protocol selector yes typedef void nsurlconnectiondidreceiveresponseblock id slf nsurlconnect connect nsurlrespons respons nsurlconnectiondidreceiveresponseblock undefinedblock id slf nsurlconnect connect nsurlrespons respons self domaincontrollerswizzleguardforswizzledobject slf selector selector implementationblock slknetworkmonitorcontrol defaultinst connect connect didreceiverespons respons nsurlconnectiondidreceiveresponseblock implementationblock id slf nsurlconnect connect nsurlrespons respons undefinedblock slf connect respons objc msgsend slf swizzledselector connect respons self replaceimplementationofselector selector withselector swizzledselector forclass cls withmethoddescript methoddescript implementationblock implementationblock undefinedblock undefinedblock void injectdidreceivedataintodelegateclass class cls sel selector sel swizzledselector self swizzledselectorforselector selector protocol protocol protocol protocol struct objc method descript methoddescript protocol getmethoddescript protocol selector yes typedef void nsurlconnectiondidreceivedatablock id slf nsurlconnect connect nsdata data nsurlconnectiondidreceivedatablock undefinedblock id slf nsurlconnect connect nsdata data slknetworkmonitorcontrol defaultinst connect connect didreceivedata data nsurlconnectiondidreceivedatablock implementationblock id slf nsurlconnect connect nsdata data undefinedblock slf connect data objc msgsend slf swizzledselector connect data self replaceimplementationofselector selector withselector swizzledselector forclass cls withmethoddescript methoddescript implementationblock implementationblock undefinedblock undefinedblock void injectdidfinishloadingintodelegateclass class cls sel selector sel swizzledselector self swizzledselectorforselector selector protocol protocol protocol protocol struct objc method descript methoddescript protocol getmethoddescript protocol selector yes typedef void nsurlconnectiondidfinishloadingblock id slf nsurlconnect connect nsurlconnectiondidfinishloadingblock undefinedblock id slf nsurlconnect connect slknetworkmonitorcontrol defaultinst connectiondidfinishload connect nsurlconnectiondidfinishloadingblock implementationblock id slf nsurlconnect connect undefinedblock slf connect objc msgsend slf swizzledselector connect self replaceimplementationofselector selector withselector swizzledselector forclass cls withmethoddescript methoddescript implementationblock implementationblock undefinedblock undefinedblock void injectdidfailwitherrorintodelegateclass class cls sel selector sel swizzledselector self swizzledselectorforselector selector protocol protocol struct objc method descript methoddescript protocol getmethoddescript protocol selector yes typedef void nsurlconnectiondidfailwitherrorblock id slf nsurlconnect connect nserror error nsurlconnectiondidfailwitherrorblock undefinedblock id slf nsurlconnect connect nserror error slknetworkmonitorcontrol defaultinst connect connect didfailwitherror error nsurlconnectiondidfailwitherrorblock implementationblock id slf nsurlconnect connect nserror error undefinedblock slf connect error objc msgsend slf swizzledselector connect error self replaceimplementationofselector selector withselector swizzledselector forclass cls withmethoddescript methoddescript implementationblock implementationblock undefinedblock undefinedblock use sdk almost everyon simul work great soon test devic throw exc bad access connect willsendrequest redirectrespons method debug seen param nil mean first code run pass implement throw fatal error nsurlrequest connect nsurlconnect connect willsendrequest nsurlrequest request redirectrespons nsurlrespons redirectrespons self redirectrespons return self redirectrespons connect request redirectrespons els return request attach screenshot help idea make code continu work appropri think retain object somehow know idea exampl implement code record inform regard call void connect nsurlconnect connect willsendrequest nsurlrequest request redirectrespons nsurlrespons respons self performblock nslog send request self setrequest request forconnect connect slknetworkrequestst requestst self requeststateforconnect connect requestst networkdatafixtur url networkrequest url requestst networkdatafixtur contentlength long networkrequest postdata lengthofbytesusingencod nsutf stringencod requestst networkresourcetim slknetworkresourcetim new requestst networkresourcetim sendstart long nsdate date timeintervalsinc requestst networkdatafixtur header nsmutabledictionari dictionari request allhttpheaderfield enumeratekeysandobjectsusingblock id key id obj bool stop requestst networkdatafixtur header setobject obj forkey key understand complet bug guess make sens post issu regard screen shot,alreadi ask question stack email respond point exist built mechan monitor state contribut github issu report bug librari troubleshoot specif usag applic correct thank,4,52,inject|delegation|scripting|encode,624,0.08333333333333333,0.5939453840255737
5362,https://api.github.com/repos/firebase/firebase-ios-sdk/issues/5362,pr,fix memori leak nstimer self copi,make nstimer weak forc nil invalid fix leak issu,thank pull request look first contribut googl open sourc project look help look pull request need sign contributor licens agreement cla memo pleas visit sign sign fix issu pleas repli verifi alreadi sign cla individu signer possibl github usernam use differ email address commit check exist cla verifi email git corpor signer compani point contact decid employe author particip ask poc ad group author contributor know point contact direct googl project maintain public email use regist author contributor must email use git commit check exist cla verifi email git email use regist author contributor must attach github googler go info sign cla look good thank googler go info write fix unit test speak wed apr morgan chen wrote comment pull request googledatatransport gdtcorlibrari gdtcoruploadpackag gdtcoruploadpackag bool ishandl timer regularli check see whether packag expir nstimer expirationtim weak nstimer expirationtim pass weak refer timer target argument caus target strongli retain sinc arc condit remov retain bodi timer method avoid insert retain construct block liter weak refer memori leak caus timer invalid case gil fix resolv weaken timer refer self self dealloc timer invalid dealloc method best achiev thing ios version helper object hold weak refer gdtcoruploadpackag instanc pass object timer instead self sure check packet expir method mayb unit test suffici test leak receiv assign repli email directli view github unsubscrib keep compat back ios use hold object issu tag fix upcom pr wed apr ahm hamdi wrote comment pull request googledatatransport gdtcorlibrari gdtcoruploadpackag gdtcoruploadpackag bool ishandl timer regularli check see whether packag expir nstimer expirationtim weak nstimer expirationtim solut implement one use block receiv mention repli email directli view github unsubscrib hey ultim decid merg instead pr rush chang next releas bug affect signific number app though pr merg contribut understand memori leak result fix contribut thank help sorri close pr time spent yeah want second first public contribut googledatatransport incred excit code freez next releas yesterday eod realli want fix next releas pleas test pr let know fix problem thank,6,25,leak|validate|signing|username|authorise|transport,347,0.07204610951008646,0.5424579977989197
5769,https://api.github.com/repos/material-components/material-components-ios/issues/5769,pr,actionsheet action sheet safe area fix,mdcactionsheetcontrol current use safeareainset work safearea align seen doc relat view screen view hierarchi yet valu zero notic use new ipad pro safeareainset initi layout action sheet cut home bar bottom chang adjustedcontentinset scroll view properti fix issu close,base chang titl prefix actionsheet found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang updat email fix cla issu googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment hey cole thank pr materi team realli appreci simul screen shot ipad pro inch screen shot ipad pro inch lgtm want confirm team tag found contributor licens agreement sender pull request unabl find agreement commit author co author author mayb use differ email address git commit use sign cla login doubl check author someon els need sign cla well confirm okay contribut googl order pass check pleas resolv problem pull request author add anoth comment bot run bot comment mean think anyth chang googler manual verifi cla look good googler pleas make sure reason overrid cla statu clearli document comment,4,20,safe|authorise|signing|login,232,0.08620689655172414,0.5258181095123291
1299,https://api.github.com/repos/Instagram/IGListKit/issues/1299,pr,fix unsign integ overflow,chang pull request issu fix checklist x test pass demo project build run ad test experi detail chang test x ad entri break chang enhanc bug fix x review contribut,thank pull request welcom commun requir contributor sign contributor licens agreement seem file order us review merg code pleas sign contribut behalf someon els eg employ individu cla suffici employ need corpor cla sign receiv error question pleas contact us clathank error warn pull request messag markdown warn warn pull request mileston attach unless mark trivial gener entri sign danger ummm r u still merg pr thank sign cla thank sign cla thank sign cla thank sorri late done cla thank sign contributor licens agreement accept code facebook open sourc project thank thank jason rebas updat pr w latest master thx updat pull request import pull,2,10,signing|danger,141,0.07092198581560284,0.5095993280410767
