postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
579,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/579,issue,cannot sign use email authent use multipl provid,step describ environ object c swift swift ios version firebas sdk version firebaseui version ba f cocoapod version step describ problem account link multipl provid includ email password authent possibl log use email sign method step reproduc creat account use email password authent illustr purpos refer email alic link anoth provid googl com illustr purpos refer email use bob log log anoth user try log aliceus email authent user prompt dialog say user googl com sign longer possibl user log use email authent method observ result two main scenario observ result case user cannot sign email authent alicei associ googl com login case user simpli redirect googl specif authent page user choos account origin intend log b alicei alreadi associ googl com login user regist email authent provid chosen method log case upon tap next enter email address user prompt dialog say user googl com sign user choos sign googl user present googl sign screen email pre fill aliceif user rememb chang boband log thing okay far user account concern howev user continu alicea littl bit havoc wreak user account email alicewould link googl com instead email provid bobwould unlink howev user know user log use bobthey actual log new account like think lost data expect result step user abl email password authent sign analysi main problem seem relat line fuiemailentryviewcontrol method bestprovideridfromproviderid look best provid log method fact return first match provid context exampl problem describ method erron return googl com regardless email alic bob present system upon investig seem problem lie deeper defici firebas api api method fetchprovidersforemail complet return array provid ids insuffici inform determin provid best one temporari workaround interest temporari workaround avail main idea workaround need inform regard user provid email address moment cannot directli firebas api howev perform test sign oper use email address long random password pretti much guarante fail login error code examin firautherrorcodewrongpassword impli email valid handl login use email provid error code firautherrorcodeusernotfound know user email exist need differ provid log disadvantag workaround user allow one less password attempt alreadi made one check email valid implic depend user password secur set user repeatedli whatev reason enter email tap next view enter password tap cancel user charg one fail login attempt time subsequ real attempt log system inform user need wait minut due mani failur user need inform system avoid rais surpris,,8,37,signing|authentication|password|login|user account|availability|validate|security,400,0.0925,0.6540133357048035
623,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/623,issue,authui authviewcontrol email reset login,step repro login signup use email logout login signup see last view previou login signup display instead root view authui authviewcontrol recent seem issigninwithemailhidden flag remov instead requir fuiemailauth one provid want email auth sinc chang look last view navig stack email login signup flow stay view present behavior differ auth provid problem user log authui authviewcontrol present last view email login signup present instead root view authui authviewcontrol,rememb issu performsegu next view control caus time issu solv performsegu rememb issu performsegu next view control caus time issu solv performsegu thank respons believ reason simpli call presentviewcontrol present authviewcontrol state bug behavior chang app fb login email fb login continu work correctli email auth affect problem cannot reproduc issu sampl demo app test two case case select email link switch idp step click sign email sign view appear success login tap logout click sign email sign view appear case select email link switch idp addit select one idp facebook microsoft step click sign auth picker view display tap sign email email sign view appear success login tap logout tap sign auth picker view display tap sign email th email sign view appear believ two case match spec intent well right remov flag requir develop creat fuiemailauth make better align rest fuiauth class find solut problem see behavior ad seem work far,2,26,login|signing,228,0.11403508771929824,0.5864912271499634
421,https://api.github.com/repos/openid/AppAuth-iOS/issues/421,issue,user automat login logout restart app user login automat,previou appauth version work expect current appauth version face logout issu case ios work fine expect case ios face logout issu step user login step user restart app step user open login see login page without automat redirect omit step without restart app user login automat note use sfsafariviewcontrol logout pass logout url,littl confus titl mention logout see logout relat step case appauth nativ support logout mayb try guess use differ user agent login logout cooki state consist face issu abl find solut previou appauth version work expect current appauth version face logout issu case ios work fine expect case ios face logout issu step user login step user restart app step user open login see login page without automat redirect omit step without restart app user login automat note use sfsafariviewcontrol logout pass logout url,2,12,login|cookie,147,0.08163265306122448,0.5843847990036011
281,https://api.github.com/repos/openid/AppAuth-iOS/issues/281,issue,forc user enter usernam password,featur request relat problem pleas describ app activ timeout success login usernam password begin use app inact minut display lock screen prompt user login minim app open later display screen longer second log work fine api access token work fine display lock screen work fine problem believ session cooki precis inabl clear user tap login button sfsafariviewcontrol sfauthenticationsess ui appear provid endpoint start load see cooki automat redirect user back app give user access scenario want automat login redirect ask forc user enter usernam password describ solut know sfsafariviewcontrol sfauthenticationsess allow clear cooki app describ altern consid tri call token revoc endpoint seem impact session cooki altern come use end session endpoint abl fulli work yet think abl call end session endpoint immedi send user login screen unfortun user experi seem go terribl understand correct call end session properli confirm prompt logout screen redirect back app close sfsafariviewcontrol sfauthenticationsess screen open anoth login endpoint yike scenario work addit context identityserv rememb checkbox featur use scenario see work go look forward featur well,consid pass prompt login authoris endpoint ie additionalparamet paramet creat oidauthorizationrequest tri saw option submit issu think run odd ios version issu ios open sso login screen second time see usernam tap cancel form redirect app valid token success log ios usernam tap cancel form correctli dismiss sfauthenticationsess send back app without updat token version work correctli least issu redirect back app without call callback given exampl repo problem well suggest pass prompt login addit paramet valu seem work either problem well suggest pass prompt login addit paramet valu seem work either seem multipl differ issu mention correctli pass prompt login authoris server return token without user log problem authoris server best ask vendor help worth use pingfeder work well tri vendor anyon els interest current plan scenario activ timer fire app login screen appear track state app user log previous tap login send end session endpoint first make sure cooki clear user get redirect back app immedi start new flow log back scenario similar idp want user move seamlessli app websit ios new system prompt forc certainli ideal sinc encourag touch id face id usag will make compromis still tri figur prompt login follow user tap cancel idp login form give us fresh token resolv nonsens goe away hello problem logout app want clear cooki cach login later try code help open authcontrol user automat redirect success updat think need send logout identityserv better send post logout request glad solv refer gist publish use sfsafariviewcontrol appauth non sso mode,9,41,username|password|login|cookie|authentication|authorise|sso|validate|open auth,428,0.09579439252336448,0.5799769759178162
390,https://api.github.com/repos/openid/AppAuth-iOS/issues/390,issue,automat login logout,os ios version hello thank librari problem app user click button open user login user click logout button app clear cooki user click login button open user automat login user logout restart app login automat fulli logout app,problem user click logout button app clear cooki execut self setauthst nil user click login button get automat log sfauthenticationsess use cooki safari code snippit use clear cooki safari remov cooki safari websit creat cooki delet normal happen sign websit user clear safari set login cooki remain safari user sign app basic singl sign sso work desir need singl sign appauth e g use sfsafariviewcontrol approach see explain restart app user login automat case user login user restart app user open login see login page without automat redirect omit item without restart app user login automat ping,5,25,login|cookie|authentication|signing|sso,139,0.17985611510791366,0.5760713219642639
2264,https://api.github.com/repos/aws-amplify/aws-sdk-ios/issues/2264,issue,custom auth interact auth switch user login,describ bug let say use app current usernam authent flow requir login interact auth custom challeng respond challeng detail detail replac sdk intern send auth request specif usernam replac usernam awscognitoidentityus interact auth initi mostli reproduc step reproduc behavior login usernam make credenti user requir auth via interact auth expir token delet user anoth devic enter inform anoth user auth aws servic affect cognito expect behavior switch user interact auth inform given updat currentus pool last authent one screenshot environ pleas complet follow inform sdk version depend manag cocoapod swift version devic inform pleas complet follow inform devic ios version addit context,technic usernam request paramet replac user instanc try android sdk read sourc seem usernam paramet replac hi possibl post sampl code see use cognito sdk use awsmobilecli hello use step authent first user enter phone number submit user receiv one time sms code submit answer call function need user inform call interact auth awscognitoidentityinteractiveauthenticationdeleg awscognitoidentitycustomauthent user submit phone aws sdk log request paramet phone valu given user usernam currentus instanc getdetail call hi walk case switch user user initi auth one sent guess confus issu secur flaw switch user point time complet challeng misunderstand case pleas provid bit inform tri app use featur user play without connect featur requir account exampl user tap profil menu interact auth start user connect user usernam later session expir tap profil menu interact auth start user input anoth account user usernam usernam sent cognito initiateauth user user hi session expir clear session properli sign user know session expir call getsess interact auth start option inspect user state object return properti user activ session check return indic whether user confirm clear local cach data includ last known user sent second call describ ok see edg case currentus sign aka refreshtoken keychain return true ok need fresh user data call call expir valid interact auth start use place one give clear interact auth start currentus sign refreshtoken keychain call obvious call interact auth nil whatev reason use place one give reason case sum problem token session instanc start interact auth reason non nil use whatev els give custom auth challeng respons noth chang unless chang instanc readonli initi either chang currentus instanc start interact auth instanc sorri find anoth explain hope misunderstood sdk seem case taken account common case awsmobilecli tri solv automat manag credenti lifecycl singl user automat handl case user chang middl lifecycl provid method abl mitig exampl ui show challeng respons screen button allow user complet sign user click button app display main sign screen usernam field initi auth hope address concern think understand case describ miss someth pleas let know issu automat close inact pleas open new issu still encount problem,8,29,login|username|authentication|credential|delegation|security|signing|validate,459,0.06318082788671024,0.5547323226928711
458,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/458,issue,huge secur issu firebas ui ios android,describ environ object c swift swift ios version x firebas sdk version firebasecor firebaseui version firebaseui cocoapod version step describ problem user log googl account insid app firebas ui get sign googl account safari sudden huge secur issu imagin somebodi borrow phone log app use googl account sudden access email calendar note googl photo googl relat product step reproduc implement firebas ui app googl login enabl log user app googl account observ result open gmail com phone safari app observ log user gmail account though tri sign app expect result user log googl insid app authoris googl account entir system,ios android behavior firebaseui behavior secur app redirect third parti login web browser app use phish third parti credenti thank repli thank close issu immedi disallow intellectu discuss awar bring wkwebview ios run login browser separ process ensur app cannot steal credenti login screen howev ad user googl account whole phone persist cooki huge downsid massiv privaci risk user complet unawar fact firebas ui display googl auth login page nowher said user account share host devic intent close issu repo kill discuss rather signal bug firebaseui therefor noth meaning done firebaseui address total see find behavior surpris howev googl sign social sign sdk facebook twitter explicitli design behav done year actual use googl platform team back googl first ventur space one main goal sign googl button allow user quickli sign log new app without enter credenti unfortun comfort ask user make trade possibl social ident provid right app believ still want allow social sign want add custom warn user probabl work outsid bound firebaseui offer build authent ui,11,27,security|signing|login|authorise|phishing|credential|steal|cookie|privacy|user account|authentication,276,0.09782608695652174,0.5489152073860168
642,https://api.github.com/repos/John-Lluch/SWRevealViewController/issues/642,issue,issu sw front segu login verif home screen,hi go love hear potenti solut essenti tri incorpor right menu nav attempt go log app go home screen log land app crash app crash segu modal etc continu crash reveal view control control consol output app crash freeli market freeli market loginviewcontrol performtransitionoper withviewcontrol anim unrecogn selector sent instanc x ff ce view storyboard look imag line highlight highlight object c issu clarif segu log segu tabl view properli sw front sw rear valu still quit sure fix issu henc issu help appreci,sure understand question show storyboard arrow annot comment segu hi patrick thank much repli annot hope get messag across pictur user enter login inform prior press login identifi press login applic perform check see user enter valid inform log program success valid user inform proceed segu sw front identifi effect lead user known home page applic home page applic user press menu navig user press menu navig see menu slide right howev applic get hung crash throw follow error freeli market freeli market loginviewcontrol performtransitionoper withviewcontrol anim unrecogn selector sent instanc x ff ce identifi follow line code use breakpoint ok reveal view control segu sw right rear view control segu sw rear press button trigger segu see issu thought laid watch video tell applic think use selector line obvious swift object c quit sure segu actual oper segu call verifi user login inform stuck mayb issu object c swift clash gotten add work fine without issu mayb verifi user login inform pass onto new screen other start basic screen help appreci see entir stori board share otherwis write sampl project reproduc issu posit issu lie within storyboard certainli show imag altern send email benefici screen share allow take depth look land screen user choos regist login regist screen user input inform regist user direct unless alreadi select taken land screen forgotten password screen user taken select forgot password login screen user verifi inform forgotten password reset page user chang password chang password taken login page main screen list applic user fulli interact applic navig menu pleas feel free email screen share session feel best reach quintonchest reveal view control kind segu kind identifi kind segu kind identifi reveal view control yes segu show e g push identifi segu indirect navig control segu navig control reveal view control view control sw front edit ignor someth referenc menu later test earlier applic launch app appear first appear first user account press login account redirect tri sign sign taken yes sorri user account tap log show e g push perform swrevealviewcontrol avoid sw show allow user grab id password go swrevealviewcontrol login screen class loginviewcontrol swift issu lie unsur integr two speak one anoth loginviewcontrol function valid usernam password combin hous sw front call problem attempt segu sw front send invalid selector recal error thrown freeli market termin app due uncaught except nsinvalidargumentexcept reason freeli market loginviewcontrol performtransitionoper withviewcontrol anim unrecogn selector sent instanc x fc ea tell pretti sure page app allow swrevealviewcontrol loginviewcontrol speak one anoth yes think swrevealviewcontrol contain view control uinavigationcontrol uitabbarcontrol user interfac login view control first front view control reveal view control entri point new front view control usernam password ok first front view control loginviewcontrol say creat view control login view control direct user view control pend everyth okay okay continu progress applic toward log screen give shot see find edit segu best login ui reveal view control good news work thank much help menu work right side work left side huge deal switch side cheer edit come later pictur solut outlin patrick creat view control login verif make segu login verif swrevealviewcontrol present modal creat segu main menu log portion link imag person right menu swlogintest,8,47,login|validate|forge|password|user account|signing|integrity|username,625,0.0752,0.5304797291755676
741,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/741,issue,email link authent work,environ object c swift swift ios version firebas sdk version firebaseui version cocoapod version describ problem step reproduc setup anonym email link authent sign anonym authent email link sign sign anonym authent email link email step email link authent work observ result happen descript log output etc error occur howev success alert display complet handler handl error expect result sign email link succe relev code,work problem believ exactli issu workaround authent ideal provid context issu occur sum anonym user input email email link sign caus email link provid field contain anonym user uid handl email link anonym uid alway caus email auth provid attempt auto upgrad anonym attempt auto upgrad anonym user exist email link account alway fail happen regardless initi check alway email auth provid default handl login attempt user tri sign differ never sign user sure intend outcom scenario sinc issu still open thought contribut inform help pinpoint issu,4,15,authentication|signing|scripting|login,157,0.09554140127388536,0.5245053172111511
744,https://api.github.com/repos/firebase/FirebaseUI-iOS/issues/744,issue,possibl link exist credenti,accordn document link credenti sign user use authent provid method complet sign flow new authent provid includ call one firauth signinwith method exampl user googl id token facebook access token email password firauthcredenti new authent provid see firebaseui sinc seem alway complet sign abort signinwith method step describ environ object c swift swift ios version firebaseui version step describ problem custom authent token conjunct icloud token provid automat account ios want enabl user add way sign googl account email log android devic web step reproduc sign user use custom auth token authui new credenti link credenti see credenti firebaseui without call firauth signinwith,firebaseui provid sign auto upgrad anonym user provid ui facil link togeth two non anonym user error get provid tri link alreadi associ separ account see expect auto upgrad account likn list doc think mislead understand correctli implement retreiv credenti support account likn except anonym user possibl credenti without sign understand credenti log user abl doc refer skip use firebaseui altogeth document link say instead firebaseui obtain link anoth provid possibl credenti without sign without authent access credenti anyon link account gate auth method doc say specif call signinwith get credenti want link account suspect signinwith creat user result error messag understand correctli see authdataresult sinc late user alreadi creat right probabl add firebaseui reus exist ui return authdataresult meantim auth directli thank answer built ui likn base firebas quickstart sampl move away firebas ui sinc work pretti much includ need account creation well take look expos authdataresult callback updat firebaseui bind requir abil link multipl provid seem possibl time,4,31,credential|signing|authentication|password,268,0.11567164179104478,0.5187079906463623
