answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
turn slow connect vs run independ faster reason android suffer uwp ios,2018-01-31 20:07:59.42 UTC,71,48550620,"run follow code 10,000 iter almost 5 second android samsung j5 window i5 100,000 iter 200m test window mobil xamarin project target .net standard compat window mobil actual app old one use pcl show similar result - almost instantan window mobil ios coupl second android code speed hmacsha512 256 version?",0.04225352112676056,3,.net-standard-2.0 c# security xamarin xamarin.android,xamarin hmacsha512 slow android,2,security|hmac,0.4134148061275482
,2016-11-11 10:16:15.79 UTC,41,40545779,tri instal cryptographi 0.0.6 nuget pakag window 10 uwp app give error new window develop want class aes encrypt pleas provid suggest instal class aes encrypt window uwp,0.1951219512195122,8,aes c# cryptography uwp windows,cryptographi 0.0.6 get instal window 10 uwp app,3,aes|crypt|encrypt,0.40829890966415405
,2018-04-24 13:21:41.29 UTC,94,50002778,simpl .net 4.6 web server use httplisten http prefix link certif server 2012 r2 machine.th http interfac work use tls 1.0 1.1 1.2 support default server 2012 tri far forc system tls 1.2 ad enabl schannel protocol registri tls 1.2 ad enabl schusestrongcrypto registri .net framework disabl schannel protocol tls 1.0 ssl registri hardcod via system.net.servicepointmanager.securityprotocol = system.net.securityprotocoltype.tls12 none seem desir effect ssl tls 1.0 disabl schannel registri webserv becom unreach framework .net 4.6.2 instal execut built .net 4.6 hints? cheer,0.14893617021276595,14,.net c# http tls1.2,httplisten use tls 1.1 / 1.2 .net 4.6 server2012r2,5,tls|certificate|crypt|ssl|security,0.4066678285598755
tls termint window compon call schannel support cipher depend version schannel depend os .net version window xp instanc support tls 1.0 mean host pc need least window 7 want support tls 1.2 detail found http://blogs.msdn.com/b/kaushal/archive/2011/10/02/support-for-ssl-tls-protocols-on-windows.aspx,2015-09-01 09:39:25.057 UTC,75,32328269,want global enforc use tls 1.2 wpf applic follow .net 4.5 tls 1.2 protocol support secur commun http question alway work ship .net 4.5 along side applic depend os version,0.14666666666666667,11,.net c# ssl,tls 1.2 support depend version .net framework,4,ssl|tls|security|cipher,0.3904222548007965
none,2020-03-26 09:54:38,38,60864644,need connect api cipher seem compat project os tls_ecdhe_rsa_with_aes_256_gcm_sha384 0xc030 ecdh secp384r1 eq 7680 bit rsa compat window server 2012 r2 cipher error seem work go error allow connect api,0.23684210526315788,9,c# tls1.2,dodg cipher error ssl handshak,5,tls|cipher|ssl|rsa|aes,0.38158929347991943
note discuss aws develop forum time post tls 1.2 support aws sdk consequ abl move tls 1.2 exclus applic implement support workaround exist applic commun protocol manual exampl servicepointmanager.securityprotocol updat enabl support tls 1.0 tls 1.1 and/or tls 1.2 applic chang allow commun commun paypal tls 1.2 fall back older version necessari commun aws sdk note manual set put burden respons period review eventu remov support older tls version becom unnecessari and/or secur risk motiv pci-compli api move tls 1.2 keep eye updat aws sdk .net abl drop older tls support soon possibl avail enum .net version 4.5+ read msdn - servicepointmanager.securityprotocol properti amazon s3 – frequent ask question around disabl sslv3 - includ help discuss regard tls usag aws sdk disabl ssl fallback tls outbound connect .net? poodl mitig - excel relat question/answ commentari secur risk relat tls 1.0 motiv migrat tls 1.2,2016-01-29 16:55:10.937 UTC,182,35089925,paypal soon impos tls 1.2 contact api behavior alreadi enforc sandbox trap side effect invok paypal api subsequ call aws sdk fail anybodi problem found workaround,0.13736263736263737,25,amazon-web-services c# payment-gateway paypal-sandbox tls1.2,error invok aws c# sdk tls 1.2,5,sandbox|tls|security|availability|ssl,0.37812331318855286
part namespac avail window runtim app class namespac paramet one valu enumer multipl variant rsa http://msdn.microsoft.com/en-us/library/windows/apps/windows.security.cryptography.core.asymmetricalgorithmnames.aspx,2014-12-23 11:03:00.853 UTC,36,27619048,cannot find librari namespac window phone 8.1 univers app store app,0.2222222222222222,8,c# windows-phone-8.1,use windows.security.cryptography.rsacryptoserviceprovid window phone 8.1 univers app,4,security|crypt|rsa|availability,0.3639724552631378
try namespac,2016-07-28 08:47:05.767 UTC,61,38631354,applic need trace user android devic uniqu id android devic give employe client devic open applic type code check whether request came devic employe open app peopl app phone even though app open requir client want googl lot found links.tri work tri get context getcontentresolverne assist thank,0.01639344262295082,1,c# security xamarin xamarin.android,identifi android mobil devic uniqueid xamarin android c,1,security,0.3531721532344818
support tls 1.1/1.2 client older version .net need enabl protocol enumer normal use necessari field underli valu work instal fulli patch use vb.net code hand,2018-09-26 09:11:48.617 UTC,169,52514057,webservic made c# consum web servic alway ssl3 tls1.0 chang registri link https://www.derekseaman.com/2010/06/enable-tls-12-aes-256-and-sha-256-in.html#uds-search-result registri disabl tls1.0 tri make request ssl3 disabl ssl3 make request put tls1.2 cipher gpedit make request think tls1.2 work answer request consum suit cipher iis tls 1.0 cipher suit tls_rsa_with_aes_128_cbc_sha 0x002f cipher suit tls_rsa_with_aes_256_cbc_sha 0x0035 cipher suit tls_rsa_with_rc4_128_sha 0x0005 cipher suit tls_rsa_with_3des_ede_cbc_sha 0x000a cipher suit tls_ecdhe_rsa_with_aes_128_cbc_sha 0xc013 cipher suit tls_ecdhe_rsa_with_aes_256_cbc_sha 0xc014 cipher suit tls_ecdhe_ecdsa_with_aes_128_cbc_sha 0xc009 cipher suit tls_ecdhe_ecdsa_with_aes_256_cbc_sha 0xc00a cipher suit tls_dhe_dss_with_aes_128_cbc_sha 0x0032 cipher suit tls_dhe_dss_with_aes_256_cbc_sha 0x0038 cipher suit tls_dhe_dss_with_3des_ede_cbc_sha 0x0013 cipher suit tls_rsa_with_rc4_128_md5 0x0004 ssl3 cipher suit tls_rsa_with_rc4_128_sha 0x0005 cipher suit tls_rsa_with_3des_ede_cbc_sha 0x000a cipher suit tls_dhe_dss_with_3des_ede_cbc_sha 0x0013 cipher suit tls_rsa_with_rc4_128_md5 0x0004 cipher suit tls_empty_renegotiation_info_scsv 0x00ff stand alon c# applic use tls1.2 manag iis .net 3.5 run .net4.0 properti project .net 3.5 web.config need wse3 runtim .net v4.0.30319,0.591715976331361,100,c# tls1.2 windows-server-2008-r2,make request tls1.2 use iis7.5 window server 2008 r2,9,tls|aes|sha|cipher|rsa|cbc|rc4|ecdsa|md5,0.35193946957588196
know problem ssl3 tls1.0 vulner poodl attack thread migrat .net 4.5 support tls 1.1 tls 1.2 good idea basic client negoti server take highest protocol server provid long server provid tls 1.1 tls 1.2 client thetl 1.1 1.2 app .net 4.0 still tls 1.2 instal .net 4.5 server app retarget .net 4.5 forc chang protocol .net 4.0 app shown alreadi one caveat simpli upgrad .net 4.5 automat solv problem default protocol ssl3/tls1.0 .net 4.0 / 4.5 order tls 1.2 tls 1.1 .net 4.5+ need securityprotocol use sslprotocol enumer correspond integ valu webrequest call actual done per appdomain hurt first place tls termin window compon call schannel support cipher depend version schannel depend os .net version e.g window xp support tls 1.0 ref sinc window server 2012 window 8.1 tls 1.2 enabl default fine howev worth check tls 1.2 enabl os level registri affect iis 7.x sql server 2012 report servic etc depend build version default secur protocol depend follow registri entri check registri key schusestrongcrypto 1 forc .net app avoid use ssl3.0 tls1.0 alway strongest protocol avail hope help,2017-11-22 15:42:41.903 UTC,257,47438697,attempt turn tls 1.0 1.1 server switch tls 1.0 follow error applic tls 1.0 enabl everyth work fine code call servic specifi tls 1.2 use follow code servic end run .net 4.6.2 specifi tls protocol use read automat detect tls protocol requir runtim version .net framework web.config wcf servic follow regard bind call config servic config cannot life work issu anyon idea turn tls 1.0 work,0.12062256809338522,31,.net c# wcf,request secur token satisfi authent fail turn tls 1.0,8,security|authentication|tls|vulnerability|attack|cipher|crypt|availability,0.34010395407676697
