postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
623,https://api.github.com/repos/nodesource/distributions/issues/623,issue,ubuntu distribut identifi trusti current support,run lts fairli certain support,trusti support current releas line pleas show us exact command ran full output see go curl kl sudo e bash rootcurl kl sudo e bash total receiv xferd averag speed time time time current dload upload total spent left speed instal nodesourc node js v x lts carbon repo popul apt cach apt updat ign trusti inreleas ign trusti inreleas hit trusti inreleas hit trusti secur inreleas hit stabl inreleas hit trusti updat inreleas hit trusti secur main sourc hit trusti releas gpg hit trusti backport inreleas hit stabl packag hit trusti main amd packag hit trusti secur restrict sourc hit trusti releas gpg hit trusti releas hit trusti main packag hit trusti updat main sourc hit trusti main sourc hit trusti secur univers sourc hit trusti updat restrict sourc hit trusti main amd packag hit trusti secur multivers sourc hit trusti main translat en hit trusti updat univers sourc hit trusti secur main amd packag hit trusti main packag hit trusti updat multivers sourc hit trusti secur restrict amd packag ign stabl translat en us hit trusti updat main amd packag ign stabl translat en hit trusti secur univers amd packag hit trusti updat restrict amd packag hit trusti updat univers amd packag hit trusti secur multivers amd packag hit trusti updat multivers amd packag hit trusti secur main packag hit trusti updat main packag hit trusti secur restrict packag hit trusti updat restrict packag hit trusti secur univers packag hit trusti updat univers packag hit trusti secur multivers packag hit trusti updat multivers packag hit trusti secur main translat en hit trusti updat main translat en hit trusti secur multivers translat en hit trusti updat multivers translat en ign trusti main translat en us hit trusti secur restrict translat en hit trusti updat restrict translat en ign trusti main translat en hit trusti updat univers translat en hit trusti secur univers translat en hit trusti backport main sourc hit trusti backport restrict sourc hit trusti backport univers sourc hit trusti backport multivers sourc hit trusti backport main amd packag hit trusti backport restrict amd packag hit trusti backport univers amd packag hit trusti backport multivers amd packag hit trusti backport main packag hit trusti backport restrict packag hit trusti backport univers packag hit trusti backport multivers packag hit trusti backport main translat en hit trusti backport multivers translat en hit trusti backport restrict translat en hit trusti backport univers translat en hit trusti releas hit trusti main sourc hit trusti restrict sourc hit trusti univers sourc hit trusti multivers sourc hit trusti main amd packag hit trusti restrict amd packag hit trusti univers amd packag hit trusti multivers amd packag hit trusti main packag hit trusti restrict packag hit trusti univers packag hit trusti multivers packag hit trusti main translat en hit trusti multivers translat en hit trusti restrict translat en hit trusti univers translat en ign trusti main translat en us ign trusti multivers translat en us ign trusti restrict translat en us ign trusti univers translat en us read packag list done confirm trusti support curl slf dev null distribut identifi trusti current support pleas contact nodesourc think incorrect distribut consid support mistak sinc sit insid corpor proxi ad skip cert ssl check look miss coupl area abl instal node,3,108,trust|security|ssl,556,0.19424460431654678,0.8600896596908569
1687,https://api.github.com/repos/dnschneid/crouton/issues/1687,issue,abl startun trusti chrome os updat,updat chrome os abl run sudo startun anymor got run sudo startun enter mnt state partit crouton chroot trusti chroot setup script still exist insid chroot chroot fulli howev appear setup script invalid remov chroot setup script want updat chroot x org x server releas date x protocol version revis build oper system linux gener x ubuntu current oper system linux localhost smp tue apr pdt x kernel command line cro secur consol loglevel init sbin init cro secur oop panic panic root dev dm rootwait ro dm veriti error behavior dm veriti max bio dm veriti dev wait dm vroot none ro veriti payload partuuid f bea f fa e partnroff hashtre partuuid f bea f fa e partnroff hashstart alg sha root hexdigest bff dc fe b c c ce salt c b e fe e b e e ae noinitrd vt global cursor default kern guid f bea f fa e add efi memmap boot local noresum noswap modeset tpm tis forc tpm tis interrupt nmi watchdog panic lapic itco vendor support vendorsupport build date decemb pm xorg server ubuntu technic support pleas see current version pixman report problem check make sure latest version marker probe config file default set command line notic ii inform ww warn ee error ni implement unknown log file var log xorg log time wed apr use system config directori usr share x xorg conf ee ee backtrac ee usr bin x xorg backtrac x x f c ee usr bin x x f c bc x ad x f c ee lib x linux gnu libpthread x f c b x x f c c ee usr bin x x f c bc xb x f c ee usr bin x xf busprob x x f c ee usr bin x initoutput x x f c fd ee usr bin x x f c bc x ab x f c ab ee lib x linux gnu libc libc start main xf x f c ef ec ee usr bin x x f c bc x efe x f c efe ee ee segment fault address x ee fatal server error ee caught signal segment fault server abort ee ee pleas consult x org foundat support help ee pleas check log file var log xorg log addit inform ee ee server termin error close log file tri updat chrouton got chrono sudo sh download crouton n trusti u usr local chroot trusti alreadi exist updat prepar chroot environ instal bright chroot instal croutonpowerd chroot instal croutonvers chroot instal host dbu chroot instal host x chroot instal pulseaudio default pa chroot xephyr target work freon xiwi instead anybodi know solv issu,exact issu well use morn chromeo updat updat crouton appear broken appear xorg log file think error someth eq overflow addit event discard exist event process full error trace backtrac usr bin x xorg backtrac x e x f eeee mi backtrac mieqenqueu point culprit higher stack mi mieq caus victim mi increas eq size prevent drop event mi eq process resum drop event mi caus misbehav driver monopol server resourc ii aiglx suspend aiglx client vt switch ii dri suspend dri client vt switch ii aiglx resum aiglx client vt switch ii dri resum dri client vt switch ii intel edid vendor cmn prod id ii intel print ddc gather modelin ii intel modelin x x hsync vsync khz ep evdev power button use monoton input event time stamp ii evdev power button sync state inject event evdev video bus use monoton input event time stamp ii evdev video bus sync state inject event evdev power button use monoton input event time stamp ii evdev power button sync state inject event evdev sleep button use monoton input event time stamp ii evdev sleep button sync state inject event evdev sleep button use monoton input event time stamp ii evdev sleep button sync state inject event ww cmt cypress apa trackpad cyapa event sync state event sync state evdev translat keyboard use monoton input event time stamp ii evdev translat keyboard sync state inject event ii intel edid vendor cmn prod id ii intel print ddc gather modelin ii intel modelin x x hsync vsync khz ep ii evdev translat keyboard close ii unloadmodul evdev ii unloadmodul cmt ii evdev sleep button close ii unloadmodul evdev ii evdev sleep button close ii unloadmodul evdev ii evdev power button close ii unloadmodul evdev ii evdev video bus close ii unloadmodul evdev ii evdev power button close ii unloadmodul evdev ee intel fail remov fb pixmap invalid argument server termin success close log file updat chroot see work download crouton script updat error work divx mess step yep post output chroot issu morn updat chromeo updat latest version crouton recommend everyth work fine sudo ls usr local chroot show one chroot trusti expect step took remov old crouton script download folder download new one ran sudo sh download crouton n trusti u script start updat fail result usr local chroot trusti alreadi exist updat warn usb boot enabl consid disabl warn legaci boot enabl consid disabl follow command sudo crossystem dev boot usb dev boot legaci prepar chroot environ instal bright chroot instal croutonpowerd chroot instal croutonvers chroot instal host dbu chroot instal host x chroot instal pulseaudio default pa chroot instal croutoncycl chroot instal croutontriggerd chroot instal croutonxinitrc wrapper chroot instal setr chroot instal xinit chroot instal xbindkeysrc scm chroot instal xorg intel sna conf chroot instal xserverrc chroot instal xserverrc xorg chroot instal xserverrc local exampl chroot instal startxfc host instal crouton noroot chroot instal startxfc chroot instal enter chroot host instal delet chroot host instal edit chroot host instal mount chroot host instal unmount chroot host instal crash report wrapper host instal target core prepar environ prepar softwar sourc ign stabl inreleas hit stabl releas gpg hit stabl releas ign trusti inreleas hit stabl main amd packag ign trusti inreleas hit stabl main packag ign trusti inreleas ign trusti updat inreleas ign trusti secur inreleas ign trusti releas gpg hit trusti releas gpg hit trusti releas gpg ign stabl main translat en ign trusti releas hit trusti updat releas gpg hit trusti releas hit trusti secur releas gpg ign trusti main amd packag diffindex hit trusti releas ign trusti main packag diffindex hit trusti updat releas hit trusti secur releas hit trusti main sourc hit trusti restrict sourc hit trusti univers sourc hit trusti main amd packag hit trusti multivers sourc hit trusti main packag hit trusti main translat en hit trusti main amd packag hit trusti restrict amd packag hit trusti univers amd packag hit trusti multivers amd packag hit trusti main packag hit trusti restrict packag hit trusti univers packag hit trusti multivers packag hit trusti main translat en hit trusti multivers translat en hit trusti restrict translat en hit trusti univers translat en ign trusti main translat en hit trusti updat main sourc err trusti main amd packag found err trusti main packag found hit trusti updat restrict sourc hit trusti updat univers sourc hit trusti updat multivers sourc hit trusti updat main amd packag hit trusti updat restrict amd packag hit trusti updat univers amd packag hit trusti updat multivers amd packag hit trusti updat main packag hit trusti updat restrict packag hit trusti updat univers packag hit trusti updat multivers packag hit trusti updat main translat en hit trusti updat multivers translat en hit trusti updat restrict translat en hit trusti updat univers translat en hit trusti secur main sourc hit trusti secur restrict sourc hit trusti secur univers sourc hit trusti secur multivers sourc hit trusti secur main amd packag hit trusti secur restrict amd packag hit trusti secur univers amd packag hit trusti secur multivers amd packag hit trusti secur main packag hit trusti secur restrict packag hit trusti secur univers packag hit trusti secur multivers packag hit trusti secur main translat en hit trusti secur multivers translat en hit trusti secur restrict translat en hit trusti secur univers translat en w fail fetch found w fail fetch found e index file fail download ignor old one use instead fail complet chroot setup unmount mnt state partit crouton chroot trusti look bad ppa follow guid remov updat chroot got chrono sudo sh download crouton n trusti u usr local chroot trusti alreadi exist updat prepar chroot environ instal bright chroot instal croutonpowerd chroot instal croutonvers chroot instal host dbu chroot instal host x chroot instal pulseaudio default pa chroot xephyr target work freon xiwi instead thank issu xephyr work devic freon updat chroot instal chrome crouton extens alreadi link chrome crouton extens present end updat mean issu see issu reinstal everyth xepher thu apr pm mauric van kruchten notificationswrot xephyr work devic freon updat chroot sudo sh download crouton n trusti u xiwi instal chrome crouton extens alreadi link chrome crouton extens present end updat mean issu see repli email directli view github work denni thank much xephyr target xiwi xorg eol chromeo switch freon mostli use arm devic instead xorg issu sinc use xephyr oh thank track proper fix,9,123,trust|scripting|validate|security|hash|sha|salt|signing|inject,1523,0.08076165462902167,0.8419930934906006
90,https://api.github.com/repos/nodesource/distributions/issues/90,issue,ubuntu trusti support error,note issu curl complain self sign ssl cert issu cat etc lsb releas distrib id ubuntu distrib releas distrib codenam trusti distrib descript ubuntu lts unam linux ubuntu gener ubuntu smp wed aug utc gnu linux curl slk sudo bash instal nodesourc node js repo popul apt cach apt updat ign trusti inreleas ign trusti secur inreleas ign trusti updat inreleas hit trusti secur releas gpg ign trusti backport inreleas hit trusti secur releas hit trusti releas gpg hit trusti updat releas gpg hit trusti secur main sourc hit trusti backport releas gpg ign trusti inreleas ign trusti inreleas ign inreleas hit trusti releas hit trusti secur restrict sourc hit trusti updat releas hit trusti secur univers sourc hit trusti backport releas hit trusti secur multivers sourc hit trusti main sourc trusti releas gpg b hit trusti releas gpg hit trusti secur main packag releas gpg b hit trusti restrict sourc hit trusti secur restrict packag hit trusti univers sourc hit trusti secur univers packag hit trusti multivers sourc hit trusti secur multivers packag hit trusti releas hit trusti releas hit trusti main packag ign trusti releas hit trusti secur main translat en hit releas ign releas hit trusti restrict packag hit trusti secur multivers translat en hit trusti univers packag hit trusti secur restrict translat en hit trusti multivers packag hit trusti secur univers translat en ign trusti main sourc diffindex hit trusti partner sourc ign packag diffindex hit trusti main translat en ign trusti main packag diffindex hit trusti partner packag hit trusti multivers translat en hit trusti restrict translat en hit trusti partner translat en hit trusti univers translat en hit trusti updat main sourc hit trusti updat restrict sourc hit trusti updat univers sourc hit trusti updat multivers sourc hit trusti main sourc hit trusti updat main packag hit trusti updat restrict packag hit trusti updat univers packag hit trusti updat multivers packag hit trusti main packag hit trusti updat main translat en hit trusti updat multivers translat en hit trusti updat restrict translat en hit trusti updat univers translat en hit trusti backport main sourc hit trusti backport restrict sourc hit trusti backport univers sourc hit trusti backport multivers sourc hit trusti backport main packag hit trusti backport restrict packag hit trusti backport univers packag hit trusti backport multivers packag hit trusti backport main translat en hit trusti backport multivers translat en hit trusti backport restrict translat en hit trusti backport univers translat en ign trusti main translat en us ign trusti main translat en hit packag ign trusti main translat en us ign translat en us ign trusti multivers translat en us ign trusti restrict translat en us ign trusti univers translat en us ign translat en fetch b b read packag list done w gpg error trusti releas follow signatur verifi public key avail pubkey e c w gpg error releas follow signatur verifi public key avail pubkey c ba confirm trusti support curl slf dev null distribut identifi trusti current support pleas contact nodesourc think incorrect distribut consid support,yes either need updat system latest certif mitm proxi someth whacki ssl trusti definit support behind proxi issu instal nodej run follow command work node seem issu suggest ok correct known checkpoint firewal intercept traffic culprit abl instal problem thank,12,115,trust|signing|ssl|scripting|security|signature|public key|availability|certificate|mitm|hack|firewall,552,0.20833333333333334,0.8307366967201233
34,https://api.github.com/repos/graysky2/profile-sync-daemon/issues/34,issue,encrypt home support,hi profil sync daemon work encrypt home directori add check encrypt directori encrypt user log exit sync sync check ecryptf verifi h u user start profil sync daemon gnome session properti user rememb stop profil sync daemon log poweroff,look never use encrypt home need one one vm test purpos assum content home simpli unavail prior log think psd simpli detect support browser exit cleanli target user log right need run manual sync log someth follow fine think correct rd bullet upon logout sync back lock occur unmount encrypt home user home user contain access privat data desktop usr share ecryptf util ecryptf mount privat desktop ecryptf home ecryptf user ecryptf privat home ecryptf user privat readm txt usr share ecryptf util ecryptf mount privat txt mount encrypt home user home user privat mount home user decrypt content safeti instal ran updat rc f psd remov comment line etc cron hourli psd updat hmm seem bit tricki without encrypt home test reluct start tinker leav open featur request place holder recommend ad warn messag doc instal process better quick check instal encrypt home quasi default ubuntu averag noob user look instal psd upon next boot profil lost browser start person experi yet took good minut realiz go cent realiz best add warn point sorri fuzzi say quasi default fact encrypt home offer instal default think warn good idea abl achiev psd encrypt home directori ecryptf ubuntu summari add entri etc sudoer allow user execut usr bin profil sync daemon directli creat autostart script start daemon upon user login remov symlink init system etc rc directori note linux desktop gnome lxde look autostart script home config autostart left k symlink rc rc logic system shut restart grace shut servic yet reli autostart script start servic sinc need wait user authent home directori decrypt psd job desktop entri type applic name profil sync daemon comment start profil sync daemon browser exec sudo etc init psd start onlyshowin gnome uniti lxde nodisplay true x gnome autostart delay x gnome autostart phase applic x gnome autostart notifi true work via init system without user level hack see possibl full disk encrypt dm crypt clear possibl ecryptf homedir featur avail ubuntu distro sure either ask featur work great encrypt home folder forc live without pete sure systemd servic wait user home dir decrypt attempt sync without use user level hack user level systemd servic never done guy someth similar similar issu sure sure systemd servic wait user home dir decrypt attempt sync without use user level hack user level systemd servic use two differ config file sync script first seek config user home directori browser list sync list user config browser list psd start sync script found user config sync noth sinc encrypt home mount yet next sync sync scrypt find user config begin sync browser profil unencrypt home user chang chang user config without touch use comput use multipl user user cannot want complic config situat sinc encrypt motiv come someth work around issu upstart session job run desktop session start end respect post decypt pre encrypt achiev place psd conf config upstart sinc psd need run root need add follow line sudoer either visudo ad file etc sudoer allow user run without password replac usernam altern multipl user add group replac groupnam possibl allow psd run normal user rather root situat make solut simpler ubuntu move use systemd session upstart job need replac systemd equival push psd v step closer support know systemd user servic whether systemd work suppli servic encrypt time setup encrypt test anyon game try report back wait decrypt home invok enabl run execstop line encrypt actual v x support encrypt home pleas open new issu case,11,55,encrypt|crypt|availability|safe|fuzz|scripting|login|authentication|hack|password|username,621,0.08856682769726248,0.7757208943367004
312,https://api.github.com/repos/kubernetes-retired/kubernetes-anywhere/issues/312,issue,make deploy fail data tls cert request kubernet master unexpect eof,one success kubernet deploy vsphere remov make destroy tri redeploy fail tls error configur still allow self sign certif contain opt kubernet anywher make clean rm rf tmp rm rf phase tmp rm rf phase gce tmp rm rf phase azur tmp rm rf phase vsphere tmp contain opt kubernet anywher make deploy util config json config config json make deploy cluster make enter directori opt kubernet anywher cd phase jq r phase cloud provid config json deploy cluster tmp vsphere kubernet tf data templat file cloudprovid refresh state tls privat key kubernet root creat algorithm rsa ecdsa curv p privat key pem public key openssh public key pem rsa bit tls privat key kubernet node creat algorithm rsa ecdsa curv p privat key pem public key openssh public key pem rsa bit tls privat key kubernet master creat algorithm rsa ecdsa curv p privat key pem public key openssh public key pem rsa bit tls privat key kubernet admin creat algorithm rsa ecdsa curv p privat key pem public key openssh public key pem rsa bit vsphere folder cluster folder creat datacent derbi exist path path kubernet vsphere folder cluster folder creation complet vsphere virtual machin kubevm creat vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm still creat elaps vsphere virtual machin kubevm creation complet vsphere virtual machin kubevm creation complet vsphere virtual machin kubevm creation complet error appli plan error occur data tls cert request kubernet master unexpect eof terraform automat rollback face error instead terraform state file partial updat resourc success complet pleas address error appli increment chang infrastructur makefil recip target fail make error make leav directori opt kubernet anywher makefil recip target deploy cluster fail make deploy cluster error contain opt kubernet anywher,encount exact error data tls cert request unexpect eof self sign host certif option enabl vms creat cluster setup incomplet use vsphere latest version kubernet anywher vsphere virtual machin kubevm creation complet error appli plan error occur data tls cert request cluster master unexpect eof terraform automat rollback face error instead terraform state file partial updat resourc success complet pleas address error appli increment chang infrastructur panic interfac convers interfac nil string debug plugin terraform debug plugin terraform goroutin run debug plugin terraform panic x xc b c debug plugin terraform opt go src runtim panic go x debug plugin terraform github com hashicorp terraform builtin provid tls readcertrequest xc x x x xc f debug plugin terraform opt gopath src github com hashicorp terraform builtin provid tls data sourc cert request go x debug plugin terraform github com hashicorp terraform helper schema resourc readdataappli xc ba xc x x xc acb x x debug plugin terraform opt gopath src github com hashicorp terraform helper schema resourc go xda debug plugin terraform github com hashicorp terraform helper schema provid readdataappli xc beb xc xc x x x debug plugin terraform opt gopath src github com hashicorp terraform helper schema provid go x debug plugin terraform github com hashicorp terraform plugin resourceproviderserv readdataappli xc c xc c b xc c x x debug plugin terraform opt gopath src github com hashicorp terraform plugin resourc provid go x e debug plugin terraform reflect valu call xc b xc x x da x xc ed x x xc xc debug plugin terraform opt go src reflect valu go x c debug plugin terraform reflect valu call xc b xc x xc ed x x x x x debug plugin terraform opt go src reflect valu go xa debug plugin terraform net rpc servic call xc b xc ac xc xc ce xc fab x f xc c b x x f c xc c debug plugin terraform opt go src net rpc server go x debug plugin terraform creat net rpc server servecodec debug plugin terraform opt go src net rpc server go x debug plugin bin terraform plugin process exit error root eval terraform evalreaddataappli err data tls cert request cluster master unexpect eof error root eval terraform evalsequ err data tls cert request cluster master unexpect eof error root eval terraform evalopfilt err data tls cert request cluster master unexpect eof error root eval terraform evalsequ err data tls cert request still get crash updat latest master use v kubernet recommend vsphere provid etc self sign option select host data tls cert request kubernet master necessari attempt made retriev master cert current resort run terraform dlv try debug solv delet vm ova templat ad vsphere sure made differ abl destroy cluster success sometim run destroy cluster success time interven remov vms vsphere order succeed yes know found issu manual delet vms work fine rememb exact build specif issu happen sever iter involv manual delet complet updat issu seem problem use kubernet anywher situat tri altern mention none make deploy work issu error messag came due improp dhcp configur issu go stale inact mark issu fresh stale issu rot addit inact eventu close prevent issu auto close comment issu safe close pleas send feedback sig test kubernet test infra lifecycl stale stale issu rot inact mark issu fresh rotten issu close addit inact issu safe close pleas send feedback sig test kubernet test infra rotten remov lifecycl stale updat issu never build kubernet cluster kubernet anywher error vmware vsphere u latest vcsa build rotten issu close inact reopen issu mark issu fresh send feedback sig test kubernet test infra,10,63,tls|signing|certificate|private key|rsa|ecdsa|public key|openssh|hash|safe,938,0.06716417910447761,0.6150620579719543
288,https://api.github.com/repos/phusion/passenger-docker/issues/288,issue,httperror curl oss binari phusionpasseng com apt passeng dist trusti main binari amd packag,get error trusti main amd packag trace hit trusti updat main sourc err trusti main amd packag httperror hit trusti updat restrict sourc hit trusti updat univers sourc hit trusti updat main amd packag hit trusti updat restrict amd packag hit trusti updat univers amd packag hit trusti secur main sourc hit trusti secur restrict sourc hit trusti secur univers sourc hit trusti secur main amd packag hit trusti secur restrict amd packag hit trusti secur univers amd packag hit trusti main sourc hit trusti restrict sourc hit trusti univers sourc hit trusti main amd packag hit trusti restrict amd packag hit trusti univers amd packag w fail fetch httperror e index file fail download ignor old one use instead error execut command exit command bin sh c curl sl sudo e bash return non zero code,seem relat recent repo migrat howev trusti base os current imag upgrad latest imag fix issu,2,28,trust|security,168,0.16666666666666666,0.6099998950958252
41,https://api.github.com/repos/jsamr/bootiso/issues/41,pr,implement iso hash check,discuss move assertisoisok behind checksudo meant got doubl output implic miss,alright goe valid sha file bootiso test debian amd netinst iso bootiso correct sha hash found test debian amd netinst iso sha sha file incorrect hash valid sha hash bootiso test debian amd netinst iso bootiso incorrect hash found found test debian amd netinst iso sha still want continu n n bootiso exit sha contain hash filenam bootiso test debian amd netinst iso bootiso match filenam found hash file test debian amd netinst iso sha sha differ hash blake test hash assum sha even invalid length bootiso test debian amd netinst iso bootiso incorrect hash found found test debian amd netinst iso sha still want continu n n bootiso exit sha sum file valid hash bootiso test debian amd netinst iso bootiso correct sha hash found test sha sum txt sha sum file incorrect hash valid sha hash bootiso test debian amd netinst iso bootiso incorrect hash found found test sha sum txt still want continu n n bootiso exit sha sum file differ hash blake test hash assum sha even invalid length bootiso test debian amd netinst iso bootiso incorrect hash found found test sha sum txt still want continu n n bootiso exit sha sum contain hash filenam bootiso test debian amd netinst iso bootiso match filenam found hash file test sha sum txt hash file bootiso test debian amd netinst iso bootiso report test debian amd netinst iso boot capabl hash file bootiso test debian amd netinst iso forc hash check bootiso valid hash found assert forc forc hash check exit hash file bootiso test debian amd netinst iso hash check bootiso report test debian amd netinst iso boot capabl custom hash file specifi bootiso test debian amd netinst iso hash file test file hash correct sha hash found test file hash custom hash file incorrect hash bootiso test debian amd netinst iso hash file test file hash bootiso incorrect hash found found test file hash still want continu n n bootiso exit custom hash file unknown hash hash guess base length distinguish otherwis differ hash length return incorrect differ hash differ length return unknown hash type bootiso test debian amd netinst iso hash file test file hash bootiso unknown hash type found test file hash still want continu n n bootiso exit great report realis read output find word incorrect bit broad hash file corrupt hash unexpect length iso hash match yet valid file hash word match two match mismatch someth unexpect hash file format hash file follow expect format filenam unexpect hash length chang string seem alright deleg job high profil tool disadvantag use sum util check hash file long process fail especi without ignor miss one file hash file present one file hash file invalid hash case fail hash current file correct mayb someth counter grep f isonam hashfil sha sum check strict statu sum util check hashfil differ directori current one work bootiso test debian iso mayb someth counter grep f isonam hashfil sha sum check strict statu yes sound perfect circumv issu sum util check hashfil differ directori current one work bootiso test debian iso good point sum util check hashfil differ directori current one work bootiso test debian iso good point main reason chose go pars look use sum first think rather limit use bootiso abl test iso directori rework pr push next efdcbff dd b e c forc push sinc made author commit sinc major work reset hard next branch repo next see c df fc ca ab bd b,5,101,hash|validate|sha|delegation|authorise,596,0.16946308724832215,0.6032605767250061
2272,https://api.github.com/repos/dnschneid/crouton/issues/2272,issue,crouton updat fail trusti,tri updat trusti crouton first go chroot updat seem good idea delet crouton redownload fresh version still updat command sudo sh crouton u n trusti respons usr local chroot trusti alreadi exist updat unabl determin releas usr local chroot trusti pleas specifi r name trusti encrypt enter mnt state partit crouton chroot trusti crouton version master edbc releas trusti architectur amd xmethod xiwi target xiwi xorg lxde host version offici build stabl channel peppi kernel linux localhost smp thu nov pst x x x gnu linux freon yes unmount mnt state partit crouton chroot trusti next,chroot fulli setup someth chang mayb try first via see succe tell setup finish ask want proceed go either updat chroot via exit chroot run crouton updat command try know enter chroot work surpris updat crouton happi pretti sure apt updat work sean dec pm dennisl notificationswrot chroot fulli setup someth chang mayb try first via sudo enter chroot n trusti see succe tell setup finish ask want proceed go either updat chroot via sudo apt updat sudo apt upgrad exit chroot run crouton updat command repli email directli view github yeah messag seem indic someth definit wrong chroot somehow updat list realli hose us releas ubuntu com instead us archiv ubuntu com wonder origin crouton trusti instal mon dec pm dennisl notificationswrot chroot fulli setup someth chang mayb try first via sudo enter chroot n trusti see succe tell setup finish ask want proceed go either updat chroot via sudo apt updat sudo apt upgrad exit chroot run crouton updat command repli email directli view github yeah know us releas ubuntu com got crouton updat work yes correct crouton updat work great good cough error code someth total screwi repositori sean dec pm dennisl notificationswrot yeah know us releas ubuntu com got crouton updat work repli email directli view github problem right disabl option repo archiv ubuntu com standard one tri enter chroot done manual updat upgrad without issu verifi etc lsb releas etc crouton name say trusti repo entir standard chrono sudo enter chroot n trusti password enter encrypt passphras trusti enter mnt state partit crouton chroot trusti fail connect x server fail connect x server sidcat etc apt sourc list etc lsb releas etc crouton name deb trusti multivers univers restrict main deb src trusti multivers univers restrict main deb trusti updat multivers univers restrict main deb src trusti updat multivers univers restrict main deb trusti secur multivers univers restrict main deb src trusti secur multivers univers restrict main distrib id ubuntu distrib releas distrib codenam trusti distrib descript ubuntu lts trusti transcript attempt updat via crouton chrono sudo sh download crouton u n trusti usr local chroot trusti alreadi exist updat enter encrypt passphras trusti unabl determin releas usr local chroot trusti pleas specifi r chrono sudo sh download crouton u n trusti r trusti usr local chroot trusti alreadi exist updat enter encrypt passphras trusti releas match pleas correct r option specifi second u chang releas upgrad chroot danger chrono sudo sh download crouton uu n trusti r trusti usr local chroot trusti alreadi exist updat enter encrypt passphras trusti warn chang chroot releas trusti press control c abort upgrad continu second chrono sudo sh download crouton u n trusti r trusti usr local chroot trusti alreadi exist updat enter encrypt passphras trusti releas match pleas correct r option specifi second u chang releas upgrad chroot danger least extra u function correctli releas nice script report inform disagre user take correct action instead probabl give junk chroot realli prefer soon option run situat work chang repo us archiv ubuntu com archiv ubuntu com help either,6,55,trust|encrypt|password|security|scripting|danger,611,0.09001636661211129,0.5906822681427002
792,https://api.github.com/repos/nextcloud/vm/issues/792,issue,miss activ ssl sh,thank report issu us pleas report issu correspond vm nextcloud later found bug relat server core file report look help report bug pleas nextcloud forum instead buy support step reproduc try execut sudo bash var script activ ssl sh list content var script folder expect behaviour expect info kick ssl registr actual want chang domain name plan follow deactiv yet expect see sh file actual behaviour server configur nextcloud server version see admin page nextcloud server os ubuntu server default descript ubuntu lts releas codenam bionic instal vm script instal master releas version download imag hyper v network dhcp yes port open yes open certif renew work log screenshot ncadminsudo bash var script activ ssl sh bash var script activ ssl sh file directori ncadminl releas ncadmincd var script ncadminl histori sh letsencryptrenew sh nextcloud sh setup secur permiss nextcloud sh updat sh ncadminsudo bash var script activ ssl sh bash var script activ ssl sh file directori ncadminlog file mnt ncdata nextcloud log instal log command output screenshoot pleas screenshot thank,thank report activ ssl sinc need download latest version abl activ new domain well sinc script remov success run first time find script need raw format abl run great thank see wget command instruct page apolog miss linux noob ad result report cannot thank enough linux noob ad result report cannot thank enough,5,22,ssl|scripting|certificate|encrypt|security,230,0.09565217391304348,0.5711747407913208
2569,https://api.github.com/repos/dnschneid/crouton/issues/2569,issue,xorg dummi driver certif trust,name debian encrypt enter mnt state partit crouton chroot debian crouton version master f c releas wheezi architectur amd xmethod xiwi target xiwi xorg cli extra host version offici build stabl channel swanki kernel linux localhost smp sat apr pdt x gnu linux freon yes unmount mnt state partit crouton chroot debian name trusti encrypt enter mnt state partit crouton chroot trusti crouton version master daa releas trusti architectur amd target cli extra host version offici build stabl channel swanki kernel linux localhost smp sat apr pdt x x x gnu linux freon yes unmount mnt state partit crouton chroot trusti pleas describ issu xorg dummi driver certif trust download xorg dummi driver xorg freedesktop org xorg freedesktop org ff feda f connect xorg freedesktop org xorg freedesktop org connect http request sent await respons move perman locat follow www x org www x org ff feda f connect www x org www x org connect error certif www x org trust fail complet chroot setup unmount mnt state partit crouton chroot debian send sigterm process mnt state partit crouton chroot debian known describ step reproduc issu updat debian sudo sh download crouton u n debian,xorg xiwi target certif recent valid www x org websit similar ident problem try updat chroot xorg xiwi www x org connect www x org insecur check certificatesudo suecho check certif mnt state partit crouton chroot mychroot root wgetrcexitsudo rm mnt state partit crouton chroot mychroot root wgetrc fix upstream precis wheezi mayb disabl cert check dummi wheezi alon ship cert crouton pass wget somehow wait suggest wheezi fix go wrong oh see error precis certif subject altern name match vs untrust error miss ca certif instal mayb stop spam issu tracker okay wheezi ignor cert instanc need hack thing anymor,7,22,certificate|trust|encrypt|validate|insecure|spam|hack,303,0.07260726072607261,0.48460155725479126
