id,score
"7260","60"
"8451","14"
"10635","103"
"11762","40"
"17670","2"
"18448","17"
"21965","17"
"29346","9"
"42115","3"
"47262","8"
"49211","2"
"50684","2"
"53824","3"
"54991","231"
"59893","27"
"64469","2"
"71077","3"
"71146","2"
"74443","11"
"83553","1"
"86458","66"
"94809","0"
"98074","9"
"100919","8"
"102382","6"
"103177","0"
"108518","32"
"118599","4"
"120116","7"
"121493","0"
"124674","1"
"124885","2"
"129544","4"
"129629","2"
"136219","1"
"141399","2"
"144605","5"
"146973","8"
"148879","31"
"150737","9"
"152419","2"
"154430","18"
"155400","4"
"158800","1"
"160373","0"
"162031","6"
"165808","429"
"166617","5"
"167252","1"
"169222","8"
"170689","10"
"172951","0"
"177363","6"
"178578","9"
"179425","4"
"181581","1"
"188134","5"
"192134","28"
"196177","0"
"197388","8"
"198071","4"
"198625","1"
"201153","3"
"202011","708"
"206438","47"
"206793","1"
"209242","14"
"211169","21"
"211941","0"
"212510","62"
"212763","8"
"213568","0"
"229596","6"
"234234","4"
"234872","2"
"239463","6"
"239979","2"
"240224","7"
"243646","65"
"243995","2"
"244019","3"
"244152","0"
"246822","3"
"249540","8"
"249567","10"
"252882","20"
"252974","2"
"254980","3"
"255171","2"
"258889","3"
"261785","2"
"261873","3"
"262756","1"
"264889","6"
"269101","5"
"270010","1"
"270625","0"
"272112","0"
"273452","118"
"280923","0"
"281068","2"
"281843","2"
"283726","9"
"284500","3"
"288732","14"
"289601","4"
"290548","533"
"291744","0"
"295538","192"
"297498","1"
"298363","74"
"299793","0"
"300582","3"
"301024","15"
"308756","17"
"311677","3"
"312621","1"
"317652","7"
"318039","1"
"319508","3"
"321128","8"
"326818","85"
"327654","12"
"331468","2"
"332477","1"
"341956","1"
"343488","1"
"344774","1"
"354068","1"
"359342","22"
"360259","8"
"360838","1"
"379276","8"
"379319","0"
"379445","1"
"379941","2"
"380336","8"
"382353","5"
"382383","0"
"384725","0"
"386982","12"
"390853","1"
"393118","0"
"396324","2"
"399155","2"
"416771","5"
"424517","12"
"425688","29"
"428478","7"
"430386","2"
"430599","2"
"431013","19"
"432570","3"
"432753","2"
"434404","0"
"436760","0"
"437864","2"
"438142","1"
"438704","10"
"439253","0"
"440200","1"
"442658","15"
"443411","16"
"444248","5"
"446981","3"
"447785","1"
"450380","13"
"453404","2"
"454368","7"
"454771","2"
"456837","0"
"457307","5"
"459182","39"
"462160","0"
"462264","2"
"464478","1"
"464580","2"
"466482","15"
"467150","1"
"473173","52"
"473687","66"
"474259","0"
"475421","32"
"476701","0"
"477863","2"
"478498","8"
"480358","7"
"481098","3"
"481160","129"
"483197","2"
"485103","0"
"486000","5"
"492954","3"
"494782","2"
"497428","3"
"502001","1"
"503220","1"
"503967","0"
"507124","2"
"508608","4"
"514307","0"
"517062","2"
"517628","0"
"517635","4"
"518635","0"
"519781","7"
"519872","2"
"521220","0"
"524676","4"
"526711","80"
"529485","4"
"530330","109"
"532070","2"
"534215","8"
"534664","0"
"536352","62"
"538708","10"
"540161","4"
"541219","9"
"544517","1"
"548462","-1"
"550210","16"
"550667","0"
"550742","2"
"557979","2"
"558308","0"
"562350","46"
"563037","25"
"564137","0"
"566011","7"
"566179","5"
"566570","54"
"567303","2"
"567858","2"
"568970","1"
"570042","15"
"570605","0"
"572656","3"
"573079","24"
"575157","9"
"577048","1"
"579035","5"
"580817","3"
"582556","10"
"583955","5"
"585320","2"
"595002","5"
"595165","2"
"595873","0"
"597880","0"
"598949","0"
"602625","1"
"603271","1"
"604210","34"
"604290","2"
"605498","1"
"608120","26"
"609127","6"
"609553","1"
"610013","0"
"610080","3"
"611092","3"
"612015","37"
"612178","7"
"612957","28"
"616161","3"
"619921","13"
"620134","0"
"621189","1"
"622900","7"
"623159","2"
"623815","39"
"624898","1"
"626303","2"
"627353","1"
"630566","4"
"637090","3"
"639034","1"
"639125","3"
"640116","6"
"641810","0"
"642515","11"
"642834","5"
"646395","13"
"649141","17"
"649149","16"
"653304","0"
"654957","2"
"655042","3"
"655137","6"
"663440","1"
"663768","1"
"664673","81"
"665386","2"
"667412","1"
"670615","4"
"671512","4"
"672506","2"
"678873","7"
"679974","2"
"680206","0"
"681583","31"
"681991","2"
"684662","1"
"689170","8"
"691085","3"
"693974","0"
"695802","18"
"696307","4"
"697065","2"
"698245","0"
"699264","1"
"703272","329"
"703450","3"
"703757","5"
"704420","1"
"704798","2"
"707072","0"
"707785","1"
"708210","9"
"713064","0"
"713644","3"
"714308","0"
"714574","2"
"715113","0"
"717570","1"
"720710","2"
"721472","5"
"724257","1"
"725367","0"
"725387","0"
"728108","0"
"728143","72"
"730206","3"
"731146","10"
"731528","1"
"733971","2"
"735001","1"
"735193","0"
"740584","2"
"740812","3"
"740837","4"
"741663","3"
"743076","0"
"744530","12"
"746377","1"
"746816","1"
"751759","4"
"752108","2"
"757001","3"
"760166","5"
"761889","1"
"767408","3"
"767978","2"
"769268","14"
"769634","0"
"771535","1"
"777607","223"
"778990","0"
"781312","2"
"784848","1"
"785016","21"
"786093","7"
"788459","4"
"790592","3"
"790619","1"
"790676","3"
"797445","3"
"798266","2"
"800463","38"
"800685","137"
"804155","2"
"809602","1"
"811988","0"
"812105","12"
"812894","0"
"815740","3"
"818704","156"
"820289","6"
"822969","0"
"823821","2"
"825709","2"
"827518","3"
"827634","1"
"829707","1"
"834694","0"
"835012","0"
"835826","7"
"836398","1"
"839280","0"
"839697","14"
"840537","57"
"840901","0"
"841144","5"
"843122","0"
"843900","0"
"845623","8"
"847377","3"
"847930","2"
"851538","3"
"852297","0"
"855302","9"
"867171","10"
"868844","2"
"870648","1"
"875472","41"
"877392","0"
"877820","1"
"878837","3"
"879321","1"
"882130","0"
"882458","1"
"885804","1"
"886683","2"
"887565","1"
"888473","1"
"890085","11"
"890447","0"
"891018","11"
"892249","2"
"893757","11"
"894121","11"
"896901","25"
"897119","2"
"898660","2"
"899991","27"
"901034","7"
"901279","2"
"905029","3"
"906316","0"
"907302","7"
"909035","1"
"909750","0"
"909977","1"
"910465","109"
"910468","2"
"912580","6"
"912741","23"
"912850","6"
"912955","11"
"915999","6"
"917475","3"
"918627","1"
"918676","73"
"920542","3"
"926172","33"
"926920","9"
"929351","6"
"929720","3"
"932339","11"
"932866","3"
"934171","0"
"937459","7"
"938765","1"
"938897","0"
"939040","19"
"939677","24"
"939941","2"
"940529","0"
"941528","2"
"942139","12"
"946547","2"
"949064","10"
"949340","38"
"949543","1"
"949907","2"
"951487","2"
"951496","0"
"952019","2"
"954416","16"
"954521","3"
"955006","3"
"955915","1"
"957388","33"
"967773","13"
"970308","11"
"970612","1"
"971369","12"
"978350","24"
"978361","1"
"982718","5"
"984106","0"
"984525","13"
"986244","-1"
"986831","0"
"991751","0"
"992997","4"
"994291","0"
"995253","3"
"996025","4"
"996588","2"
"998084","1"
"1003490","1"
"1005129","0"
"1005381","0"
"1007348","0"
"1010571","1"
"1010875","4"
"1011245","43"
"1019204","9"
"1019378","0"
"1026828","0"
"1028853","3"
"1031772","0"
"1032717","5"
"1036854","4"
"1038683","1"
"1039465","20"
"1041181","4"
"1042605","0"
"1045183","4"
"1046599","23"
"1046635","5"
"1047207","1"
"1048537","0"
"1048549","0"
"1051761","6"
"1054117","0"
"1055078","1"
"1055677","0"
"1055817","0"
"1056317","4"
"1057501","2"
"1058793","4"
"1059603","1"
"1062324","1"
"1063049","1"
"1068880","3"
"1075245","23"
"1079131","6"
"1081976","0"
"1082014","2"
"1082386","1"
"1082694","0"
"1085764","0"
"1085874","3"
"1086049","8"
"1088041","2"
"1088170","0"
"1088916","5"
"1089046","49"
"1093181","5"
"1098254","6"
"1099391","9"
"1106163","20"
"1108364","5"
"1108753","0"
"1109041","1"
"1109761","4"
"1112456","4"
"1113405","0"
"1116128","1"
"1117457","0"
"1118932","0"
"1120190","16"
"1123937","0"
"1124954","1"
"1125330","1"
"1130360","5"
"1131188","0"
"1134119","9"
"1136405","14"
"1137361","0"
"1139856","8"
"1140047","1"
"1147220","6"
"1147308","12"
"1149996","45"
"1151450","8"
"1152872","2"
"1154114","0"
"1155304","1"
"1155553","8"
"1160146","2"
"1161022","14"
"1162484","0"
"1162504","8"
"1163921","4"
"1166952","9"
"1167208","0"
"1167525","6"
"1167641","1"
"1170738","8"
"1171828","6"
"1172598","0"
"1172709","9"
"1175200","0"
"1175828","2"
"1178874","3"
"1179053","0"
"1180152","0"
"1180365","20"
"1192141","11"
"1193529","49"
"1193578","1"
"1194443","0"
"1195396","2"
"1195439","2"
"1195728","17"
"1196217","0"
"1199058","42"
"1199761","1"
"1205238","2"
"1207620","0"
"1209789","1"
"1211128","5"
"1211487","2"
"1212251","1"
"1214011","2"
"1214026","3"
"1214387","25"
"1214582","8"
"1214621","12"
"1214869","6"
"1216293","0"
"1217302","2"
"1218284","11"
"1220046","73"
"1222974","31"
"1223667","1"
"1226213","2"
"1227186","2"
"1228439","9"
"1228701","113"
"1228998","2"
"1230156","1"
"1231178","14"
"1235218","0"
"1235883","4"
"1236452","8"
"1236698","0"
"1240284","0"
"1240851","1"
"1242663","7"
"1242814","1"
"1242993","19"
"1243257","0"
"1244461","0"
"1246091","1"
"1251463","21"
"1252335","43"
"1253814","3"
"1254089","1"
"1255996","4"
"1257299","83"
"1257812","7"
"1259053","2"
"1259561","19"
"1261021","2"
"1261511","0"
"1261725","0"
"1262081","11"
"1262262","3"
"1264367","5"
"1265037","0"
"1265810","1"
"1266117","4"
"1266367","3"
"1266516","2"
"1266652","2"
"1267122","0"
"1271199","1"
"1273599","2"
"1275196","8"
"1275996","2"
"1276039","1"
"1276817","0"
"1277185","10"
"1277226","0"
"1278099","1"
"1278400","2"
"1278806","2"
"1281102","3"
"1282602","7"
"1286795","16"
"1288265","1"
"1290167","1"
"1293003","0"
"1293905","7"
"1300890","18"
"1301980","0"
"1302113","2"
"1303026","4"
"1303761","0"
"1307204","65"
"1311986","3"
"1312292","1"
"1314055","1"
"1315604","1"
"1316826","15"
"1319375","1"
"1320345","6"
"1321080","0"
"1321419","78"
"1321466","2"
"1323067","1"
"1327404","2"
"1329169","0"
"1329833","8"
"1330223","1"
"1331081","3"
"1331792","0"
"1331887","19"
"1332237","1"
"1334631","25"
"1334675","1"
"1335086","2"
"1337923","11"
"1339942","0"
"1344652","3"
"1345851","1"
"1347098","1"
"1350516","2"
"1350998","0"
"1352483","3"
"1353933","-1"
"1356051","11"
"1356102","20"
"1357569","6"
"1358836","1"
"1359956","2"
"1360322","1"
"1361886","4"
"1362334","0"
"1362515","3"
"1363290","0"
"1364922","3"
"1365041","0"
"1367653","2"
"1367774","1"
"1372243","1"
"1372987","2"
"1373887","13"
"1377316","3"
"1378902","1"
"1379767","4"
"1381264","87"
"1385507","1"
"1391342","8"
"1397197","0"
"1398671","2"
"1398843","0"
"1400481","0"
"1401639","3"
"1401667","27"
"1403692","1"
"1406034","0"
"1407042","0"
"1407932","2"
"1409540","3"
"1409663","0"
"1410652","2"
"1419800","14"
"1421064","2"
"1425719","2"
"1426117","3"
"1428590","3"
"1432196","5"
"1436252","2"
"1437312","0"
"1438196","1"
"1439900","1"
"1441411","1"
"1442538","3"
"1444153","30"
"1445388","11"
"1446213","3"
"1447045","1"
"1451189","0"
"1454929","0"
"1455434","0"
"1457084","3"
"1458260","2"
"1459501","4"
"1460546","0"
"1461036","0"
"1461088","1"
"1462375","0"
"1464582","0"
"1466077","1"
"1466738","0"
"1468462","0"
"1468615","3"
"1470077","1"
"1471130","1"
"1471239","2"
"1474297","1"
"1476891","5"
"1476989","1"
"1478992","-3"
"1479769","0"
"1481793","1"
"1482476","22"
"1482990","1"
"1483348","5"
"1483892","253"
"1484065","0"
"1484440","7"
"1488526","0"
"1488680","1"
"1489069","3"
"1489192","2"
"1492118","1"
"1494705","1"
"1496793","53"
"1497287","5"
"1498211","6"
"1498936","0"
"1501230","2"
"1501803","2"
"1501966","2"
"1502781","2"
"1503974","4"
"1504097","3"
"1505179","1"
"1505382","1"
"1507452","2"
"1508082","2"
"1508375","0"
"1508998","1"
"1509154","0"
"1510599","0"
"1510928","2"
"1512291","4"
"1513267","2"
"1513519","2"
"1513668","2"
"1518180","0"
"1521189","5"
"1521249","10"
"1524227","0"
"1524596","2"
"1525378","25"
"1525658","3"
"1527854","2"
"1528928","5"
"1529208","1"
"1529977","2"
"1530844","2"
"1531113","4"
"1532014","5"
"1532188","5"
"1533134","0"
"1533874","0"
"1534061","1"
"1534908","16"
"1536566","1"
"1536758","12"
"1538099","0"
"1543944","0"
"1546447","1"
"1548053","0"
"1548075","0"
"1552060","0"
"1555936","0"
"1556056","52"
"1557544","2"
"1558718","0"
"1564182","1"
"1566893","3"
"1570422","127"
"1571455","0"
"1571703","4"
"1571712","0"
"1573710","1"
"1574224","0"
"1575275","0"
"1575577","2"
"1575586","8"
"1578562","1"
"1579670","0"
"1588126","1"
"1589289","2"
"1589430","1"
"1590183","-1"
"1595848","197"
"1596021","1"
"1597074","3"
"1600743","14"
"1603585","1"
"1603801","0"
"1606164","1"
"1606192","0"
"1607227","0"
"1608522","3"
"1610218","1"
"1614784","5"
"1615117","95"
"1617277","0"
"1619914","2"
"1622495","7"
"1623958","0"
"1625638","2"
"1626924","0"
"1628305","6"
"1629828","13"
"1629992","1"
"1631819","28"
"1632351","2"
"1632748","0"
"1633999","1"
"1635020","1"
"1635910","0"
"1637281","3"
"1638434","0"
"1639035","3"
"1640223","5"
"1642483","51"
"1643636","16"
"1643647","1"
"1644828","1"
"1648618","88"
"1652301","15"
"1652914","2"
"1653900","6"
"1656190","1"
"1661091","1"
"1661147","1"
"1662133","4"
"1662439","0"
"1663361","2"
"1665472","1"
"1666588","4"
"1666814","1"
"1668248","1"
"1668353","58"
"1668506","0"
"1668565","0"
"1669456","2"
"1671694","0"
"1673153","2"
"1677200","0"
"1678555","28"
"1679659","2"
"1680565","3"
"1685805","0"
"1686805","1"
"1691424","2"
"1699149","1"
"1699335","0"
"1701885","0"
"1702324","6"
"1702426","32"
"1705963","2"
"1707062","0"
"1708317","2"
"1708415","3"
"1709452","2"
"1713133","3"
"1715434","9"
"1716989","0"
"1722305","3"
"1725138","0"
"1731773","0"
"1734374","1"
"1742265","0"
"1742810","5"
"1744218","4"
"1747374","0"
"1748500","2"
"1751364","0"
"1756188","25"
"1757858","0"
"1762103","0"
"1764815","2"
"1774761","0"
"1776236","2"
"1777153","2"
"1779512","1"
"1781948","4"
"1782910","3"
"1785260","7"
"1786140","1"
"1786971","3"
"1789434","2"
"1795060","-1"
"1795492","0"
"1797986","2"
"1800013","16"
"1801579","2"
"1802801","5"
"1807042","0"
"1808305","0"
"1809500","1"
"1812510","9"
"1813090","3"
"1813393","3"
"1822529","1"
"1823642","20"
"1825000","4"
"1829609","4"
"1829727","2"
"1832937","4"
"1834396","6"
"1834522","2"
"1837415","0"
"1842186","27"
"1842365","1"
"1847410","1"
"1848142","3"
"1848508","0"
"1849576","1"
"1850014","1"
"1853864","2"
"1854191","2"
"1855394","3"
"1855661","1"
"1857098","9"
"1857685","5"
"1858947","0"
"1859441","0"
"1862036","10"
"1868246","4"
"1870047","7"
"1870154","1"
"1870211","0"
"1870415","2"
"1870573","-1"
"1872150","1"
"1879052","0"
"1880267","1"
"1881122","10"
"1883655","35"
"1884959","5"
"1887365","7"
"1888352","1"
"1893405","1"
"1899724","0"
"1901765","1"
"1902037","1"
"1903049","2"
"1903194","4"
"1904231","0"
"1904546","1"
"1905058","0"
"1905246","7"
"1905693","0"
"1906027","0"
"1906691","1"
"1907981","0"
"1909084","6"
"1909932","0"
"1912293","0"
"1913884","0"
"1915134","3"
"1915797","2"
"1917597","4"
"1922313","8"
"1924305","5"
"1924464","8"
"1926991","1"
"1927676","3"
"1928419","3"
"1928990","0"
"1930357","2"
"1930675","3"
"1932576","1"
"1934908","0"
"1937243","6"
"1938446","0"
"1939073","0"
"1942442","3"
"1943881","2"
"1945536","46"
"1946720","2"
"1947446","1"
"1951377","0"
"1951432","0"
"1954911","0"
"1956807","0"
"1956846","4"
"1958744","0"
"1961132","4"
"1962436","3"
"1963078","1"
"1964929","1"
"1970150","0"
"1973748","0"
"1974233","1"
"1975392","1"
"1980708","0"
"1986965","3"
"1990853","0"
"1993629","0"
"1998168","-2"
"1998684","1"
"2000622","7"
"2005054","17"
"2006473","2"
"2010981","1"
"2011363","2"
"2012136","0"
"2012645","10"
"2013536","1"
"2020261","0"
"2020523","2"
"2021571","27"
"2022033","0"
"2030926","2"
"2032379","5"
"2033541","10"
"2033809","2"
"2034061","1"
"2035803","2"
"2036818","1"
"2037072","14"
"2039364","8"
"2042601","6"
"2043535","0"
"2047727","1"
"2049451","1"
"2050110","0"
"2050498","0"
"2050652","1"
"2053928","0"
"2055083","1"
"2057227","65"
"2061804","2"
"2065045","6"
"2066231","1"
"2066468","0"
"2066489","73"
"2066954","2"
"2067092","0"
"2071338","14"
"2072977","0"
"2074282","6"
"2074676","1"
"2075406","3"
"2076194","7"
"2076653","1"
"2076683","0"
"2077712","2"
"2079081","0"
"2079719","1"
"2085560","9"
"2086730","0"
"2087769","7"
"2090768","1"
"2092747","0"
"2093537","0"
"2093983","6"
"2094596","0"
"2095419","4"
"2099200","7"
"2100356","64"
"2103632","3"
"2104520","1"
"2111030","6"
"2112186","3"
"2114861","1"
"2122465","32"
"2123251","0"
"2124468","35"
"2124798","2"
"2130043","3"
"2130123","2"
"2133594","2"
"2137691","1"
"2137949","0"
"2138129","0"
"2138429","178"
"2139190","8"
"2139277","1"
"2140085","11"
"2142638","3"
"2147086","2"
"2149619","4"
"2150621","6"
"2150703","15"
"2150882","201"
"2150912","7"
"2151222","3"
"2152718","4"
"2152985","0"
"2153790","9"
"2156116","6"
"2156279","0"
"2157877","5"
"2160515","16"
"2161246","0"
"2162932","4"
"2163584","6"
"2165114","1"
"2165116","0"
"2165525","6"
"2166098","4"
"2170508","1"
"2173052","4"
"2174464","1"
"2179836","1"
"2183433","0"
"2184163","2"
"2186130","4"
"2187322","1"
"2194731","2"
"2196054","5"
"2197689","6"
"2199775","0"
"2200174","0"
